Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist_name,bpm,is_hit
96643.0,4g8kUbWmzXpeq6mmsKWdk6,Xande De Pilares,Pagode da Tia Gessy - Que Samba Bom (Ao Vivo),Encrespou o Mar / Só no Balanço / Nossas Raízes - Ao Vivo,38.0,320754.0,False,0.499,0.772,7.0,-7.123,1.0,0.0588,0.784,0.0,0.324,0.827,115.922,4.0,samba,,95.73011662056221,
96644.0,4fQDB6ifhFNXOeQvfeI25q,Diogo Nogueira,Alma Brasileira (Ao Vivo / Edição Especial),Coração Em Desalinho / Não Quero Mais Saber Dela / Caxambu - Ao Vivo,37.0,181826.0,False,0.651,0.792,2.0,-6.717,1.0,0.0493,0.671,0.0,0.297,0.675,122.089,4.0,samba,,96.54725295140028,
96645.0,02zFCfzkqFwNaZ4f0idBbi,Exaltasamba,Todos Os Sambas Ao Vivo,Me Apaixonei Pela Pessoa Errada - Ao Vivo,39.0,206333.0,False,0.403,0.724,2.0,-8.327,1.0,0.0391,0.627,0.0,0.958,0.816,159.921,4.0,samba,,103.2010886044721,
96646.0,5JCuRQPbg4yGKqPqR3y8GQ,Caju Pra Baixo,Roda de Samba do Caju (Ao Vivo),Samba de Roda da Bahia - Ao Vivo,38.0,209071.0,False,0.419,0.914,2.0,-4.579,1.0,0.155,0.578,0.0,0.857,0.71,120.421,4.0,samba,,100.17502261813765,
96647.0,1g8XrZq08NYGeFQPpFfcsz,Maria Bethânia,Noturno,A Flor Encarnada,38.0,183044.0,False,0.464,0.0555,0.0,-18.037,0.0,0.0569,0.882,0.0,0.0983,0.298,153.056,3.0,samba,,99.75479355102647,
96648.0,175CWROB4zYMQrq4LpG6FT,Art Popular,Ao Vivo Sem Abuso,Sincera - Ao Vivo,38.0,218253.0,False,0.598,0.775,9.0,-7.948,1.0,0.0402,0.184,0.0,0.21,0.941,93.04,4.0,samba,,103.19956519529889,
96649.0,44SjBW2nkviJexwZssQ1Fi,Benito Di Paula,Benito Di Paula Ao Vivo,Do Jeito Que A Vida Quer/Como Dizia O Mestre - Live,38.0,366760.0,False,0.434,0.777,2.0,-9.252,0.0,0.103,0.538,0.0,0.935,0.405,103.038,4.0,samba,,104.65942572512016,
96650.0,45vlTHxef6RP1JRiuuZ5C7,Dilip Shadangi;Anupma Mishra,Ae Pan Wala Babu,Ae Pan Wala Babu,25.0,367014.0,False,0.518,0.923,6.0,-1.717,1.0,0.136,0.474,8.95e-05,0.3,0.771,81.418,4.0,samba,,102.50166311821224,
96651.0,1JsRZoFpApwNlihssHunHO,Umakant Barik;Ruku Suna;Pallavi Nayak,Amar Parake,Amar Parake,25.0,297580.0,False,0.573,0.995,6.0,-1.425,0.0,0.317,0.175,2.39e-06,0.275,0.52,80.146,4.0,samba,,104.49112313074447,
96652.0,3KUnjcQxdCciJRq58PFoVy,Tim Maia,Tim Maia Em Inglês,Let's Have a Ball Tonight,39.0,417533.0,False,0.496,0.67,2.0,-6.687,0.0,0.0341,0.419,1.03e-05,0.208,0.7,86.865,4.0,samba,,94.13000782274858,
96653.0,19K67ARK51RFvi3CDdB69g,Emerson Dias;Acadêmicos Do Salgueiro,Sambas De Enredo Das Escolas De Samba 2019,Xangô,37.0,331853.0,False,0.44,0.657,0.0,-9.503,0.0,0.0423,0.195,0.0,0.275,0.798,143.184,4.0,samba,,103.92486157543104,
96654.0,19eBqGBdGbo39n4nX5zA1U,Exaltasamba,25 Anos (Ao Vivo),"Aceita, Paixão",38.0,170306.0,False,0.589,0.872,2.0,-9.131,0.0,0.0756,0.577,0.0,0.82,0.787,110.858,4.0,samba,,106.33649588260681,
96655.0,1TZzwEmqDQeZq7LAqLwfnY,Tim Maia,Sufocante,Bons Momentos,38.0,292322.0,False,0.583,0.36,11.0,-13.415,0.0,0.033,0.601,5.37e-05,0.114,0.223,126.218,4.0,samba,,95.37153913231367,
96656.0,50akPi1b14uMI3SkZRIPW0,Arlindo Cruz,Mtv Ao Vivo Arlindo Cruz - Cd 1,Um Velho Malandro de Corpo Fechado - Da Melhor Qualidade,37.0,290746.0,False,0.429,0.848,2.0,-6.54,1.0,0.0488,0.692,0.0,0.787,0.815,122.089,4.0,samba,,100.25064143770898,
96657.0,7t76w9Cwt9JW4iH3boL1Or,João Bosco,"Ai, Ai, Ai De Mim",Quando O Amor Acontece,39.0,295066.0,False,0.472,0.278,4.0,-18.291,1.0,0.0343,0.788,0.00683,0.101,0.413,99.674,4.0,samba,,99.82382959751901,
96658.0,0JMBUdmzvdAA4DZgTxNMPD,RDN;Vitinho;Caju Pra Baixo,"RDN e Amigos 2, Bloco 1",Pra Ser Feliz,38.0,95109.0,False,0.498,0.674,0.0,-8.248,1.0,0.0352,0.362,0.0,0.452,0.813,164.139,4.0,samba,,105.64768642596242,
96659.0,7c6PVhdjVU1yW2Ew6ieMsB,Seu Jorge;Zeca Pagodinho,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Lua de Ogum (Ao Vivo),36.0,153533.0,False,0.53,0.877,0.0,-5.843,1.0,0.089,0.757,5.07e-05,0.18,0.878,129.507,4.0,samba,,98.168109268373,
96660.0,6I7UmBdBMUQZ6SkIHX6duR,Zeca Pagodinho,Gold,Vou Botar Teu Nome Na Macumba,37.0,198240.0,False,0.627,0.629,5.0,-9.161,1.0,0.279,0.234,0.0,0.573,0.813,101.431,4.0,samba,,107.09333181498673,
96661.0,4vvsoE0obRvFalTtxHGnTn,Luiz Gonzaga,"Aboios & Vaquejadas, Nos Caminhos da Fé e São João Na Roça",A Morte do Vaqueiro,38.0,161133.0,False,0.545,0.537,11.0,-5.023,0.0,0.0308,0.735,0.0,0.186,0.668,125.447,4.0,samba,,99.90115143595625,
96662.0,1Ec9lRUsiVMID1TaakvRa3,Luiz Gonzaga,Capim Novo,Sanfona Sentida,39.0,168666.0,False,0.491,0.611,9.0,-10.38,0.0,0.0391,0.45,0.000114,0.252,0.931,101.238,4.0,samba,,108.31940937557472,
96664.0,0IwdotkOJ2m9jkJiy8Rzox,Gilberto Gil;BaianaSystem,Gil Baiana ao Vivo em Salvador (Ao Vivo),Emoriô / Dia da Caça (Ao Vivo),38.0,310596.0,False,0.687,0.833,5.0,-8.648,0.0,0.0324,0.578,0.0496,0.941,0.724,107.987,4.0,samba,,104.84515750555481,
96665.0,7pqcbFqXzHvsig9mog9cr5,Elis Regina,Elis,Carinhoso,38.0,237266.0,False,0.464,0.312,6.0,-11.254,0.0,0.033,0.798,4.02e-05,0.0953,0.435,90.939,4.0,samba,,99.89174481045792,
96666.0,1odvBIeCuunsPjXJoDneHN,Akatu;Grupo Menos É Mais,Akatu & Menos É Mais - Degrauzinho Por Degrauzinho (Ao Vivo),Errar de Novo - Ao Vivo,37.0,165722.0,False,0.601,0.809,2.0,-6.206,1.0,0.0661,0.667,0.0,0.252,0.929,166.021,4.0,samba,,96.42590277841474,
96667.0,4txahEqLKtMJhVe6ezQH8k,Exaltasamba,Pagode Do Exalta Ao Vivo,Eu Chorei,38.0,293826.0,False,0.446,0.579,9.0,-9.173,1.0,0.0434,0.768,0.0,0.609,0.549,155.284,4.0,samba,,104.5153079046732,
96668.0,1WQ3JkjvHZ03hwTUPLXpqr,Moyseis Marques,Moyseis Marques,Nomes de Favela,37.0,229080.0,False,0.753,0.516,0.0,-9.647,0.0,0.0662,0.372,0.0,0.0647,0.862,92.068,4.0,samba,,107.33492397988049,
96669.0,5y55S8DupXk6AiWUThQGMD,Alcione,Ao vivo,Depois do prazer - Ao vivo,38.0,307040.0,False,0.586,0.605,11.0,-6.924,1.0,0.0283,0.488,0.0,0.974,0.247,108.289,4.0,samba,,104.08776006348089,
96670.0,23zxuxHVaTHqcJ2fwmn1IZ,Maria Bethânia,Mar De Sophia,Debaixo D'água / Agora,37.0,212320.0,False,0.785,0.178,9.0,-17.52,1.0,0.204,0.785,0.0,0.109,0.461,73.147,4.0,samba,,103.69256511110187,
96671.0,7rN3zSvSTVeXYyAqOHrLmM,Xande De Pilares,Sonhei (Ao Vivo),Sonhei - Ao Vivo,37.0,263904.0,False,0.528,0.649,0.0,-8.164,1.0,0.0455,0.552,0.0,0.596,0.856,97.685,4.0,samba,,105.06190817570885,
96673.0,7MsGQ1laPhAQTGMnYRNrGP,Nelson Gonçalves,Nelson De Hoje,Mágoas de Caboclo,38.0,193693.0,False,0.378,0.422,0.0,-11.382,0.0,0.0289,0.733,4.6e-06,0.625,0.389,93.286,4.0,samba,,99.57472796443419,
96674.0,7e6kk7ScZkINdw3yCALoln,Jorge Aragão,Jorge 70: Ao Vivo em São Paulo,Não Sou Mais Disso,38.0,187749.0,False,0.558,0.907,2.0,-5.871,1.0,0.0626,0.896,8.43e-06,0.461,0.84,118.743,4.0,samba,,97.80849004106416,
96675.0,4EzWeMddsub1vdUqa1hNxN,Ara Ketu,Ao Vivo,Pra Levantar a Poeira (Ao Vivo),38.0,239040.0,False,0.459,0.941,0.0,-7.449,1.0,0.137,0.377,0.0,0.803,0.552,120.398,4.0,samba,,106.7468618028167,
96676.0,0SRhGE4MIf3xpYPCDO7TSO,Zeca Pagodinho,Mais Feliz,O Carro Do Ovo,37.0,195774.0,False,0.744,0.5,10.0,-12.14,1.0,0.225,0.597,0.0,0.508,0.889,91.991,4.0,samba,,98.90056950600213,
96677.0,1e4An0kC1wXrfQagUBTnjv,Agepê,Agepê,Diz Que Me Ama,39.0,171440.0,False,0.63,0.582,8.0,-14.095,1.0,0.0811,0.495,0.0,0.33,0.94,88.823,4.0,samba,,98.28823463734268,
96678.0,2lS6uHU9ebUHTatXdQTG6p,Jorge Aragão,Ao vivo 3,Novos tempos - Ao vivo,37.0,311360.0,False,0.464,0.573,7.0,-10.407,1.0,0.0392,0.85,0.000681,0.542,0.558,90.987,4.0,samba,,104.53705893715994,
96679.0,6iud5OCxFY651gziKjBfYI,Zeca Pagodinho;Almir Guineto,Juras De Amor,Insensato Destino - Ao Vivo,37.0,227226.0,False,0.388,0.943,2.0,-5.771,1.0,0.283,0.367,0.0,0.386,0.681,101.341,4.0,samba,,99.13909270866014,
96680.0,0bgMcNCgj6fhJXxnQ0LADj,Los Sebosos Postizos,Los Sebosos Postizos Interpretam Jorge Ben Jor,"Minha Teimosia, uma Arma pra Te Conquistar",39.0,248106.0,False,0.525,0.561,11.0,-9.159,1.0,0.0322,0.186,9.21e-06,0.0877,0.584,139.101,4.0,samba,,105.43962690705939,
96681.0,5O86WXHkD5LdWgBaPQvQHO,Sambô;Luciana Mello,Ao Vivo (Edição Especial),Não Deixe O Samba Morrer - Remasterizada,36.0,315066.0,False,0.525,0.828,11.0,-5.199,0.0,0.188,0.48,0.0,0.909,0.664,136.755,4.0,samba,,99.66481814822704,
96682.0,3yTRxKoTqRfvU1vrsGMjYx,Xande De Pilares,Nos Braços Do Povo (Ao Vivo / Vol.2),Coração Radiante - Ao Vivo,37.0,151263.0,False,0.574,0.754,0.0,-6.838,1.0,0.0497,0.797,0.0,0.98,0.95,98.005,4.0,samba,,96.08511230512605,
96683.0,0wZeh3Nntr7XpuZLsAjCzs,Zeca Pagodinho,Mais Feliz,Na Cara Da Sociedade,37.0,183878.0,False,0.794,0.58,7.0,-12.992,1.0,0.111,0.153,0.0,0.137,0.889,92.029,4.0,samba,,96.15763988877069,
96684.0,4fAEZ7R3AK04kt0iXBbiF6,RDN;Suel;Ferrugem,"RDN & Amigos, Vol. 2",O Amor Não Tem Culpa,38.0,86053.0,False,0.641,0.504,7.0,-7.884,0.0,0.0531,0.35,0.0,0.174,0.87,167.976,4.0,samba,,106.71775507354363,
96685.0,2RLI9LJ89ZatpAVH7Yvjsc,Paulinho Da Viola,Paulinho da Viola,Onde a dor não tem razão C 1981,39.0,247920.0,False,0.675,0.706,6.0,-8.608,0.0,0.0575,0.783,3.84e-06,0.171,0.735,92.831,4.0,samba,,106.36996406779993,
96686.0,1W81Hac4dJXLsJQLxe2Beq,Diogo Nogueira;Chico Buarque;Ivan Lins;Hamilton De Holanda,Sou Eu (Live),"Sou Eu - Ao Vivo Em Vivo Rio,Brasil/2010",37.0,214880.0,False,0.515,0.877,11.0,-6.59,0.0,0.0656,0.29,5.07e-06,0.96,0.556,104.693,4.0,samba,,101.26251069428548,
96687.0,7pGfo3x9VUrL9B7L5xuOgK,Trio Nordestino,Xodó Do Brasil,Morena Tropicana,38.0,153951.0,False,0.64,0.623,9.0,-11.317,0.0,0.0388,0.285,1.77e-06,0.129,0.908,164.031,4.0,samba,,100.4358059672819,
96688.0,4A9GxFPjjQsLtNAwI70HV9,Art Popular,Nova Bis - Art Popular (Dois CDs),Bombocado,38.0,199533.0,False,0.703,0.713,9.0,-10.377,1.0,0.0527,0.304,3e-06,0.207,0.878,87.066,4.0,samba,,105.35326997359407,
96689.0,0afzbGeLZ5riHbYvyr7UvJ,Maria Rita,"Redescobrir (Live At Credicard Hall, São Paulo / 2012)","O Bêbado E A Equilibrista - Live At Credicard Hall, São Paulo / 2012",38.0,190560.0,False,0.523,0.523,2.0,-12.445,1.0,0.0391,0.777,0.00184,0.817,0.346,98.713,4.0,samba,,96.83055462878168,
96690.0,2UUTsZ8uY9kAXGawvp4OeP,Sambô,Sambô (Ao Vivo),Sunday Bloody Sunday - Ao Vivo,37.0,190040.0,False,0.482,0.897,7.0,-4.898,1.0,0.103,0.225,0.0,0.91,0.39,112.254,4.0,samba,,103.03969649837171,
