Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist,bpm,genre,is_hit,artist_name
,,,,Loucuras de uma paixão - Ao vivo,,258626.0,,0.557,0.82,,-9.992,,0.0504,0.687,0.00172,0.93,0.848,,,,Jorge Aragão,173.183,mpb,1.0,
,,,,Transante,,167507.0,,0.741,0.844,,-5.478,,0.0547,0.161,2.94e-06,0.109,0.948,,,,Lagum,95.066,mpb,1.0,
,,,,A Doida (Ao Vivo),,179093.0,,0.697,0.961,,-5.473,,0.0383,0.262,0.000309,0.332,0.853,,,,Seu Jorge,107.97,mpb,1.0,
,,,,Os Outros - Ao Vivo,,209773.0,,0.418,0.394,,-8.341,,0.0332,0.85,0.0,0.917,0.447,,,,Leoni,119.466,mpb,1.0,
,,,,Onde Estará O Meu Amor,,211600.0,,0.332,0.148,,-12.819,,0.0318,0.815,0.0,0.247,0.249,,,,Maria Bethânia,98.448,mpb,1.0,
,,,,Só Posso Dizer (São Paulo),,198765.0,,0.511,0.541,,-8.841,,0.0316,0.398,0.0,0.0986,0.719,,,,Nando Reis,73.931,mpb,1.0,
,,,,Recomeçar,,230792.0,,0.524,0.489,,-8.908,,0.0347,0.73,1.1e-05,0.12,0.233,,,,Diego Karter,86.042,mpb,1.0,
,,,,Lourinha Bombril,,158933.0,,0.615,0.907,,-9.234,,0.042,0.0194,5.59e-05,0.279,0.8,,,,Os Paralamas Do Sucesso,168.459,mpb,1.0,
,,,,Exagerado - Ao Vivo,,232546.0,,0.302,0.735,,-8.012,,0.116,0.746,0.0,0.892,0.583,,,,Leoni;Herbert Vianna,146.185,mpb,1.0,
,,,,Alecrim,,116160.0,,0.673,0.209,,-8.544,,0.0361,0.869,2.27e-06,0.155,0.669,,,,Palavra Cantada,82.411,mpb,1.0,
,,,,Doce Vampiro,,268960.0,,0.626,0.493,,-14.668,,0.0454,0.366,0.000137,0.0873,0.831,,,,Rita Lee;Roberto De Carvalho,135.481,mpb,1.0,
,,,,1º De Julho - Ao Vivo,,292306.0,,0.32,0.878,,-5.771,,0.0909,0.538,0.0,0.665,0.509,,,,Cássia Eller,170.064,mpb,1.0,
,,,,Pulsos - Ao Vivo,,280093.0,,0.454,0.851,,-5.436,,0.054,0.153,3.49e-06,0.877,0.126,,,,Pitty,125.05,mpb,1.0,
,,,,Quem Vai Chorar Sou Eu,,242893.0,,0.682,0.609,,-7.704,,0.0498,0.684,2.21e-06,0.099,0.971,,,,Diogo Nogueira;Zeca Pagodinho,169.981,mpb,1.0,
,,,,Sutilmente - Ao Vivo,,250282.0,,0.456,0.743,,-9.973,,0.0379,0.0513,0.00324,0.969,0.296,,,,Nando Reis;Samuel Rosa,102.714,mpb,1.0,
,,,,La Forza Della Vita,,316813.0,,0.391,0.625,,-5.285,,0.0306,0.312,0.0,0.117,0.443,,,,Renato Russo,78.49,mpb,1.0,
,,,,Na hora do almoço,,151739.0,,0.627,0.774,,-4.345,,0.0524,0.303,3.6e-06,0.0853,0.495,,,,Belchior,124.746,mpb,1.0,
,,,,Todas as Janelas,,267333.0,,0.582,0.561,,-7.068,,0.0293,0.0687,2.13e-05,0.0829,0.412,,,,Jota Quest,82.969,mpb,1.0,
,,,,"Um Dia Bom, Um Dia Besta",,185879.0,,0.52,0.373,,-9.409,,0.0276,0.754,0.0,0.085,0.312,,,,Sandy;Thiaguinho,79.958,mpb,1.0,
,,,,Um Tiro no Coração,,302052.0,,0.766,0.776,,-5.381,,0.0291,0.184,0.0,0.113,0.576,,,,Nando Reis;Pitty,132.098,mpb,1.0,
,,,,Janaína,,218613.0,,0.578,0.88,,-5.113,,0.0496,0.108,2.9e-06,0.114,0.719,,,,Biquini Cavadão,175.983,mpb,1.0,
,,,,O Anjo Mais Velho,,342786.0,,0.628,0.816,,-5.393,,0.0396,0.437,0.000209,0.189,0.625,,,,O Teatro Mágico,113.068,mpb,1.0,
,,,,Quando o sol se for,,204133.0,,0.543,0.736,,-8.435,,0.0382,0.128,0.0,0.837,0.605,,,,Detonautas Roque Clube,171.897,mpb,1.0,
,,,,Boiada,,226266.0,,0.421,0.346,,-9.351,,0.0255,0.875,9.27e-06,0.0895,0.318,,,,Almir Sater,95.842,mpb,1.0,
,,,,O Reggae,,248506.0,,0.822,0.689,,-6.364,,0.0408,0.195,0.0036,0.271,0.76,,,,Legião Urbana,95.382,mpb,1.0,
,,,,Diz Quanto Custa,,202604.0,,0.681,0.861,,-6.181,,0.0361,0.178,0.000725,0.158,0.96,,,,Liniker;Tassia Reis,155.11,mpb,1.0,
,,,,Pensar Em Você,,236373.0,,0.717,0.502,,-10.684,,0.0501,0.254,0.0,0.107,0.399,,,,Chico César,88.057,mpb,1.0,
,,,,De Fé - Ao Vivo,,205480.0,,0.541,0.695,,-6.633,,0.0301,0.655,0.000228,0.937,0.469,,,,Humberto Gessinger,80.189,mpb,1.0,
,,,,O tempo não para,,272173.0,,0.525,0.694,,-7.208,,0.0372,0.0474,0.0,0.738,0.42,,,,Barão Vermelho,136.627,mpb,1.0,
,,,,Música Urbana - Versão Alternativa,,211000.0,,0.42,0.76,,-5.021,,0.0771,0.0056,0.000128,0.109,0.801,,,,Capital Inicial,172.947,mpb,1.0,
,,,,À Flor da Pele - Ao Vivo,,252426.0,,0.54,0.875,,-7.656,,0.15,0.389,0.0,0.617,0.775,,,,Roupa Nova,150.564,mpb,1.0,
,,,,Os Corações Não São Iguais - Ao Vivo,,242506.0,,0.329,0.628,,-9.618,,0.0393,0.46,0.0,0.928,0.335,,,,Roupa Nova,158.741,mpb,1.0,
,,,,Frevo Mulher,,241093.0,,0.695,0.474,,-12.613,,0.0398,0.51,4.56e-06,0.054,0.825,,,,Amelinha,153.026,mpb,1.0,
,,,,Dezesseis / Música Incidental: ''Strawberry Fields Forever'',,323840.0,,0.454,0.87,,-5.358,,0.0387,0.000226,0.000232,0.0885,0.4,,,,Legião Urbana,146.878,mpb,1.0,
,,,,A Lenda - Ao Vivo,,252506.0,,0.334,0.678,,-8.212,,0.0451,0.197,0.0,0.979,0.55,,,,Roupa Nova,177.539,mpb,1.0,
,,,,Seguindo no Trem Azul - Ao Vivo,,223853.0,,0.578,0.595,,-10.151,,0.0278,0.333,0.0,0.991,0.519,,,,Roupa Nova,84.954,mpb,1.0,
,,,,Gatinha Manhosa - Remasterizado,,162080.0,,0.669,0.363,,-8.672,,0.0297,0.725,6.05e-05,0.0591,0.623,,,,Leo Jaime,110.519,mpb,1.0,
,,,,Há Tempos - Ao Vivo Em São Paulo / 1999,,225400.0,,0.38,0.552,,-8.545,,0.213,0.374,0.0,0.133,0.647,,,,Legião Urbana,82.935,mpb,1.0,
,,,,Pensamento (Acústico),,192440.0,,0.673,0.693,,-11.27,,0.0557,0.0996,3.17e-05,0.0427,0.965,,,,Cidade Negra,172.055,mpb,1.0,
,,,,Garoto de Aluguel (Taxi Boy) [Ao Vivo],,296960.0,,0.551,0.835,,-8.013,,0.0366,0.00599,0.000124,0.921,0.432,,,,Zé Ramalho,96.238,mpb,1.0,
,,,,Louvação À Oxum,,199800.0,,0.77,0.457,,-9.08,,0.0587,0.399,2.81e-05,0.218,0.601,,,,Maria Bethânia,97.536,mpb,1.0,
,,,,Desconstrução,,283787.0,,0.653,0.238,,-14.374,,0.0549,0.105,0.000501,0.111,0.236,,,,TIAGO IORC,122.705,mpb,1.0,
,,,,Pagode Russo,,131533.0,,0.732,0.925,,-5.232,,0.0367,0.355,0.000146,0.26,0.934,,,,Luiz Gonzaga,143.81,mpb,1.0,
,,,,Acelerou,,283960.0,,0.691,0.728,,-7.137,,0.0335,0.0138,3.35e-05,0.0535,0.651,,,,Djavan,95.963,mpb,1.0,
,,,,Cantando Eu Vou,,168514.0,,0.68,0.493,,-7.587,,0.029,0.763,0.0,0.286,0.669,,,,Melim;Saulo,97.871,mpb,1.0,
,,,,Gostosin (Acoustic),,180333.0,,0.7,0.236,,-11.109,,0.0348,0.89,5.47e-06,0.111,0.317,,,,João Mar;Ventura,90.012,mpb,1.0,
,,,,Puro Êxtase - Ao Vivo,,292186.0,,0.571,0.924,,-4.727,,0.197,0.179,4.07e-06,0.719,0.5,,,,Frejat,121.056,mpb,1.0,
,,,,Eu Nunca Disse Adeus,,208786.0,,0.299,0.686,,-7.058,,0.0417,0.0132,0.0,0.354,0.366,,,,Capital Inicial,145.971,mpb,1.0,
,,,,Gatinha Manhosa,,145266.0,,0.509,0.228,,-11.61,,0.0545,0.901,0.0,0.114,0.205,,,,Adriana Partimpim,107.0,mpb,1.0,
,,,,A fórmula do amor,,300666.0,,0.68,0.735,,-7.939,,0.0277,0.0597,0.214,0.119,0.881,,,,Kid Abelha,133.289,mpb,1.0,
,,,,O Que Me Cabe - Acústico,,173049.0,,0.709,0.217,,-15.576,,0.0303,0.748,5.32e-06,0.159,0.413,,,,Illy;Adriana Calcanhotto,94.033,mpb,1.0,
,,,,Nu Com a Minha Música,,283557.0,,0.439,0.52,,-11.099,,0.103,0.746,0.000273,0.11,0.255,,,,Ney Matogrosso,160.345,mpb,1.0,
,,,,Como Vai Você,,227568.0,,0.548,0.462,,-9.872,,0.0265,0.248,0.0,0.113,0.29,,,,Nando Reis,137.98,mpb,1.0,
,,,,Alvará - Ao vivo,,297400.0,,0.504,0.78,,-10.364,,0.0352,0.763,0.336,0.919,0.586,,,,Jorge Aragão,96.065,mpb,1.0,
,,,,O Tempo É Agora,,223876.0,,0.626,0.513,,-10.065,,0.0637,0.733,0.000573,0.102,0.563,,,,ANAVITÓRIA,146.922,mpb,1.0,
,,,,Gita,,288933.0,,0.494,0.691,,-7.233,,0.0368,0.0599,0.00633,0.0649,0.722,,,,Raul Seixas,111.175,mpb,1.0,
,,,,Toda Forma de Amor,,223733.0,,0.676,0.832,,-5.628,,0.0357,0.14,7.5e-05,0.0758,0.83,,,,Lulu Santos,137.87,mpb,1.0,
,,,,Ando Meio Desligado,,208973.0,,0.618,0.661,,-8.097,,0.0356,0.0621,5.15e-06,0.363,0.614,,,,Pato Fu,143.129,mpb,1.0,
,,,,O que é o amor,,219800.0,,0.649,0.502,,-10.375,,0.0558,0.633,0.00172,0.0947,0.682,,,,Maria Rita,158.053,mpb,1.0,
,,,,De Ontem,,187385.0,,0.352,0.257,,-13.716,,0.0557,0.473,9.36e-06,0.126,0.49,,,,Liniker e os Caramelows;Liniker;Caramelows,167.833,mpb,1.0,
,,,,Ah! Como Eu Amei,,194133.0,,0.578,0.451,,-13.806,,0.0332,0.247,0.0,0.0823,0.28,,,,Benito Di Paula,128.36,mpb,1.0,
,,,,O dia em que a terra parou,,265306.0,,0.55,0.729,,-13.779,,0.148,0.089,0.0,0.0462,0.344,,,,Raul Seixas,113.295,mpb,1.0,
,,,,Espanhola,,223173.0,,0.508,0.434,,-10.807,,0.0309,0.789,8.83e-05,0.33,0.471,,,,Flavio Venturini,126.417,mpb,1.0,
,,,,O carimbador maluco,,140666.0,,0.673,0.846,,-7.918,,0.145,0.199,0.0,0.408,0.772,,,,Raul Seixas,148.118,mpb,1.0,
,,,,As Canções Que Você Fez Pra Mim - Versão remasterizada,,211173.0,,0.452,0.351,,-11.517,,0.0338,0.0782,0.000431,0.111,0.416,,,,Roberto Carlos,84.67,mpb,1.0,
,,,,Pintura íntima,,265426.0,,0.617,0.672,,-7.817,,0.0302,0.0855,0.000125,0.052,0.931,,,,Kid Abelha,135.518,mpb,1.0,
,,,,O Segundo Sol,,262550.0,,0.643,0.511,,-9.949,,0.0329,0.0625,0.00167,0.0845,0.538,,,,Nando Reis;DUDA BEAT,146.879,mpb,1.0,
,,,,Como Dois e Dois - Versão Remasterizada,,203866.0,,0.49,0.439,,-8.476,,0.0281,0.877,0.00156,0.207,0.702,,,,Roberto Carlos,84.197,mpb,1.0,
,,,,A Viagem,,209186.0,,0.502,0.401,,-11.168,,0.0276,0.692,0.0,0.0884,0.36,,,,Roupa Nova,84.8,mpb,1.0,
,,,,Temporada das Flores,,217866.0,,0.712,0.561,,-8.876,,0.0263,0.794,0.0178,0.105,0.672,,,,Leoni,112.028,mpb,1.0,
,,,,O Que Eu Também Não Entendo - Acústico,,255686.0,,0.632,0.595,,-9.555,,0.0335,0.366,1.6e-06,0.107,0.368,,,,Jota Quest,108.002,mpb,1.0,
,,,,Enquanto Houver Sol,,183093.0,,0.665,0.596,,-3.896,,0.0267,0.149,4.84e-05,0.327,0.207,,,,Titãs,115.265,mpb,1.0,
,,,,Esperanças Perdidas,,212146.0,,0.616,0.663,,-7.521,,0.0646,0.505,0.0,0.13,0.953,,,,Os Originais Do Samba,82.449,mpb,1.0,
,,,,Não Vou Me Adaptar - Ao Vivo,,269563.0,,0.523,0.711,,-8.151,,0.0395,0.329,0.0482,0.751,0.403,,,,Nando Reis;Arnaldo Antunes,80.796,mpb,1.0,
,,,,Eleva,,187570.0,,0.736,0.665,,-6.427,,0.0487,0.0466,0.0,0.164,0.563,,,,Big Up,94.981,mpb,1.0,
,,,,Eu e Você Sempre,,304640.0,,0.732,0.634,,-10.718,,0.0356,0.111,0.0,0.175,0.886,,,,Diogo Nogueira,85.976,mpb,1.0,
,,,,O Xote das Meninas,,168640.0,,0.79,0.606,,-6.409,,0.0424,0.0537,0.0,0.0768,0.673,,,,Alceu Valença,137.974,mpb,1.0,
,,,,Puro êxtase,,248600.0,,0.754,0.874,,-5.847,,0.047,0.144,6.15e-05,0.834,0.682,,,,Barão Vermelho,114.445,mpb,1.0,
,,,,Vá Morar Com O Diabo - Ao Vivo,,178399.0,,0.662,0.861,,-7.166,,0.19,0.701,0.0,0.688,0.814,,,,Cássia Eller,100.33,mpb,1.0,
,,,,Contra o tempo - Ao vivo,,234533.0,,0.262,0.509,,-8.242,,0.0388,0.765,0.0,0.99,0.291,,,,Vander Lee,178.612,mpb,1.0,
,,,,Sapato Velho - Ao Vivo,,237813.0,,0.43,0.524,,-10.075,,0.0306,0.758,0.0,0.98,0.559,,,,Roupa Nova,160.198,mpb,1.0,
,,,,Kryptônia,,295706.0,,0.675,0.521,,-8.321,,0.0329,0.227,4.08e-05,0.572,0.183,,,,Zé Ramalho,133.726,mpb,1.0,
,,,,Garoto de Aluguel (Taxi Boy),,312360.0,,0.663,0.649,,-10.186,,0.0295,0.393,0.0295,0.137,0.513,,,,Zé Ramalho,89.866,mpb,1.0,
,,,,Retratos e Canções,,234333.0,,0.611,0.4,,-12.371,,0.023,0.168,0.0,0.119,0.547,,,,Sandra De Sá,81.05,mpb,1.0,
,,,,"Rock Das ""Aranha""",,110093.0,,0.609,0.63,,-10.791,,0.175,0.762,0.0,0.0495,0.934,,,,Raul Seixas,174.253,mpb,1.0,
,,,,Conheço o meu lugar,,180400.0,,0.539,0.477,,-6.331,,0.0279,0.743,0.0,0.344,0.644,,,,Belchior,122.502,mpb,1.0,
,,,,Chão de Giz (Ao Vivo),,299853.0,,0.266,0.744,,-7.368,,0.0512,0.0281,7.56e-05,0.942,0.416,,,,Zé Ramalho,95.253,mpb,1.0,
,,,,Todo sujo de batom,,259133.0,,0.564,0.561,,-8.391,,0.0402,0.635,2.18e-06,0.12,0.559,,,,Belchior,105.776,mpb,0.0,
,,,,A Terceira Lâmina - Ao Vivo,,260853.0,,0.485,0.576,,-8.538,,0.0412,0.34,5.88e-06,0.569,0.336,,,,Fagner;Zé Ramalho,80.256,mpb,1.0,
,,,,Já Sei,,208512.0,,0.443,0.685,,-6.139,,0.0312,0.35,6.24e-06,0.118,0.646,,,,Zimbra,178.935,mpb,1.0,
,,,,Despedida,,250000.0,,0.698,0.609,,-7.507,,0.0457,0.447,0.000793,0.122,0.448,,,,Mc Tha,160.039,mpb,1.0,
,,,,Como eu quero,,273426.0,,0.696,0.553,,-12.287,,0.0323,0.623,0.0343,0.119,0.459,,,,Kid Abelha,127.934,mpb,1.0,
,,,,3 Horas,,166573.0,,0.566,0.483,,-10.66,,0.0313,0.562,0.0004,0.0973,0.323,,,,Ana Gabriela,142.793,mpb,1.0,
,,,,deixa que eu já vou,,198292.0,,0.64,0.588,,-7.449,,0.0312,0.101,0.0,0.401,0.617,,,,Simão,88.01,mpb,1.0,
,,,,quem vai dizer tchau,,198220.0,,0.646,0.372,,-9.889,,0.0272,0.559,0.000493,0.199,0.35,,,,ANAVITÓRIA,129.012,mpb,1.0,
,,,,Era de Aquarius,,178207.0,,0.895,0.516,,-7.075,,0.294,0.548,0.0,0.19,0.783,,,,Martinho Da Vila;Djonga,136.076,mpb,1.0,
,,,,Meninos E Meninas,,203706.0,,0.485,0.659,,-10.508,,0.0321,0.0133,0.000195,0.166,0.66,,,,Legião Urbana,164.841,mpb,1.0,
,,,,Amor Maior,,197277.0,,0.614,0.394,,-11.954,,0.0447,0.307,0.0,0.128,0.296,,,,Jota Quest;Jão,139.952,mpb,1.0,
,,,,Uns Dias,,244800.0,,0.626,0.702,,-8.525,,0.0279,0.00274,0.000166,0.214,0.6,,,,Os Paralamas Do Sucesso,139.506,mpb,1.0,
,,,,Miragem,,213351.0,,0.578,0.584,,-8.318,,0.0482,0.319,0.0,0.543,0.834,,,,Roberta Campos;Natiruts,174.014,mpb,1.0,
,,,,Lenha,,249706.0,,0.526,0.673,,-7.889,,0.0358,0.33,2.66e-05,0.0937,0.333,,,,Zeca Baleiro,81.063,mpb,1.0,
,,,,Azul - JAH-VAN,,300320.0,,0.843,0.635,,-6.053,,0.0342,0.0838,1.04e-06,0.222,0.672,,,,Fernanda Abreu;BiD;Fernando Nunes,99.966,mpb,1.0,
,,,,Pra Lá de Bagdá,,208000.0,,0.628,0.892,,-4.734,,0.0581,0.0783,1.19e-05,0.0666,0.575,,,,Lagum,110.03,mpb,1.0,
,,,,Aliança - Ao Vivo,,231650.0,,0.231,0.539,,-8.451,,0.0347,0.366,1.01e-05,0.559,0.265,,,,Tribalistas,88.782,mpb,1.0,
,,,,Nada por mim - Acústico,,166306.0,,0.516,0.471,,-10.508,,0.0299,0.595,4.28e-06,0.785,0.361,,,,Kid Abelha,128.183,mpb,1.0,
,,,,Propuesta (Proposta),,263666.0,,0.354,0.432,,-8.483,,0.0312,0.766,0.155,0.531,0.298,,,,Roberto Carlos,135.027,mpb,1.0,
,,,,gostosa,,154820.0,,0.668,0.726,,-6.634,,0.0432,0.31,0.00228,0.222,0.724,,,,Clara Valverde,93.978,mpb,1.0,
,,,,Brasa,,208981.0,,0.894,0.707,,-6.173,,0.0403,0.597,0.0092,0.0508,0.915,,,,Rachel Reis;Céu,123.978,mpb,1.0,
,,,,"Você E Eu, Eu E Você (Juntinhos)",,292670.0,,0.791,0.858,,-9.45,,0.072,0.114,0.0923,0.0781,0.872,,,,Tim Maia,125.791,mpb,1.0,
,,,,Todo Amor Que Houver Nessa Vida - Ao Vivo,,221466.0,,0.516,0.452,,-8.524,,0.0541,0.495,0.0,0.88,0.172,,,,Cássia Eller,102.929,mpb,1.0,
,,,,Homem não chora,,239533.0,,0.539,0.838,,-5.563,,0.0525,0.0831,0.000227,0.276,0.343,,,,Frejat,133.437,mpb,1.0,
,,,,No Seu Lugar - Ao Vivo,,219853.0,,0.619,0.754,,-6.509,,0.0303,0.106,6.8e-05,0.703,0.629,,,,Kid Abelha,132.975,mpb,1.0,
,,,,Quase um Segundo,,216933.0,,0.529,0.343,,-8.247,,0.0286,0.625,0.0026,0.11,0.0945,,,,Ney Matogrosso,92.15,mpb,1.0,
,,,,Estradeiro,,218266.0,,0.372,0.661,,-8.52,,0.0449,0.137,0.0,0.293,0.317,,,,Almir Sater,136.225,mpb,1.0,
,,,,Tempos Modernos - Estúdio,,234453.0,,0.706,0.785,,-4.173,,0.0385,0.000139,0.0506,0.236,0.893,,,,Jota Quest,123.029,mpb,1.0,
,,,,Fotografia - Ao Vivo,,170106.0,,0.558,0.272,,-11.893,,0.0481,0.882,0.0,0.711,0.386,,,,Leoni;Leo Jaime,103.74,mpb,1.0,
,,,,Casa No Campo - Remastered 2021,,171530.0,,0.509,0.368,,-9.611,,0.0573,0.317,1.67e-06,0.281,0.16,,,,Elis Regina,119.552,mpb,1.0,
,,,,Sinta,,212044.0,,0.862,0.633,,-8.216,,0.0753,0.0076,0.000311,0.366,0.434,,,,Big Up,131.985,mpb,1.0,
,,,,Do Seu Lado - Ao Vivo,,297266.0,,0.584,0.922,,-5.513,,0.0422,0.0216,0.0015,0.963,0.76,,,,Jota Quest,142.05,mpb,1.0,
,,,,A Viagem - Ao Vivo,,207466.0,,0.364,0.565,,-10.213,,0.0308,0.379,3.21e-06,0.943,0.196,,,,Roupa Nova,86.419,mpb,1.0,
,,,,Vou Te Encontrar,,266641.0,,0.595,0.486,,-11.893,,0.0266,0.32,0.0332,0.132,0.297,,,,Nando Reis;Péricles,144.042,mpb,1.0,
,,,,Segredos,,233533.0,,0.581,0.731,,-5.189,,0.0289,0.192,0.0,0.405,0.579,,,,Frejat,127.582,mpb,1.0,
,,,,Novas Auroras,,210880.0,,0.706,0.681,,-8.512,,0.0274,0.000779,0.00034,0.219,0.52,,,,Nação Zumbi,106.991,mpb,1.0,
,,,,Ninguém Perguntou por Você,,321647.0,,0.588,0.812,,-8.185,,0.0342,0.00117,0.186,0.122,0.331,,,,Letrux,119.021,mpb,1.0,
,,,,Teorema,,186546.0,,0.299,0.926,,-6.13,,0.0994,0.000442,0.116,0.0585,0.531,,,,Legião Urbana,206.641,mpb,1.0,
,,,,Descobridor Dos Sete Mares - Ao Vivo,,197891.0,,0.679,0.697,,-6.312,,0.0453,0.455,0.0,0.104,0.892,,,,Diogo Nogueira,153.932,mpb,1.0,
,,,,A Violeira,,267120.0,,0.703,0.221,,-15.235,,0.0367,0.766,0.0,0.219,0.348,,,,Mônica Salmaso,112.986,mpb,1.0,
,,,,Vou-Me Embora,,225200.0,,0.733,0.377,,-10.334,,0.0339,0.573,1.03e-05,0.123,0.439,,,,Paulo Diniz,105.048,mpb,1.0,
,,,,Vaqueiro De Profissão,,233240.0,,0.605,0.587,,-10.627,,0.0465,0.648,0.0,0.103,0.826,,,,Jair Rodrigues,100.509,mpb,1.0,
,,,,A Volta do Boêmio,,185666.0,,0.596,0.314,,-10.024,,0.029,0.892,1.35e-06,0.168,0.6,,,,Nelson Gonçalves,99.435,mpb,1.0,
,,,,Vai e Vem das Estações,,218727.0,,0.475,0.495,,-10.181,,0.0276,0.749,0.00181,0.17,0.633,,,,Palavra Cantada,79.889,mpb,1.0,
,,,,Eu Sou Terrível - Versão remasterizada,,167080.0,,0.626,0.647,,-9.651,,0.0364,0.0455,1.38e-06,0.111,0.747,,,,Roberto Carlos,91.977,mpb,1.0,
,,,,Coração Pirata - Ao Vivo,,265120.0,,0.553,0.617,,-8.851,,0.0295,0.64,0.0,0.808,0.377,,,,Roupa Nova,97.032,mpb,1.0,
,,,,Enquanto ela não chegar,,253733.0,,0.436,0.786,,-6.569,,0.0447,0.0684,5.66e-06,0.636,0.251,,,,Barão Vermelho,184.786,mpb,1.0,
,,,,Táxi Lunar (Ao Vivo),,237266.0,,0.486,0.933,,-7.015,,0.0796,0.0402,0.0298,0.927,0.687,,,,Zé Ramalho,150.743,mpb,1.0,
,,,,Cidadão,,230733.0,,0.488,0.762,,-9.237,,0.11,0.193,0.0,0.202,0.707,,,,Zé Ramalho,113.881,mpb,1.0,
,,,,Mais Uma Vez - Remastered 2003,,271026.0,,0.45,0.704,,-5.073,,0.031,0.139,0.0,0.122,0.527,,,,Renato Russo;14 Bis,100.765,mpb,1.0,
,,,,Borbulhas de Amor (Tenho um Coração) - Ao Vivo,,252626.0,,0.485,0.657,,-10.367,,0.0343,0.418,0.0,0.908,0.68,,,,Fagner,129.373,mpb,1.0,
,,,,Vento No Litoral,,366373.0,,0.55,0.214,,-14.945,,0.0308,0.662,0.000229,0.104,0.0752,,,,Legião Urbana,120.407,mpb,1.0,
,,,,Lua E Estrela,,211240.0,,0.59,0.175,,-17.19,,0.0326,0.889,7.69e-05,0.103,0.294,,,,Caetano Veloso,85.866,mpb,1.0,
,,,,Bolo de Rolo,,233661.0,,0.637,0.649,,-8.05,,0.0304,0.124,0.0119,0.201,0.38,,,,DUDA BEAT,140.007,mpb,1.0,
,,,,Tanto (I Want You) - Ao Vivo,,228040.0,,0.511,0.839,,-4.406,,0.0324,0.0295,8.3e-06,0.942,0.533,,,,Skank,97.583,mpb,1.0,
,,,,Cartas e Versos,,199814.0,,0.73,0.467,,-10.498,,0.0277,0.596,0.0,0.114,0.641,,,,Frejat,110.131,mpb,1.0,
,,,,Não Existe Amor em SP,,347837.0,,0.468,0.246,,-11.12,,0.0361,0.941,2.98e-05,0.123,0.306,,,,Milton Nascimento;Criolo;Amaro Freitas,117.084,mpb,1.0,
,,,,Nós Dois,,176030.0,,0.698,0.78,,-5.696,,0.0262,0.0187,0.00109,0.255,0.794,,,,OUTROEU,132.021,mpb,1.0,
,,,,Palavras No Corpo,,239560.0,,0.564,0.416,,-6.813,,0.0423,0.554,0.00145,0.11,0.344,,,,Gal Costa,179.728,mpb,1.0,
,,,,O Amor Descansa Na Varanda,,204998.0,,0.636,0.594,,-9.029,,0.0321,0.364,4.24e-06,0.172,0.713,,,,Bryan Behr,88.007,mpb,1.0,
,,,,Dourado Dourado,,341154.0,,0.506,0.499,,-11.747,,0.0583,0.545,0.00478,0.0842,0.581,,,,Bala Desejo;Lucas Nunes;Zé Ibarra;Dora Morelenbaum;Julia Mestre,143.417,mpb,1.0,
,,,,Preciso Me Encontrar - Ao Vivo,,222466.0,,0.695,0.203,,-19.413,,0.044,0.481,1.53e-06,0.544,0.824,,,,Marisa Monte,114.801,mpb,1.0,
,,,,Fato Consumado (Ao Vivo),,219706.0,,0.693,0.602,,-8.814,,0.0634,0.917,0.000144,0.725,0.753,,,,Djavan,90.475,mpb,1.0,
,,,,Todas Elas Juntas Num Só Ser,,381160.0,,0.56,0.785,,-8.679,,0.11,0.566,0.0,0.985,0.75,,,,Lenine,103.493,mpb,1.0,
,,,,N - Ao Vivo,,319413.0,,0.489,0.31,,-12.169,,0.149,0.868,0.0,0.845,0.347,,,,Nando Reis,105.223,mpb,1.0,
,,,,A Melhor Hora da Praia,,199693.0,,0.552,0.649,,-8.352,,0.0339,0.226,1.7e-05,0.128,0.682,,,,Nação Zumbi;Marisa Monte,89.887,mpb,1.0,
,,,,Produtividade,,159000.0,,0.618,0.42,,-9.903,,0.106,0.294,0.0,0.117,0.922,,,,MAR ABERTO,151.387,mpb,1.0,
,,,,É O Que Me Interessa - Ao Vivo,,241241.0,,0.57,0.174,,-16.782,,0.0298,0.407,0.106,0.185,0.0961,,,,Lenine,96.11,mpb,1.0,
,,,,Somente Nela - Ao Vivo,,198306.0,,0.636,0.585,,-7.199,,0.0267,0.75,0.0,0.673,0.424,,,,Paulinho Moska,126.03,mpb,1.0,
,,,,Me Chama (Deluxe Version),,219788.0,,0.43,0.776,,-5.563,,0.0412,0.137,0.00046,0.804,0.491,,,,Lobão,105.076,mpb,1.0,
,,,,Sentimental,,191145.0,,0.63,0.118,,-16.485,,0.0308,0.576,0.0,0.108,0.134,,,,MAR ABERTO,129.956,mpb,1.0,
,,,,Relicário,,245960.0,,0.46,0.516,,-9.473,,0.0276,0.448,0.0,0.209,0.397,,,,Nando Reis,83.805,mpb,1.0,
,,,,Por Ella,,260973.0,,0.62,0.8,,-8.247,,0.127,0.147,0.0,0.137,0.681,,,,Roberto Carlos,169.855,mpb,1.0,
,,,,Mil Pedaços,,203253.0,,0.685,0.131,,-15.824,,0.0298,0.651,0.000536,0.141,0.183,,,,Legião Urbana,109.176,mpb,1.0,
,,,,Canção Pra Você Viver Mais,,324066.0,,0.631,0.647,,-6.433,,0.0418,0.0316,0.0079,0.0946,0.762,,,,Pato Fu,164.191,mpb,1.0,
