Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist,bpm,genre,is_hit,artist_name
,,,,Flores astrais,,233560.0,,0.422,0.715,,-8.974,,0.0317,0.322,0.0179,0.126,0.586,,,,Secos & Molhados,164.708,mpb,1.0,
,,,,Lá vou eu,,256680.0,,0.667,0.424,,-10.12,,0.0385,0.762,2.15e-05,0.11,0.183,,,,Zélia Duncan,129.615,mpb,0.0,
,,,,El Amor y La Moda (O Amor e a Moda),,228906.0,,0.529,0.524,,-6.522,,0.0334,0.814,0.0,0.312,0.74,,,,Roberto Carlos,132.339,mpb,1.0,
,,,,Eu quero ir pra rua,,230560.0,,0.536,0.552,,-9.553,,0.0266,0.478,0.102,0.139,0.398,,,,Paula Toller,171.887,mpb,0.0,
,,,,Charlie Brown,,286306.0,,0.458,0.754,,-11.326,,0.0906,0.368,2.44e-05,0.878,0.797,,,,Benito Di Paula,135.225,mpb,1.0,
,,,,Tropicana - Ao Vivo,,325213.0,,0.441,0.845,,-7.362,,0.0521,0.156,0.0,0.9,0.824,,,,Alceu Valença,152.233,mpb,1.0,
,,,,"O Exército De Um Homem Só, I",,291360.0,,0.512,0.562,,-9.623,,0.0332,0.0141,0.0152,0.283,0.523,,,,Engenheiros Do Hawaii,159.211,mpb,1.0,
,,,,Caravana - Ao Vivo,,265746.0,,0.531,0.561,,-7.455,,0.0383,0.676,0.0,0.489,0.52,,,,Alceu Valença;Elba Ramalho;Geraldo Azevedo,133.917,mpb,1.0,
,,,,Geni E O Zepelim,,319466.0,,0.379,0.452,,-11.672,,0.0583,0.545,0.0,0.602,0.439,,,,Chico Buarque,153.965,mpb,1.0,
,,,,De Passagem,,196425.0,,0.325,0.512,,-13.143,,0.035,0.557,0.000851,0.129,0.157,,,,Cícero,109.968,mpb,1.0,
,,,,Canto De Rainha - Ao Vivo,,192253.0,,0.47,0.642,,-7.295,,0.0756,0.671,0.0,0.925,0.715,,,,Beth Carvalho;Arlindo Cruz;Sombrinha,165.889,mpb,1.0,
,,,,Namora Comigo - Ao Vivo,,216146.0,,0.622,0.371,,-11.701,,0.0386,0.82,7.51e-05,0.664,0.344,,,,Paulinho Moska,79.976,mpb,0.0,
,,,,Olha Só,,166000.0,,0.42,0.567,,-7.933,,0.0351,0.11,0.0,0.123,0.156,,,,Terno Rei,112.37,mpb,1.0,
,,,,carta pra ninguém,,218181.0,,0.725,0.246,,-11.749,,0.0362,0.819,0.0,0.0832,0.686,,,,João Klein,110.113,mpb,0.0,
,,,,Luzes de Natal,,164000.0,,0.444,0.552,,-8.01,,0.0278,0.259,0.000177,0.207,0.307,,,,Terno Rei,84.684,mpb,1.0,
,,,,Serrado (Ao Vivo),,298066.0,,0.568,0.735,,-8.352,,0.0522,0.762,0.000682,0.718,0.539,,,,Djavan,98.63,mpb,1.0,
,,,,Devagarin,,154331.0,,0.621,0.442,,-6.49,,0.41,0.513,9.96e-06,0.169,0.748,,,,ALMAR,158.798,mpb,1.0,
,,,,Frisson,,245499.0,,0.586,0.56,,-9.962,,0.028,0.575,0.000209,0.082,0.426,,,,Tunai,128.224,mpb,0.0,
,,,,Partido Alto,,211573.0,,0.635,0.736,,-13.119,,0.103,0.392,0.0,0.0433,0.964,,,,MPB4,168.133,mpb,1.0,
,,,,Uns Dias - Ao Vivo,,242706.0,,0.484,0.837,,-5.96,,0.0324,0.241,3.4e-05,0.712,0.651,,,,Os Paralamas Do Sucesso,135.63,mpb,1.0,
,,,,Casinha branca,,231813.0,,0.578,0.757,,-6.481,,0.0344,0.575,0.0,0.154,0.652,,,,Fábio Jr.,123.944,mpb,1.0,
,,,,Como uma Onda - Ao Vivo,,204213.0,,0.64,0.676,,-14.619,,0.0465,0.333,0.0093,0.707,0.468,,,,Lulu Santos,110.997,mpb,1.0,
,,,,O TEMPO É SUA MORADA :: celebrar,,229933.0,,0.562,0.309,,-7.816,,0.0252,0.569,2.71e-05,0.101,0.458,,,,"Francisco, el Hombre",102.031,mpb,1.0,
,,,,Doce amizade,,213426.0,,0.663,0.621,,-10.973,,0.0347,0.786,0.0516,0.214,0.973,,,,Jorge Aragão,162.034,mpb,0.0,
,,,,Rosa Flor - Acústica,,199134.0,,0.421,0.287,,-12.727,,0.034,0.831,0.0,0.112,0.523,,,,Big Up;Maneva,109.098,mpb,0.0,
,,,,O Amor Já Se Mudou Pra Cá,,172226.0,,0.548,0.603,,-6.986,,0.215,0.142,0.0,0.0658,0.746,,,,MAR ABERTO;Vitor Kley,179.722,mpb,1.0,
,,,,"Maria, Maria",,128600.0,,0.585,0.745,,-6.243,,0.114,0.384,0.0,0.0661,0.349,,,,Ellen Oléria,135.415,mpb,1.0,
,,,,Oito anos,,228133.0,,0.826,0.421,,-9.921,,0.0574,0.0373,0.157,0.0936,0.601,,,,Paula Toller,119.982,mpb,0.0,
,,,,Ela Disse Adeus,,224760.0,,0.81,0.6,,-10.664,,0.0399,0.171,1.23e-05,0.255,0.951,,,,Os Paralamas Do Sucesso,124.133,mpb,1.0,
,,,,Paula e Bebeto,,191418.0,,0.706,0.563,,-9.806,,0.0382,0.0117,0.000115,0.126,0.806,,,,Gal Costa;Criolo,140.015,mpb,0.0,
,,,,Sentimental - Ao Vivo,,327822.0,,0.305,0.419,,-12.467,,0.0337,0.503,0.265,0.843,0.148,,,,Los Hermanos,124.484,mpb,0.0,
,,,,Carta de Amor (Ao Vivo),,338906.0,,0.616,0.621,,-6.17,,0.347,0.562,0.0,0.509,0.466,,,,Maria Bethânia,100.848,mpb,0.0,
,,,,Gostava Tanto De Você - Ao Vivo Em São Paulo / 2010,,248080.0,,0.601,0.44,,-9.736,,0.0293,0.42,0.0006,0.707,0.669,,,,Nando Reis,109.757,mpb,1.0,
,,,,Digitais - Ao Vivo,,261226.0,,0.335,0.559,,-8.707,,0.0563,0.569,0.0,0.873,0.297,,,,Isabella Taviani;Moska,89.274,mpb,0.0,
,,,,Encontro Das Águas - Ao Vivo No Rio De Janeiro / 2006,,212093.0,,0.368,0.317,,-12.188,,0.0306,0.73,3.91e-06,0.806,0.0955,,,,Jorge Vercillo,81.63,mpb,0.0,
,,,,Pretty Baby - Acústico,,255451.0,,0.61,0.687,,-9.138,,0.0353,0.439,1.46e-06,0.815,0.555,,,,Jota Quest,102.912,mpb,1.0,
,,,,Amor Sem Barreira,,161782.0,,0.722,0.694,,-7.904,,0.0622,0.638,0.773,0.133,0.778,,,,Rachel Reis,89.98,mpb,1.0,
,,,,Janeiro,,234305.0,,0.607,0.418,,-9.501,,0.0274,0.518,2.2e-05,0.126,0.405,,,,Georgia Castro,136.019,mpb,1.0,
,,,,Comentário a respeito de John,,306021.0,,0.462,0.638,,-5.653,,0.0271,0.248,1.26e-06,0.0697,0.482,,,,Belchior,145.271,mpb,0.0,
,,,,Homem primata,,210306.0,,0.636,0.731,,-12.535,,0.0314,0.00946,6.34e-06,0.0226,0.933,,,,Titãs,81.421,mpb,1.0,
,,,,Enredo do meu samba,,248173.0,,0.548,0.634,,-11.195,,0.112,0.074,0.000241,0.353,0.736,,,,Sandra De Sá,151.377,mpb,1.0,
,,,,"Menina, Amanhã de Manhã",,329680.0,,0.378,0.24,,-17.685,,0.0652,0.876,6.34e-05,0.114,0.533,,,,Mônica Salmaso,101.408,mpb,0.0,
,,,,Toda Menina Baiana - Live,,202706.0,,0.701,0.888,,-4.798,,0.116,0.458,0.0,0.684,0.808,,,,Caetano Veloso;Gilberto Gil;Ivete Sangalo,120.048,mpb,1.0,
,,,,Sereníssima - Ao Vivo Em São Paulo / 1999,,297600.0,,0.462,0.55,,-8.477,,0.125,0.747,0.0,0.183,0.632,,,,Legião Urbana,80.663,mpb,1.0,
,,,,Muito Estranho: Turnê Voz e Violão (Ao Vivo no Rio de Janeiro),,326675.0,,0.521,0.278,,-8.787,,0.0403,0.808,4.36e-05,0.693,0.191,,,,Nando Reis,94.301,mpb,0.0,
,,,,Espelhos d'água - Ao vivo,,283000.0,,0.499,0.533,,-11.565,,0.0358,0.505,0.00781,0.956,0.591,,,,Jorge Aragão;Emílio Santiago,131.409,mpb,0.0,
,,,,Eu Quero Ser Feliz Agora,,227096.0,,0.62,0.325,,-10.04,,0.0349,0.598,9.01e-06,0.109,0.236,,,,Oswaldo Montenegro,140.055,mpb,0.0,
,,,,Flor Da Pele / Vapor Barato,,200906.0,,0.593,0.286,,-16.069,,0.0351,0.756,4.16e-05,0.113,0.303,,,,Zeca Baleiro,133.07,mpb,1.0,
,,,,Venha Me Ver,,272540.0,,0.511,0.465,,-8.736,,0.0242,0.795,2.06e-05,0.0963,0.243,,,,Almir Sater;Renato Teixeira,81.989,mpb,1.0,
,,,,Noturno (Coração Alado),,276480.0,,0.471,0.35,,-8.356,,0.0289,0.479,5.21e-05,0.688,0.251,,,,Fagner;JB FM,106.215,mpb,1.0,
,,,,O Meu Guri,,238373.0,,0.678,0.482,,-13.419,,0.0331,0.726,0.0125,0.218,0.862,,,,Chico Buarque,135.657,mpb,1.0,
,,,,O Trem das 7 (Ao Vivo),,190146.0,,0.393,0.451,,-9.946,,0.0322,0.736,0.0,0.884,0.411,,,,Zé Ramalho,124.004,mpb,0.0,
,,,,Oração de São Francisco de Assis,,184440.0,,0.613,0.387,,-11.39,,0.0255,0.587,0.0,0.252,0.424,,,,Fagner,98.051,mpb,0.0,
,,,,O Sopro do Fole,,169371.0,,0.524,0.0856,,-17.766,,0.0999,0.739,0.0,0.0919,0.316,,,,Maria Bethânia,93.672,mpb,0.0,
,,,,Romance no Deserto (Romance in Durango),,288386.0,,0.353,0.468,,-15.632,,0.0382,0.279,0.0,0.113,0.638,,,,Fagner,201.931,mpb,0.0,
,,,,Revelação,,257600.0,,0.33,0.663,,-6.083,,0.0314,0.585,2.45e-06,0.223,0.304,,,,Fagner,135.237,mpb,1.0,
,,,,Vesúvio,,218760.0,,0.759,0.53,,-11.286,,0.0708,0.546,9.44e-06,0.131,0.522,,,,Djavan,144.005,mpb,0.0,
,,,,Corpo Fechado,,184095.0,,0.714,0.775,,-4.674,,0.118,0.17,0.0,0.101,0.45,,,,Johnny Hooker;Gaby Amarantos,106.876,mpb,1.0,
,,,,Escassez,,190766.0,,0.7,0.357,,-14.866,,0.142,0.536,0.0,0.0699,0.129,,,,IVYSON,123.946,mpb,0.0,
,,,,Amar é Tudo (Ao Vivo),,212666.0,,0.336,0.269,,-11.663,,0.0518,0.866,0.0,0.967,0.232,,,,Djavan,181.119,mpb,0.0,
,,,,Água de chuva no mar - Ao vivo,,221053.0,,0.464,0.72,,-9.497,,0.0627,0.184,0.0,0.855,0.616,,,,Beth Carvalho;Hamilton De Holanda,120.912,mpb,1.0,
,,,,Goteira,,319506.0,,0.655,0.664,,-10.92,,0.0403,0.0506,0.435,0.104,0.739,,,,Luedji Luna,99.725,mpb,0.0,
,,,,93,,156000.0,,0.726,0.487,,-8.377,,0.0273,0.132,3.68e-05,0.114,0.626,,,,Terno Rei,126.005,mpb,1.0,
,,,,Desculpe O Auê,,175400.0,,0.665,0.436,,-14.54,,0.0301,0.174,0.000471,0.304,0.34,,,,Rita Lee;Roberto De Carvalho,115.058,mpb,1.0,
,,,,Prata Amor,,158569.0,,0.93,0.539,,-5.578,,0.119,0.435,0.0,0.197,0.717,,,,Luísa e os Alquimistas;Rafa Pinta;MangoLab,129.956,mpb,1.0,
,,,,Garotos II - O Outro Lado,,236786.0,,0.809,0.338,,-13.846,,0.0291,0.747,4.52e-05,0.11,0.77,,,,Leoni,107.99,mpb,0.0,
,,,,Não Temos Tempo,,264336.0,,0.691,0.862,,-3.757,,0.0402,0.439,0.0,0.437,0.355,,,,Nossa Toca;Giba Moojen;Fabinho K;Allan Furtado;Vitor Kley;Pedro Schin;Victor Pradella;Hana Pickler,114.958,mpb,0.0,
,,,,Sandra,,287546.0,,0.481,0.802,,-8.883,,0.0589,0.508,0.00831,0.0988,0.936,,,,Gilberto Gil,169.853,mpb,1.0,
,,,,Telefone,,249800.0,,0.495,0.439,,-11.327,,0.0283,0.201,0.0,0.0707,0.546,,,,Tim Maia,174.663,mpb,1.0,
,,,,Convite,,203200.0,,0.703,0.588,,-7.765,,0.126,0.199,0.0,0.13,0.768,,,,Tritom;Buddy,75.12,mpb,1.0,
,,,,Corre Corre - Ao Vivo,,196304.0,,0.533,0.788,,-9.431,,0.0366,0.0121,0.21,0.785,0.742,,,,Los Hermanos,131.947,mpb,0.0,
,,,,Garota Ligeira,,178304.0,,0.707,0.779,,-6.687,,0.0662,0.135,0.0038,0.0984,0.574,,,,Luísa e os Alquimistas;Luê,177.971,mpb,1.0,
,,,,Ave Maria - Ao vivo,,398093.0,,0.543,0.839,,-9.509,,0.0504,0.0436,0.942,0.978,0.517,,,,Jorge Aragão,105.904,mpb,0.0,
,,,,O Que É Que Há,,225713.0,,0.343,0.177,,-10.235,,0.0342,0.943,0.0,0.0887,0.251,,,,Gal Costa,84.318,mpb,1.0,
,,,,Fera Ferida - Versão Remasterizada,,305600.0,,0.733,0.286,,-16.967,,0.0283,0.344,0.00077,0.106,0.589,,,,Roberto Carlos,102.985,mpb,0.0,
,,,,A festa,,269066.0,,0.673,0.606,,-9.571,,0.0403,0.224,1.77e-05,0.0648,0.653,,,,Maria Rita,136.093,mpb,0.0,
,,,,Condicional,,208186.0,,0.579,0.883,,-5.919,,0.0567,0.00598,0.0318,0.163,0.822,,,,Los Hermanos,129.045,mpb,0.0,
,,,,Adivinha o quê,,300933.0,,0.84,0.442,,-13.497,,0.0638,0.403,5.28e-05,0.057,0.968,,,,Lulu Santos,118.839,mpb,0.0,
,,,,Uma Canção é Pra Isso,,233506.0,,0.606,0.706,,-5.601,,0.0288,0.00323,2.18e-05,0.0739,0.687,,,,Skank,129.964,mpb,1.0,
,,,,À noite sonhei contigo,,232080.0,,0.452,0.541,,-10.029,,0.0341,0.585,0.000742,0.422,0.748,,,,Paula Toller,92.11,mpb,0.0,
,,,,O Descobridor dos Sete Mares,,296866.0,,0.537,0.91,,-4.783,,0.176,0.0321,0.000478,0.951,0.774,,,,Tim Maia,137.261,mpb,1.0,
,,,,Se A Fila Andar - Ao Vivo,,231026.0,,0.626,0.746,,-7.475,,0.0402,0.698,0.0,0.687,0.759,,,,Diogo Nogueira,104.079,mpb,0.0,
,,,,Não Venha Pela Metade,,172031.0,,0.741,0.77,,-5.6,,0.0519,0.731,0.528,0.246,0.944,,,,Rachel Reis,90.037,mpb,1.0,
,,,,Numa Sala de Reboco - Ao Vivo,,83764.0,,0.563,0.84,,-6.968,,0.103,0.362,0.0,0.213,0.956,,,,Dominguinhos,178.227,mpb,1.0,
,,,,Bota Pagodão Ponto Net,,201600.0,,0.765,0.724,,-7.143,,0.0368,0.0805,0.323,0.0819,0.783,,,,Rachel Reis,125.032,mpb,1.0,
,,,,Te Amo Pra Sempre - Ao Vivo,,468560.0,,0.444,7.06e-05,,-7.41,,0.383,0.288,0.000131,0.376,0.288,,,,Kid Abelha,138.113,mpb,1.0,
,,,,Eu Não Sei Na Verdade Quem Eu Sou (Ao Vivo),,371626.0,,0.438,0.446,,-10.694,,0.0337,0.606,0.0142,0.909,0.121,,,,O Teatro Mágico,124.953,mpb,0.0,
,,,,eu contra a noite - Ao Vivo,,207400.0,,0.56,0.744,,-6.315,,0.0263,0.411,8.3e-05,0.74,0.606,,,,Kid Abelha,141.016,mpb,1.0,
,,,,"Seu Jeito, Meu Jeito",,192995.0,,0.653,0.642,,-8.479,,0.0291,0.374,2.26e-06,0.0951,0.624,,,,Roupa Nova;Daniel,119.939,mpb,0.0,
,,,,Forever Young,,175333.0,,0.664,0.444,,-8.741,,0.0362,0.81,0.0,0.155,0.619,,,,Emmerson Nogueira,155.796,mpb,0.0,
,,,,A Menina Dança - Ao Vivo,,129333.0,,0.594,0.941,,-6.932,,0.0597,0.451,1.34e-05,0.958,0.301,,,,Marisa Monte,104.78,mpb,0.0,
,,,,Dentro de um Abraço - Acústico,,322422.0,,0.689,0.618,,-10.241,,0.036,0.594,1.46e-05,0.699,0.491,,,,Jota Quest,95.999,mpb,1.0,
,,,,Pelas Ruas Que Andei - Ao Vivo,,240360.0,,0.418,0.555,,-8.932,,0.0541,0.792,1.01e-05,0.992,0.471,,,,Alceu Valença,114.699,mpb,0.0,
,,,,Quase sem querer,,257720.0,,0.541,0.197,,-11.554,,0.0366,0.633,1.95e-05,0.174,0.668,,,,Zélia Duncan,107.925,mpb,0.0,
,,,,Paratodos,,172333.0,,0.523,0.395,,-12.76,,0.0378,0.608,0.0,0.0612,0.393,,,,Chico Buarque,90.624,mpb,0.0,
,,,,Ritmo da Chuva (Rhythm Of The Rain) - Ao Vivo,,204000.0,,0.62,0.656,,-10.184,,0.0379,0.305,0.0,0.494,0.855,,,,Fernanda Takai,109.378,mpb,0.0,
,,,,As Sete Vampiras - Remasterizado 2013,,234360.0,,0.483,0.902,,-5.027,,0.0719,0.207,0.0,0.765,0.711,,,,Leo Jaime,184.072,mpb,0.0,
,,,,Mama África / Brilho de Beleza / Pra Não Dizer Que Não Falei das Flores - Ao Vivo | Bônus Track,,570563.0,,0.515,0.729,,-10.917,,0.1,0.0639,2.5e-06,0.956,0.742,,,,Chico César;Lazzo Matumbi;Seu Pereira;Luizinho Calixto;Escurinho;Michi Ruzitschika,82.394,mpb,1.0,
,,,,Oração Ao Tempo - Ao Vivo,,186083.0,,0.374,0.334,,-10.399,,0.105,0.78,0.0,0.675,0.333,,,,Maria Bethânia,75.696,mpb,0.0,
,,,,Admirável Gado Novo (Ao Vivo),,356213.0,,0.459,0.84,,-7.695,,0.0402,0.0536,1.72e-05,0.863,0.536,,,,Zé Ramalho,87.281,mpb,0.0,
,,,,Mosca Na Sopa,,239186.0,,0.598,0.759,,-10.237,,0.0843,0.328,3.43e-05,0.179,0.891,,,,Raul Seixas,90.314,mpb,1.0,
,,,,Herdeiro Da Pampa Pobre,,243226.0,,0.455,0.788,,-6.855,,0.0832,0.0641,0.0,0.0499,0.71,,,,Engenheiros Do Hawaii,127.165,mpb,1.0,
,,,,Eu Também Vou Reclamar,,201226.0,,0.616,0.854,,-9.823,,0.169,0.456,0.0,0.384,0.827,,,,Raul Seixas,90.039,mpb,1.0,
,,,,Bicho de Sete Cabeças - Ao Vivo,,201413.0,,0.482,0.354,,-10.005,,0.0345,0.739,0.0,0.913,0.379,,,,Geraldo Azevedo;Elba Ramalho,104.297,mpb,0.0,
,,,,FESTA DE ADEUS,,169108.0,,0.652,0.382,,-8.601,,0.0572,0.758,0.002,0.117,0.507,,,,Julio Secchin,139.969,mpb,0.0,
,,,,Carolina (Ao Vivo),,358733.0,,0.641,0.88,,-6.401,,0.0604,0.151,0.000761,0.611,0.423,,,,Seu Jorge,93.0,mpb,0.0,
,,,,Deixa,,212318.0,,0.652,0.595,,-8.395,,0.0451,0.52,2.22e-06,0.378,0.504,,,,Lagum,175.954,mpb,0.0,
,,,,Meu Bem Querer,,204440.0,,0.234,0.264,,-13.495,,0.0292,0.932,1.36e-05,0.205,0.117,,,,Djavan,76.563,mpb,0.0,
,,,,Crua,,210706.0,,0.602,0.536,,-7.491,,0.0293,0.0266,0.0,0.366,0.463,,,,Otto,130.085,mpb,0.0,
,,,,Atrás da Cortina,,196594.0,,0.544,0.61,,-9.201,,0.0372,0.177,0.0038,0.247,0.817,,,,Gabriel Gonti,182.103,mpb,0.0,
,,,,"Ou Você Me Come, ou Você Cai Fora",,162879.0,,0.817,0.646,,-4.886,,0.129,0.159,0.0,0.0866,0.577,,,,Julio Secchin;Rebeca,132.935,mpb,0.0,
,,,,Convite,,213384.0,,0.47,0.621,,-7.369,,0.062,0.59,0.0,0.127,0.618,,,,Lamparina,117.952,mpb,0.0,
,,,,Certas coisas,,252733.0,,0.454,0.374,,-14.343,,0.0275,0.406,0.0133,0.332,0.254,,,,Lulu Santos,180.445,mpb,0.0,
,,,,Canções De Rei,,313000.0,,0.572,0.223,,-11.88,,0.0277,0.916,2.85e-05,0.103,0.377,,,,Max Viana,105.944,mpb,0.0,
,,,,Congênito,,212600.0,,0.683,0.531,,-11.606,,0.116,0.592,6.15e-06,0.0589,0.805,,,,Luiz Melodia,82.392,mpb,1.0,
,,,,Interestelar,,281473.0,,0.487,0.224,,-12.393,,0.0524,0.428,0.0,0.559,0.39,,,,MULAMBA,127.573,mpb,0.0,
,,,,vem pra perto,,169226.0,,0.783,0.487,,-6.751,,0.132,0.348,0.0,0.168,0.453,,,,Luana Berti,137.977,mpb,0.0,
,,,,Casa de Bamba,,145173.0,,0.746,0.711,,-8.219,,0.184,0.228,0.0,0.133,0.975,,,,Martinho Da Vila,90.035,mpb,1.0,
,,,,Barato Total,,244235.0,,0.557,0.387,,-11.601,,0.0448,0.632,0.0389,0.104,0.867,,,,Liniker,84.397,mpb,0.0,
,,,,Deixa Eu Te Amar,,172235.0,,0.725,0.65,,-7.937,,0.0912,0.0719,2.15e-06,0.0783,0.714,,,,DUDA BEAT,169.614,mpb,0.0,
,,,,O Mundo É Um Moinho,,235160.0,,0.573,0.169,,-17.362,,0.082,0.978,0.00064,0.969,0.346,,,,Teresa Cristina,82.016,mpb,0.0,
,,,,Embriagado de Saudade,,155250.0,,0.583,0.527,,-7.671,,0.0337,0.254,0.0,0.107,0.509,,,,Gabriel Gonti,133.725,mpb,0.0,
,,,,A novidade - Ao vivo,,315520.0,,0.655,0.585,,-10.648,,0.0428,0.166,1.28e-05,0.623,0.695,,,,Gilberto Gil,126.702,mpb,1.0,
,,,,Por Isso Corro Demais,,179466.0,,0.448,0.247,,-11.216,,0.0335,0.786,7.46e-05,0.0677,0.545,,,,Adriana Calcanhotto,166.055,mpb,0.0,
,,,,Passeio do Bebê,,141921.0,,0.725,0.414,,-9.249,,0.067,0.583,0.000253,0.0908,0.917,,,,Palavra Cantada,59.951,mpb,0.0,
,,,,Adeus Você,,178893.0,,0.77,0.324,,-10.911,,0.0371,0.549,4.17e-05,0.104,0.508,,,,Los Hermanos,104.523,mpb,0.0,
,,,,Sereia,,275840.0,,0.716,0.434,,-13.727,,0.038,0.0246,0.000158,0.342,0.584,,,,Lulu Santos,110.11,mpb,0.0,
,,,,Faroeste Caboclo - Ao Vivo Em São Paulo / 1999,,593600.0,,0.521,0.731,,-6.115,,0.36,0.464,0.0,0.758,0.728,,,,Legião Urbana,83.667,mpb,1.0,
,,,,Abuso de poder,,228240.0,,0.72,0.725,,-8.946,,0.0371,0.808,0.0264,0.128,0.973,,,,Jorge Aragão,158.015,mpb,0.0,
,,,,Peixe Frito,,189146.0,,0.8,0.291,,-10.564,,0.0341,0.837,0.0,0.0839,0.78,,,,Almir Sater;Renato Teixeira,104.951,mpb,0.0,
,,,,Bem Simples - Ao Vivo,,226773.0,,0.488,0.613,,-9.015,,0.039,0.255,0.0,0.973,0.392,,,,Roupa Nova;Ed Motta,110.059,mpb,0.0,
,,,,Casa Pré-Fabricada,,175440.0,,0.273,0.466,,-7.513,,0.0397,0.00419,0.000315,0.118,0.493,,,,Los Hermanos,51.037,mpb,0.0,
,,,,Os Alquimistas Estão Chegando Os Alquimistas - Ao Vivo,,201666.0,,0.613,0.646,,-8.801,,0.0712,0.562,0.000112,0.74,0.509,,,,Jorge Ben Jor,95.676,mpb,0.0,
,,,,Medo de avião,,147480.0,,0.463,0.644,,-7.75,,0.0289,0.241,0.0,0.481,0.547,,,,Belchior,86.219,mpb,0.0,
,,,,Bem Leve,,153333.0,,0.795,0.282,,-13.747,,0.0478,0.731,5.57e-06,0.113,0.61,,,,Marisa Monte,117.982,mpb,0.0,
,,,,Deixa o Amor,,212358.0,,0.702,0.625,,-6.842,,0.0456,0.0375,0.0,0.035,0.808,,,,Big Up,152.969,mpb,0.0,
,,,,Realejo,,323826.0,,0.741,0.232,,-13.547,,0.033,0.853,0.000633,0.12,0.302,,,,O Teatro Mágico,114.98,mpb,0.0,
,,,,A Vida e Outras Histórias - Acústico,,218473.0,,0.639,0.755,,-9.098,,0.0337,0.482,0.0,0.634,0.712,,,,Jota Quest,130.054,mpb,1.0,
,,,,Palavras De Um Futuro Bom,,291306.0,,0.44,0.833,,-4.79,,0.0325,0.0308,0.0,0.094,0.335,,,,Jota Quest,94.995,mpb,1.0,
,,,,As Dores do Mundo - Acústico,,305701.0,,0.609,0.73,,-9.474,,0.0581,0.384,0.000489,0.694,0.509,,,,Jota Quest,105.163,mpb,1.0,
,,,,Majestade O Sabiá,,245760.0,,0.643,0.441,,-9.687,,0.0307,0.682,1.76e-06,0.596,0.698,,,,Jair Rodrigues;Chitãozinho & Xororó,107.981,mpb,1.0,
,,,,Fanatismo,,223066.0,,0.621,0.509,,-8.409,,0.0339,0.618,9.88e-06,0.45,0.503,,,,Fagner,113.703,mpb,0.0,
,,,,Um Par,,177813.0,,0.647,0.691,,-5.49,,0.0288,0.307,0.000122,0.118,0.921,,,,Los Hermanos,143.056,mpb,0.0,
,,,,Meu jardim,,275680.0,,0.522,0.339,,-14.415,,0.0285,0.792,0.183,0.0855,0.352,,,,Vander Lee,131.502,mpb,0.0,
,,,,A Luz De Tieta - Live In Brazil / 1998,,251666.0,,0.747,0.95,,-7.092,,0.175,0.504,3.92e-06,0.957,0.656,,,,Caetano Veloso,105.055,mpb,1.0,
,,,,Terral,,264533.0,,0.799,0.502,,-8.051,,0.0308,0.672,0.0,0.0929,0.502,,,,Ednardo;Amelinha;Belchior,122.051,mpb,0.0,
,,,,Roupa Nova - Ao Vivo,,184186.0,,0.562,0.751,,-8.879,,0.0444,0.383,6.26e-06,0.969,0.74,,,,Roupa Nova,154.857,mpb,0.0,
,,,,Meu Universo e Você,,260266.0,,0.502,0.637,,-7.789,,0.0308,0.608,0.0,0.166,0.854,,,,Roupa Nova,140.367,mpb,0.0,
,,,,Bar da Noite,,126557.0,,0.489,0.0263,,-19.273,,0.05,0.872,0.0,0.128,0.174,,,,Maria Bethânia,87.962,mpb,0.0,
,,,,Razão de Viver - Ao Vivo,,290040.0,,0.354,0.529,,-10.527,,0.0357,0.29,0.0,0.992,0.352,,,,Roupa Nova,183.5,mpb,0.0,
,,,,Canteiros - Ao Vivo,,335706.0,,0.415,0.529,,-9.646,,0.0338,0.0295,0.0,0.882,0.172,,,,Fagner,125.849,mpb,0.0,
,,,,Muros E Grades,,219666.0,,0.54,0.889,,-5.472,,0.0382,0.0486,0.0,0.0802,0.82,,,,Engenheiros Do Hawaii,147.518,mpb,1.0,
,,,,Azul,,211800.0,,0.649,0.523,,-7.413,,0.0267,0.157,0.135,0.302,0.697,,,,Zimbra,100.038,mpb,0.0,
,,,,Velha Infância - Ao Vivo,,263909.0,,0.264,0.642,,-8.987,,0.0412,0.521,0.000215,0.96,0.284,,,,Tribalistas,112.734,mpb,0.0,
,,,,Pede A Ela,,292600.0,,0.673,0.441,,-10.728,,0.0281,0.0793,1.64e-06,0.309,0.369,,,,Tim Maia,128.496,mpb,0.0,
,,,,Hiroshima,,216033.0,,0.698,0.358,,-9.843,,0.151,0.396,0.0,0.356,0.3,,,,Agnes Nunes;Neo Beats,107.052,mpb,0.0,
,,,,Índia,,222800.0,,0.443,0.396,,-9.775,,0.0299,0.674,0.00325,0.122,0.365,,,,Roberto Carlos,178.071,mpb,0.0,
,,,,Dói Sem Tanto,,231080.0,,0.426,0.374,,-11.909,,0.0326,0.636,0.00286,0.125,0.268,,,,Elenco Original Do Filme Ana e Vitória,147.972,mpb,0.0,
,,,,Onda Forte,,104237.0,,0.703,0.729,,-6.858,,0.168,0.132,0.0113,0.218,0.644,,,,João Mar,118.039,mpb,0.0,
