"id","genres"
"1Wc8D2AENsik0LzTt637xc",
"0o8C0JTcwCUwBqhZIWKZWJ",
"5n2IZsKmqGVSgMkM5sfURJ",
"3TjDKq8HEiL9RlLfeZYtOh",
"34IKMjXZ3Qy0vjG82n97r6",
"6Kk3DH8cxWFrTq9ajqck22",
"16hlg6k7mG0fnOOWxVBmuV",
"4FGcERJWMg8ENOLixwF71U",
"1NNT7LXreEsY7C0bHlCWDp",
"5mFMTcmSFaMIkmHvXZUrVZ",
"6WPObl7LHD8pWAPPi3yPoP",
"1hHF2FlDbfrkJVmPEJs8TY",
"2QjuiqjrRDISMbPYSNKRna",
"18gW08xNNP8xJRJW0EsgEo",
"297NNYE3ZnNvyNxHYV1KmN",
"21WAvVROZ83oUvJwFTG2dH",
"5w1nAbyHRxNRxjrhh7Lp1o",
"6Xyb9CVZ7vLvkmULx9CUfB",
"7CxdMYhvlRpIec8zzsTP69",
"5fWvTvWy2NCaVy8pFmWIvk",sertanejo pop
"40t5KmKTi2ajyJmerMYY4C","sertanejo,sertanejo pop,sertanejo universitario"
"2K4WKKLOh0k8NwbzDRgIqi","sertanejo pop,sertanejo universitario"
"3ai5EunpfxIbitku9xWLrE",sertanejo pop
"0oSGxfWSnnOXhD2fKuz2Gy","art rock,classic rock,glam rock,permanent wave,rock"
"3KedxarmBCyFBevnqQHy3P","canadian contemporary r&b,canadian pop"
"1oOTUMbydEi6ogss5Klsom","sertanejo,sertanejo pop,sertanejo universitario"
"74VKtdiqmUGvy1MXU8cHBX","sertanejo pop,sertanejo universitario"
"5fSVkkuijRIpxuvSqysYiP","sad lo-fi,sad rap"
"3EWwR3BxuCaiYKniPGDjE7","nova mpb,pop lgbtq+ brasileira,transpop"
"4LTPxLxjiT5pzYd5WZAR3v",sertanejo pop
"7n1XMwvxPf10t4OX6h6Ufy","brazilian rock,mpb,pop rock brasileiro"
"4npEfmQ6YuiwW1GpUmaq3F",pop
"4rTv3Ejc7hKMtmoBOK1B4T",canadian hip hop
"1xxS2WrLlgl9QNGEUCsbPG",rap df
"1cFrkBniD1fh6m5UHmmOBC",funk consciente
"329e4yvIujISKGKz1BZZbO","reggaeton,trap latino,urbano latino"
"6gEzJZrbm0F4ihvE9iXR9z","pagode,pagode novo"
"7m4l75rnuQbI88PGYVYLkm","batidao romantico,sertanejo pop,sertanejo universitario"
"7u9RPOpEILUin8BbIUJbsj","batidao romantico,funk carioca"
"4f9iBmdUOhQWeP7dcAn1pf",neo soul
"5qvphJwi72TG198xn5VVYH",pop rap brasileiro
"0H39MdGGX6dbnnQPt6NQkZ","melodic rap,slap house"
"0QJIPDAEDILuo8AIq3pMuU","escape room,indietronica,new rave"
"2cFrymmkijnjDg9SS92EPM",pop
"5yy76ufVriyvidNSvXlRU1",alabama rap
"3wVXTWabe3viT0jF7DfjOL",pop r&b
"1QBWA6tuiZ0JuDluPqbe71",trap brasileiro
"4Y0VwRwAOyJutxoVpPX4td",detroit trap brasileiro
"3YZaqF0u6XGhg6MoZBWN58",trap brasileiro
"2RDrgRouTQ289ET075WYuC",trap pesado
"3GM0VyM1n1qvk0v2PfXX4n",brazilian hip hop
"7phpDFUX97M0DTGIcjXKRk","brazilian hip hop,pop rap brasileiro"
"337gunwEwXj6BjKbSo3Uo6",belo horizonte indie
"3OIgEjtDz65hK92WaMH2g4",funk bh
"2yeneyYRzEtwarcFfYdrEo","funk mandelao,funk mtg"
"5UOOgRWguRmVZo1voJuQpf",pop rap brasileiro
"5FEcNzwbLj2pvhgZFojYAp",brazilian hip hop
"4T47gOchMUCmHFoVBE28NH",trap funk
"0jhNzTzC1CZaf2FFgBVCMT",sertanejo pop
"7uaIm6Pw7xplS8Dy06V6pT",melodic rap
"6wPhSqRtPu1UhRCDX5yaDJ","dance pop,girl group,pop"
"1BRkfP0amngMbqJ4aV3KKp","brega funk,funk carioca"
"60rpJ9SgigSd16DOAG7GSa",country rock
"7hD5x2RknluqTntIyuxzSa",rave funk
"3bMxoALDz4DJM8pJG0bnvs",sertanejo pop
"6mKwmTMzDrye9elc8JWiw3","funk bh,funk mtg"
"0awYrHoDgY7bTDlAb3wGuF","deboxe,rave funk"
"0u6GtibW46tFX7koQ6uNJZ","german dance,pop dance,pop edm,uk dance"
"6uYrXgVHctAJtIdSODcyLJ","mpb,nova mpb,pop nacional"
"0ciLF0bOuu2BhqzCEZgHoB","funk carioca,pagode,pagode novo,sertanejo universitario"
"1yxSLGMDHlW21z4YXirZDS","dance pop,pop,pop rap"
"7EyzyrMNgqiK8bMrbkOT9l",rap mineiro
"6ac253D3NynjiNAjkkR2TJ",funk 150 bpm
"46MWeeHNVMYRIIofQBEX98","canadian hip hop,trap soul"
"1lmU3giNF3CSbkVSQmLpHQ",pop edm
"4ArPQ1Opcksbbf3CPwEjWE",social media pop
"181bsRPaVXVlUKXrxwZfHK","houston rap,pop,r&b,rap,trap queen"
"4ETSs924pXMzjIeD6E9b4u",bedroom soul
"6q7nMIVgGohQ14mSsq3F8t",nova mpb
"7Dz1HatpprkP9lmZIezKiE",agronejo
"3DIMAAaWSlVl1YQ9nsQmUN",funk mtg
"1rzgK16tw9LTPmu6eMFyMF",sertanejo
"0kjGPGtoyKwKVOZAKmv5K6",pop nacional
"4OKS4k4lBy2KOeftVHJDXu",funk mtg
"2o08sCWF5yyo2G4DCiT7T9",slap house
"3rbG069NuFKBCXYPoGjB9g",sertanejo pop
"6fWVd57NKTalqvmjRd2t8Z","cali rap,pop rap"
"6ASri4ePR7RlsvIQgWPJpS",melodic rap
"4o81gV1CcJK6gge4ZhWd9r",brega funk
"1WgXqy2Dd70QQOU7Ay074N","art pop,norwegian pop"
"5bSWLXu8tYxI5ISra9j6IF","deboxe,funk mandelao,funk mtg,funk viral"
"4OI9MSXu1JqXoKlS6P5H4F",funk mtg
"7fKfVo62Yx50GtTdIgeBqk","arrocha,forro"
"0cZ0hBu2JZFT99wDzEfS89",forro
"6HpIVA13SPof8sYuXRUfxj",alt z
"5g9XiEkkceEjmAGXfWHpt5",brega funk
"7Jb6GR4PIxHSkDJK8MWuVg","funk carioca,pop nacional"
"1kiq2kUV0cbLUhJsr7cpW0",norwegian pop
"03fAgNGmTOpMcJDAEGQGNS",funk mandelao
"736JbivCkAkdLP9xOA3jLs","arrochadeira,brega funk"
"2qYZSQSiIcYhpEN85hgWnp","funk mandelao,funk mtg"
"5icwIVKIEdJwzeHjQ6XYJG",remix brasileiro
"3klZnJvYGIbWritVwQD434",dutch pop
"1e5A3rWcqk9WfLjeg5T3dI","sertanejo,sertanejo tradicional,sertanejo universitario"
"2X0MrONadqUW9Iw3pW8S57",
"4PzPx1yc3kGVo4EgCiLqCQ","trap brasileiro,trap carioca"
"5ZTnWo7IY6rdIxm6aTSR84",
"4dyfZnveYGyJCPx8XZt0MM",
"6h1X8zUal8YFzOWko9d6vH",
"4WrL8YBVkibeodZIhBLjsn",
"6UZ0ba50XreR4TM8u322gs",k-pop
"49T8i1paijMAK9rYtjO4lu",
"06KW64mW1lFahvaJVV0TRe",
"6gGJH7joTDx9M3xREiAq9U",
"0xTWPVQfXgaj6Je1inSRKw",
"53Igo3wsijmDpvwrbaRBI4",
"38EmEgXkgK51MT2tPY0EoC",
"1GvQoYC3sOGlImdFgiypea",
"4wVcCedmr7FHtUlFnIeJIG",
"7s8i1tsCjtErKt7d1jn0js",
"2SDKb8y7KxJ6aMLQ2thraY",
"1DvMyNx25NgalSWBp0kZWF",
"66y9wEcA9aucJ69FTYYbGb",
"71VXdKWeovwJtO5nzDQ7mt",
"7Kqcr4CkcQHjHiw3aPfFkC",
"1aZEF5IIFQAA2Z4bGFGihH",
"40ksVxRxRIP4ayr9kGB813",
"5lomh7H0yuxEtZnvtSCHI1",
"4N2lyAuQF0kXt3UnsN7XZx",
"6ckKeUM4OxpRhdXzWamJAN",
"2CxOaVqRvTLZAZ7nFnJhsU",
"4wKMCoPdqFIdM8I1jDERYX",
"2kz0IOC0n4w9Zg7X7HigTB",
"4E4TZnDHlrhclSJgeund1d",
"3gNtJCqmFD4p27qCQiQWvW",
"4o2hAURyVlQ8suw1KDz6gi",
"59NRr3XbowClIMNw0w90pC",
"0MkyYYm0OKY2rZohgy750o",
"7iTLGcddv1bOPirdYJjKVy",
"5fUXK5m3BNwoRgTyKq8tnz",
"2VykmpwjNmZuVWKiKnqonz",
"3P1msOpSX2q616eW8UewYU",
"3InqACcEpcWEHMTiQcwB4Y",
"4XZR4NawJ2XBNzaINpqrI5",
"2kge0I5DHgUgkmFXRey3iw",
"1ki7YZPuQY8PYZ8cugIzBc",
"1TYJOhNSxMOODWiDVhuyZb","brazilian hip hop,trap brasileiro"
"0xj9MJx9r0wO2o4aqdergP","deboxe,funk mtg,rave funk"
"0Vxqvpm9tpZcz6d4egDtjX","brega funk,funk mtg,funk viral"
"1FtBEIWAwvw5ymBen5GICR",contemporary r&b
"3fll16LLw6kdDxWzSpJPEQ",arrocha
"0zp4Tuw2qRqrPTZyBkk8pS",arrocha
"6zVHIzLwyLIENAUBY6mRQJ",arrocha
"6yEKZXXjkBPBcAQAFdvSlz","forro,piseiro"
"07YUOmWljBTXwIseAUd9TW","colombian pop,latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino"
"6n28c9qs9hNGriNa72b26u","alternative dance,aussietronica,australian dance,australian electropop"
"7579yDSrhA6ZAArOo7m6UT",funk ostentacao
"6R7sYePCn27YnyKI61lBPz",funk pop
"72aE07MxpePfCELo4vGZcK",brazilian hip hop
"7M83IzPXGA4ClZJ5reW2Ro","arrocha,sertanejo pop"
"7iK8PXO48WeuP03g8YR51W","reggaeton,trap latino,urbano latino"
"0vsOB7tW4ItHtdZBzKQZxp",pop nacional
"6DgP9otnZw5z6daOntINxp","dance pop,pop dance,uk dance"
"5vV3bFXnN6D6N3Nj4xRvaV",k-pop
"6xF3XdxG7VHRmQmTJxRqX8","pop lgbtq+ brasileira,pop nacional"
"4v1mao101nIWvxzotCSKyz","mpb,nova mpb"
"4BbsSamQy6XSByO4O4Nymt","funk mtg,funk viral"
"64ZV1p2uqJZi2StfpemVFD",funk mtg
"6tQDQivRhULyEMBCneS7f9","deboxe,funk mtg,rave funk"
"687cZJR45JO7jhk1LHIbgq","afro r&b,alte,nigerian pop"
"46xBNx0j6cwY6sD9LgMTm1",alt z
"2KEqzdPS7M5YwGmiuPTdr5","art pop,electropop,escape room,indie pop"
"6PCKJU7fu36U4fRl7354wU",trap brasileiro
"3rsAVfmh0I2umrMmMgP4Yt",funk rj
"6olE6TJLqED3rqDCT0FyPh","grunge,permanent wave,rock"
"5L1lO4eRHmJ7a0Q6csE5cT",k-pop
"147EV9TBf4KgDU75GHwZgJ",funk rj
"2emd6h8cx0U8QUAxDddXPF",viral pop brasileiro
"4xnFkvb5Pk259qAXQ6yrYU","funk carioca,funk das antigas,funk melody"
"4t1dyWrRQBmxAzhO6HGmsl",arrocha
"5AkhuEE9FYontxsHqqmtNQ",funk bh
"6yZKPB8eRoJesHjtxPxSLs","trap brasileiro,trap carioca,trap pesado"
"2lJQn1DHF1ipwxytJBMljq",rave funk
"5OjUzfzhGFTQDWfKiPcxAE",funk mtg
"1pQWsZQehhS4wavwh7Fnxd","reggaeton,trap argentino,trap latino,urbano latino"
"5RHWqLCNmcKFDME3G7sxiJ",trap brasileiro
"0zuan1WYTIhlisigYXsqY9",trap brasileiro
"4zP89WNloauEX8v8JdZbxP",trap brasileiro
"6JL8zeS1NmiOftqZTRgdTz","hip pop,pop"
"3IpEaHgeWoUW5D2Wtfz1k9","forro,piseiro"
"6TLwD7HPWuiOzvXEa3oCNe",alternative hip hop
"70x9rYb58QCNNeNxuO3StS","agronejo,sertanejo,sertanejo pop,sertanejo universitario"
"0s5MMDYKWYf4XksClf5Oiq",trap brasileiro
"1ew4rMO5r0Oon1R9xZxo8Q",trap brasileiro
"7CK5FIA9viaFGVnDnfbuw8",remix brasileiro
"2wRZGo2e20INyHf8wtVPVn",trap brasileiro
"5oqu436HPM9PGpNSlPBpAT",arrochadeira
"7t0BSQtRRdLyO3VseiGBBy",funk rj
"6QiUH0jJVJUdnte0jX1Wzj","funk capixaba,funk carioca"
"46KQM3HJyONaKRTbcfNPlU",korean underground rap
"4xHlg3Tcv7TZZzFq0aW2hQ",korean drill
"1pmixngtBJleMrGUG5o8DE","azonto,dancehall,reggae fusion,soca"
"6rygauyIMQJrXRC4e5rQJP","agronejo,funk bh,funk consciente,funk mtg"
"1L5QOwu01wcDbozwIL1XXd",funk mandelao
"5VYxsvivVgcLrPjgLUFRG1","brega funk,funk rj"
"5O30nI9WzhHuxqFZqReBQu",funk rj
"2XGuDrQEuJXo3FfBQMeUn4",speed up brasileiro
"3LqcLDGw41dRZKsM51H9GI","deboxe,funk mtg"
"7bDY7ck0pXuKESZtEt1X5d","forro,lambadao,piseiro"
"1j7PjmYNRQUYk1xNfPDox7",funk rj
"36CiwS6BaZffBHzjJL8y6N",arrocha
"67MNhiAICFY6Pwc2YxCO0K",alt z
"048LktY5zMnakWq7PTtFrz","afro r&b,afrobeats"
"4W4NkfM4A1sX2S2bfYlV07","r&b brasileiro,speed up brasileiro"
"5UkeFCuymumzsQizZ1xzsW",speed up brasileiro
"5RzT7CM6Ot0sh0EHefMicV",dominican pop
"4AvoASFHoFCDxWR2yWV3Cn",reggae do maranhao
"3PVg0vaMUNTOu7C2GmYfSg","arrocha,forro"
"2ZtIsSrdk08ODFYVLeYZKq",
"5bZh8YQDUYXGHrkWwjakNF",
"5Jv8vC2RoInNR3CsxANXhS",
"2p95ymqzTS36FNCRY9uM3r",
"3G7pRLSS9s5h09hdaluISz",
"28nq89OjJTepzEqPnziinT",
"1OCu3xpRtpqgbk6aoxoxJp",
"6iApZhWkdXv40VOWDFAGFe",
"1jt8MU2um5rIprsn87sDtR",
"1gveCzOmKMjqEMwuB5kKNH",
"0JrZ7I50iqRoiPc60m8ony",
"4yFJeWVY6IZLc5KcYCvtBE",
"4v4g6B3AmczdtPlNE4t39X",
"7skt0YXuBGQZr4LGkyTShp",
"6Z9eUCDtjeQRAp4eZhTztf",
"6ysi6BecWzevAJ3HYaZNMS",
"5zKrn256dtGXDCpOVlr22G",
"01tECeLpHN4yRu1gBqZ6WZ",
"0jbo7KFNMiIkfBR6ih0yhm",
"2TjH3yhwPkVDvc6U5GWwQ8",
"1md31EhusZo6xEhEXVXbb3",
"3JsHnjpbhX4SnySpvpa9DK","j-division,korean ost"
"54x7oKoInjIgCDHUkgyPtu",
"55s1nOqpHGET1gHUReBJZh",
"3SozjO3Lat463tQICI9LcE",
"2IhVpxz1wJpQWdAq28nYQ1",
"0FYpZOHSyfPpCSsLwydVbL",
"7v3YsPZy6l4QPJQ8RqnfZ4",
"021AgNRiFV8NmuDqQceKvF",
"2z4LMq3xuAqNh0gNIicsVi",
"141A3MG7O4f3lkJTwhCiHc",funk rj
"6zFMFB1JvNHkHvCSudF4id",
"1bpnl8qbR9GxmiNlkEufW6",
"7ILjmCKDG0TQfb39Tgo5aC",
"25H4QTGqIQKQXi1xmA2kxm",funk 150 bpm
"4EMRE0wdcc2xjv1PCmTqUU","deboxe,funk mandelao,funk mtg"
"0F1EEVbFwozNDGU9DAdpq8",
"3eegqYNOBDWAuQME8S5W1q",
"1SMznDhRBFnnUWJvFWXJgQ",
"19aWf0vIIRxNrwYSu30Iqf",
"2Bv3elHepLCEiMceBTPqpe",
"5kfgervAs5bJUOC0vbYB12",
"7L1wqmAtk7pQwj2xtPWIbq",
"19yiaMgl4Z5TFhUNp7R1JJ",
"2J4i3afJjXrqDGWRYn6sBI",
"6ReTdS1woQ2Qx7h8VwXRgS",
"3bY8SmKlzUFImE0mt0zDjY","funk pop,pop lgbtq+ brasileira"
"1THj0JI7zld7YDsWERcSUz","adoracao,brazilian gospel"
"22NFWM3F5kyI8KsRZVCSRr","deboxe,mega funk"
"6QshhXyQBLzoTMIfN5UZLI",deboxe
"1pPmIToKXyGdsCF6LmqLmI","atl hip hop,melodic rap,plugg,rap,trap"
"3wGtjtHSh7D31VZV9wPupB",
"1DqzXlcCmklnLECrUuo1DC",funk mtg
"5v2bQ2dsdQmr2ARUYwnDHX",
"7HoPy2YmahCCaYaFSFq497",
"5Et1UarIEfiHvErAJSer9B",
"42xf1iqSOZluDWJ8RW2B9H",
"1HBCU4PyKgKz6nFTuFyMbA",
"4HJnsUVBubdKJ2aV0sr48u",
"4RrUEOjdBGivO4OHgTnyH8",
"5Ywgqsa6t5yNiD1wgQuw43",
"7vuLSxTFztprQ8dW0sX47p",
"5Mea9nekf726JwgbkKKq7c",
"1X842P1hBNRnwsuy0e3DLS","funk mandelao,funk mtg"
"0oCIFyJNwJen2o09bwpy8K",
"77BRZxLjoqGGTrra6Sx8uP",
"6qZiNueIsha6f6RlrLLC3H",
"1xUYzPQi0zdezdLkEjuqQH",
"4pby53BFNfng1G88nYhBaM",
"19kP8LcEBcxfaxKOW0URAK",
"78jcF59aMpz63E2TYmntws","funk carioca,pop lgbtq+ brasileira,rap feminino nacional"
"4qNZfaBcaNA2Q2a9danTGP",funk consciente
"4OgpoVCB5dqTzLGZ9e5VS4",no beat
"12GqGscKJx3aE4t07u7eVZ","corridos tumbados,sad sierreno"
"4iHNK0tOyZPYnBU7nGAgpQ","dance pop,pop,urban contemporary"
"250b0Wlc5Vk0CoUsaCY84M",k-pop
"1pBLC0qVRTB5zVMuteQ9jJ",pop
"699OTQXzgjhIYAHMy9RyPD","atl hip hop,plugg,pluggnb,rage rap,rap"
"12kiggyMtZvgZjQuhmp6Xy",sertanejo pop
"1vb3NH4REyIWVAKShUYQUh",funk mtg
"1CKLOLezvcRuPRzOiGvxS1","funk mandelao,funk mtg"
"5QQUuUIP9gjrkI8amLfIlb","brazilian gospel,sertanejo gospel"
"3JcD2LnyvfEki9d7705GaY",funk mtg
"4Uc8Dsxct0oMqx0P6i60ea","bedroom pop,pop,pov: indie"
"5C01hDqpEmrmDfUhX9YWsH",football
"7uMDnSZyUYNBPLhPMNuaM2",singer-songwriter pop
"6TtI28JVtV3RufOCwLvHod",funk mandelao
"45dkTj5sMRSjrmBSBeiHym","alt z,pop"
"7hiUUv81g2TwR7AyoRduYJ",sertanejo pop
"1pZ1kGj7yoPvG1sSN74imk",brazilian gospel
"5TNtQJ4H8JLAMAdvppHSq7",no beat
"29CQLw9uLWsl8Qkz9holfr","boom bap brasileiro,brazilian hip hop"
"6udveWUgX4vu75FF0DTrXV","k-pop,korean r&b"
"583d9476xT4d6A0pADiRJg",agronejo
"60Weneae5YHv3X6F3pyZkQ",pop nacional
"3nfVTPYDnppERKGCRS4vim",trap brasileiro
"3YVxmhkewoRHu8WFgWlCb7",trap brasileiro
"0CdnnCbbKD4oIzBmxi2o7r","arrocha,brega paraense"
"3vvHdmRO7G0C3sWP5mHxDE","arrocha,forro,forro de favela"
"4xJQUv60hFofQfApMsPtJu",no beat
"0pVJXCGsBydS7rq0R4w4hm","funk 150 bpm,funk mtg"
"3914e1ewXuF036M63rgK0d",trap brasileiro
"15elHVyIMS1aobjNNJXcvK",trap brasileiro
"3Hdc7swmjddSFP8ZQavm43","funk mtg,funk rj"
"5peXkFS2EUmRp7Llv7yDty",trap brasileiro
"03R5vvmqjPsxS7Y5be6IAY",funk viral
"3hXocXy7cs7SZ1JLZUgKBp",funk viral
"4N4HofKkmZkBZKITLfNsPW","funk mandelao,funk mtg"
"5NTYeBxuaFuZ6uU9bpdVmd","funk mandelao,funk mtg"
"0ixIqccVXNU45qPhq3kWex",brazilian hip hop
"5jysNZ8I6vAiNTsFbrIj1K",funk paulista
"1IVneWn4g15GupVFKwNdGJ",funk viral
"4tjtE10Cy3hoYiDdPhoVem","funk mtg,funk rj"
"7lc98VPDdogFv3eLfCX7sq",funk viral
"2h73KyGixa4A1xlhcxjpG1","agronejo,sertanejo pop,sertanejo universitario"
"5SulO4l40qDuV9zUGLZx7n","italian hip hop,italian pop,trap italiana"
"0JRPF8WIKUtSO2IUYfrcuh",sertanejo pop
"29fHZcTMW9pUzhTF4Deu0j",forro
"5BZtJagimq2zY5TNXoQSKr",forro
"048CqIDe4PysymPNk8SD4N",deboxe
"5ZCQ6Xubmkwd1s1uixTywm",sertanejo pop
"0MZjTmgoSErzmMapfREhGv",sertanejo pop
"13yQqjPy4Esq0Ru3R1fipU","chill baile,trap funk"
"6X2DiawXyujKvUv0jVtehL","axe,forro"
"4cMT9oSbMRlVPrkFyZAtzb",no beat
"7wQO16n82QaPAnxFkAGIFt",
"0HBQtIkqXtoKagoPOgxK8k",
"1mjuRRMumbLmGmHmYvMDcb",
"78TUxGXS6Jpos6nj2oEqSP",
"02ESSPEzwYHnLH7SjiG8oj",
"5zvgzd56jcRvu40O5mdyGB",
"5WU4h67XOA721bLCbvPVoJ",
"3asivM2DaHPt3PP2ZohGR3",
"4xyZi8RUfi2Dh5UAHA8Ylq",
"3Ox3B3axZGNt5FtMDAXJou",
"0QY3FktU1SwpEqPRf4w1YX",
"2DI1slYsq86c5PNrjgaE8m",
"67PBOFpTBFaNkhz5IouBwi",
"24vrKnZGJIBTrc8U6TUDZI",
"5cK5EH4W59cBb9NsvFdq6M",
"3qBKjEOanahMxlRojwCzhI",
"37iUO7tCm3rs5D0cy5YfAZ",
"74WDLxBsm1TLxV6WVwD994",
"5BAQqW0Tve7GJW8tlP8MSF",
"2CxY9CoyzvvNv8b7aafiCX",
"2zzpznMuhKlKlqh1ma7Sms",
"3tQ3S05OMjsRpkQr8CvIqU",
"511AKBfXwSHIIekEKrjqab",
"65DioSSCLQ9vmedjsaA45y",
"7kT7skfOOZaxMm52OqW2Oe",
"7tsmrNpbLkT4xL1nzRLpCu",
"6jncnjvxMwbLIEYDhwsGlu",
"1NdfaQNOGvEdXntHKo9a7R",
"5JNJDtyiFwY74t1uZx0N3Y",
"1VfZSS1zUo2URLAriN3zZs",funk viral
"33GsYMJgWMgIt4vbhUwTEe",forro
"6LTXhD91f2rjmAq5f55sns",lambadao
"6cAXmjYOHC2R7jLrs96KTZ","axe,carimbo,forro"
"1bhqpMFFgoa0NTz82BprgL","axe,pagode"
"5feRNJZcXs4vrHF77OqheX",pagode baiano
"2EvJpjISn1Emk9OXpKzTLY",pagode baiano
"1UisTLtsrXMrV7T5jvMcHB",deboxe
"65rDOE3AADnFqdbJoawIry","arrocha,forro,forro de favela"
"3J4WurF5XyCy2ToWeCof5Y",forro
"41S9HR3EotaFgxGQwTGxAT",pagode baiano
"1v0Qxl9N6zVc4zL023szAJ",musica popular amazonense
"67G7A34oz5qDRzcSsEVonF",musica popular amazonense
"0FMV4DOyK9yxgyn0FupBXk",musica popular amazonense
"0GdMuH0u9HyAz8cLvmg7gD","funk bh,funk mtg"
"37eYuWTOZtUG8PgFOsj9h8","agronejo,sertanejo pop"
"06EMbW4WO6U4fGNnKjeuI5","axe,funk das antigas,funk melody,pagode"
"0ROprJwPDQ1NleWURpFgFj",agronejo
"4RxoNU65Os6pHkmuEzSlTg",remix brasileiro
"4fCsvWlGVsQTrqrJX3jc05",musica goiana
"29QbBR0oTzA7A0kiOzrbbr",uk pop
"5gWzmnHTLNXz5CjOc0wAuK",dutch pop
"1m00QT2CkW6rHi4dly8rVN",nova mpb
"5yG7ZAZafVaAlMTeBybKAL","australian hip hop,dance pop,pop"
"50JJSqHUf2RQ9xsHs0KMHg",indie pop rap
"3gJK5PRn2FUQIT7cbgVryV","funk carioca,funk das antigas,funk ostentacao"
"7KUri7klyLaIFXLcuuOMCd",norwegian pop
"1QDrz3DMMaz3TB1cm0PGDu",singer-songwriter pop
"7MPhjKo9pLJ7mPJOOxeIf4",tecnobrega
"0cGUm45nv7Z6M6qdXYQGTX","pop,r&b,rap"
"7qG3b048QCHVRO5Pv1T5lw","dance pop,latin pop,mexican pop"
"3E6xrwgnVfYCrCs0ePERDz","reggaeton,urbano latino"
"6ioOEWNNGK40H8xrGj6XPW","alt z,indie poptimism,la pop"
"6veh5zbFpm31XsPdjBgPER","rap latina,trap queen"
"6oMuImdp5ZcFhWP0ESe6mG","atl hip hop,hip hop,pop rap,rap,trap"
"6WblGc5J26o230eRVSNGV3","brega funk,funk carioca"
"02A3cEvlLLCbIMVDrK2GHV",aussietronica
"33JQK4UoS2aMPYBfdB5Ftt",melbourne bounce
"4YXycRbyyAE0wozTk7QMEq","pop dance,tropical house"
"4ryoUS0W8qXokfMxrlJt6O",modern reggae
"3tVQdUvClmAT7URs9V3rsp","afrobeats,afropop,azonto,nigerian hip hop,nigerian pop"
"7keGfmQR4X5w0two1xKZ7d","edm,pop dance,uk dance"
"2KsP6tYLJlTBvSUxnwlVWa","dance pop,pop,pop dance,pop rap"
"5luyt0SUvGkDMY4ILP6Qhl",cubaton
"6s22t5Y3prQHyaHWUN1R1C",pov: indie
"01WrcqajqftNjrRuSqgyQA","sertanejo,sertanejo pop,sertanejo universitario"
"6Dd3NScHWwnW6obMFbl1BH","alt z,pop"
"0p4nmQO2msCgU4IF37Wi3j","canadian pop,candy pop,dance pop,pop"
"5H3IVg3012xSskH8ZjKwDg","brega funk,pop lgbtq+ brasileira"
"73sIBHcqh3Z3NyqHKZ7FOL","atl hip hop,hip hop,rap"
"2OUgs5INWK2UEvZ6amWiJr","sertanejo,sertanejo pop,sertanejo universitario"
"7mnsTGmApJRfHFs1ymmBIi",r&b brasileiro
"4fpTMHe34LC5t3h5ztK8qu",r&b
"65nnKJaJx9MgbknLvQ6QHW",trap funk
"4mnhyGRAuExTL4J0soT4za","axe,forro,sertanejo,sertanejo universitario"
"45Hr5etuwmSx4gSyn5qSeW","funk carioca,funk ostentacao,funk paulista"
"40UZHykE9w6eVKyURGjpgF",brazilian edm
"7gZfnEnfiaHzxARJ2LeXrf",emo rap
"2A34a0y7xLXf20pXZpbjCY","axe,funk carioca,funk das antigas,funk melody"
"3o3p6fGYftm6nJpS6YJ11Q",deep funk ostentacao
"6fOMl44jA4Sp5b9PpYCkzz","hip hop,pop rap"
"4xRYI6VqpkE3UwrDrAZL8L","conscious hip hop,hip hop,pop rap,rap"
"1NBkKa2SgVP0uirl5vAB8t",sertanejo pop
"3cKD8x85OnB9pu8T8k5GYe","funk carioca,pop lgbtq+ brasileira"
"2EMAnMvWE2eb56ToJVfCWs","kentucky hip hop,r&b,rap"
"15mR9E7xTmVPmKeHcPByzD",pop nacional
"7BPHTWFEfvH7HPfHLU1EOg","folk brasileiro,nova mpb"
"0OROVBEZCocg0FcgJpyBse",reggaeton
"3J0t4JNgTyjwqRaXo5pNlW",rap df
"2wwWukJBsCikjlj7vlbQkM","sertanejo,sertanejo tradicional,sertanejo universitario"
"64aJYyrXljOodnUG6jvhRD","reggaeton,reggaeton flow,trap latino,urbano latino"
"7HGNYPmbDrMkylWqeFCOIQ","bossa nova,mpb,samba de roda,tropicalia"
"62Hped8KMeSwPABlhpcqst",batidao romantico
"6cuYN8aZLQ1ZSKkJJwi2eY",sertanejo pop
"4Ga1P7PMIsmqEZqhYZQgDo","melodic rap,pluggnb,rap"
"6nS5roXSAGhTGr34W6n7Et","edm,house,indietronica,uk dance"
"4Eoddnw0pOewmCHQYofuwh","brazilian bass,brazilian edm"
"3mRXxBNJb2YDNuSAGEl3Mw",trap brasileiro
"4BZ0ACrHCLropCpHJypPvV",trap baiano
"7xRbrPoxLDHtoZ8PkUKAOr",
"4zXnXeaimhcUf7idYglLme",
"29Tpb9NIA4RIZ6knnYXGDR",
"4xkQMPQ0OkbgQc0JGNObwg",
"44L8N1EUrXqWYKnqT98uhJ",
"6i6NHBSzvzzqesHxEpyQqm",
"3bc5LOOhGbLvDUcybl3LY8",
"4hvKwCPgk7IGVynYX8bQqc",
"0trHMgCbRohjsr2uzM6scS",
"1WZNkLRhjvZKzZlSKL7FxX",
