track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit,groove_factor,commercial_appeal,energy_dance_ratio,vocal_presence,bpm_category,loudness_normalized,hit_potential_score,acoustic_electric_balance,is_music
Eu Não Matei Joana d'Arc,Camisa de Vênus,197.679,0.75,0.399,0.745,0.00481,0.000483,0.0748,0.118,-11.185,225533.0,rnb_brasil,1,0.6245,0.7861499999999999,1.8337408312958434,0.999517,3.0,0.8135833333333333,0.612215,0.009619999999999962,1.0
Ouvir o Teu Falar,Discopraise,139.606,0.679,0.34,0.266,0.0554,0.0,0.486,0.0399,-4.598,487392.0,rnb_brasil,1,0.5063766666666667,0.66042,1.94,1.0,2.0,0.9233666666666667,0.458942,0.11080000000000001,1.0
Em Teu Altar - Ao Vivo,Ministério Adoração e Vida,99.905,0.567,0.604,0.306,0.715,0.000319,0.27,0.0236,-5.095,263560.0,rnb_brasil,1,0.5386083333333334,0.6714500000000001,0.9234527687296417,0.999681,1.0,0.9150833333333334,0.540045,0.5700000000000001,1.0
Para Ti Eu Vou (Ao Vivo),Central 3,134.002,0.736,0.427,0.119,0.438,6.72e-06,0.0706,0.0366,-2.624,582314.0,rnb_brasil,1,0.5576366666666667,0.6213599999999999,1.6842105263157894,0.99999328,2.0,0.9562666666666666,0.47753599999999996,0.876,1.0
Descendência,Pedro Henrique,119.894,0.665,0.525,0.503,0.0727,0.0,0.314,0.0443,-5.225,337416.0,rnb_brasil,1,0.5618233333333333,0.74895,1.2429906542056075,1.0,1.0,0.9129166666666666,0.584995,0.14539999999999997,1.0
Só Quem Tem Raiz,Sarah Farias,150.024,0.633,0.546,0.385,0.325,6.39e-06,0.0966,0.0403,-9.865,303717.0,rnb_brasil,1,0.61294,0.65535,1.1384892086330933,0.99999361,3.0,0.8355833333333333,0.550835,0.65,1.0
Teletema,Kid Abelha,122.518,0.457,0.807,0.418,0.66,0.0391,0.181,0.0374,-10.013,261359.0,rnb_brasil,0,0.6447966666666667,0.66707,0.5593635250917992,0.9609,2.0,0.8331166666666667,0.610207,0.6799999999999999,1.0
"Na rua, na chuva, na fazenda (Casinha de sapé)",Kid Abelha,140.244,0.495,0.754,0.807,0.106,0.00316,0.0685,0.0322,-10.966,224373.0,rnb_brasil,0,0.6592399999999999,0.81314,0.6479057591623036,0.99684,3.0,0.8172333333333334,0.692814,0.21199999999999997,1.0
Alice (Não me escreva aquela carta de amor),Kid Abelha,177.588,0.7,0.585,0.951,0.085,0.245,0.103,0.0847,-8.591,188506.0,rnb_brasil,0,0.69848,0.89449,1.1764705882352942,0.755,3.0,0.8568166666666667,0.723649,0.17000000000000004,1.0
A mais pedida,Raimundos;Érica Martins,125.056,0.825,0.538,0.467,0.0105,1.43e-05,0.0693,0.0478,-4.021,233733.0,rnb_brasil,0,0.6249266666666666,0.7465899999999999,1.5054744525547443,0.9999857,2.0,0.9329833333333333,0.6307590000000001,0.02100000000000002,1.0
Lágrimas e chuva,Kid Abelha,122.396,0.8,0.706,0.725,0.0332,0.037,0.0488,0.0516,-9.421,273426.0,rnb_brasil,0,0.6969933333333334,0.79579,1.11731843575419,0.963,2.0,0.8429833333333333,0.7469790000000001,0.06640000000000001,1.0
Um Drink no Inferno,Xamã;Bagua Records;Neo Beats,127.993,0.436,0.775,0.303,0.355,6.92e-06,0.277,0.297,-9.611,168750.0,rnb_brasil,1,0.6316216666666666,0.6250899999999999,0.5554140127388535,0.99999308,2.0,0.8398166666666665,0.5639090000000001,0.71,1.0
Castelo de Madeira,A Família,77.192,0.844,0.812,0.834,0.397,0.0,0.0654,0.508,-10.206,454975.0,rnb_brasil,1,0.6878533333333333,0.83154,1.0267639902676398,1.0,0.0,0.8299,0.8279540000000001,0.794,0.0
No Mundo da Lua / Abraço,Froid;Cynthia Luz,102.019,0.646,0.648,0.616,0.78,0.0,0.112,0.242,-5.26,338861.0,rnb_brasil,1,0.5878316666666668,0.7938000000000001,0.9817629179331306,1.0,1.0,0.9123333333333333,0.65558,0.43999999999999995,1.0
Refém,3030;Lauana Prado,145.01,0.652,0.774,0.862,0.518,7.87e-05,0.0839,0.0336,-6.413,180000.0,rnb_brasil,1,0.7242833333333334,0.88067,0.8316326530612245,0.9999213,3.0,0.8931166666666667,0.7656670000000001,0.964,1.0
João,Oficina G3,142.892,0.902,0.435,0.273,0.00638,5.29e-06,0.199,0.0505,-2.939,380212.0,rnb_brasil,1,0.6262533333333333,0.67981,2.0269662921348317,0.99999471,3.0,0.9510166666666666,0.5671809999999999,0.012759999999999994,1.0
Vivos,BK;Baco Exu do Blues;Luccas Carlos;Nave,103.004,0.672,0.722,0.646,0.0715,0.0,0.0762,0.268,-7.708,249813.0,rnb_brasil,1,0.6342733333333334,0.78132,0.918032786885246,1.0,1.0,0.8715333333333334,0.697732,0.14300000000000002,1.0
Bom dia Vietnã 2,Puro Suco;BEATDOMK,107.772,0.514,0.648,0.857,0.68,0.0,0.362,0.343,-8.525,165488.0,rnb_brasil,1,0.55782,0.8575499999999999,0.7811550151975684,1.0,1.0,0.8579166666666667,0.670555,0.6399999999999999,0.0
Fome,Murica;BEATDOMK,88.145,0.394,0.637,0.225,0.399,0.000884,0.107,0.317,-11.175,131643.0,rnb_brasil,1,0.4836083333333333,0.57825,0.6089644513137558,0.999116,0.0,0.8137500000000001,0.475825,0.798,1.0
Desperta - Ao Vivo,Colo de Deus,138.941,0.685,0.4,0.147,0.696,0.0,0.702,0.0566,-6.752,460040.0,rnb_brasil,1,0.5370683333333334,0.5912799999999999,1.670731707317073,1.0,2.0,0.8874666666666666,0.45402800000000004,0.6080000000000001,1.0
Eu Também (100 Bilhões X),Isaias Saad,128.056,0.383,0.432,0.0748,0.276,0.00137,0.0867,0.0302,-8.829,423306.0,rnb_brasil,1,0.44432666666666665,0.5416300000000001,0.8665158371040724,0.99863,2.0,0.85285,0.35682300000000006,0.552,1.0
Canta,Sarah Beatriz,172.285,0.634,0.228,0.111,0.145,0.0,0.0835,0.0354,-5.333,264697.0,rnb_brasil,1,0.4913416666666667,0.59107,2.6638655462184873,1.0,3.0,0.9111166666666667,0.362707,0.29000000000000004,1.0
Vento Impetuoso - Ao Vivo,Fernandinho,145.932,0.621,0.278,0.16,0.0626,0.000127,0.917,0.0417,-7.338,368013.0,rnb_brasil,1,0.46852000000000005,0.5906199999999999,2.1562499999999996,0.999873,3.0,0.8777,0.388562,0.12519999999999998,1.0
Assim Caminha a Humanidade,Lulu Santos,138.518,0.755,0.753,0.949,0.0547,0.00459,0.0518,0.029,-9.196,208693.0,rnb_brasil,1,0.7338633333333333,0.88764,0.9895150720838795,0.99541,2.0,0.8467333333333333,0.8062640000000001,0.10939999999999994,1.0
Quem Sou Eu?,PG,134.06,0.632,0.579,0.223,0.369,0.0,0.805,0.0282,-5.616,308128.0,rnb_brasil,1,0.6025333333333334,0.63304,1.073005093378608,1.0,2.0,0.9064,0.529104,0.738,1.0
Toca em Mim de Novo - Ao Vivo,Isadora Pompeo,142.055,0.489,0.569,0.303,0.139,0.0,0.874,0.0253,-8.387,273000.0,rnb_brasil,1,0.5679583333333333,0.63733,0.844559585492228,1.0,3.0,0.8602166666666666,0.49863299999999994,0.278,1.0
Tô De Pé - Acústico,Maneva,106.087,0.628,0.877,0.793,0.504,0.0,0.282,0.0669,-7.541,169472.0,rnb_brasil,1,0.7037116666666667,0.84179,0.7080045095828635,1.0,1.0,0.8743166666666667,0.781979,0.992,1.0
Cresça,Leandro Borges;Vanilda Bordieri,148.084,0.843,0.472,0.503,0.41,0.0,0.104,0.0977,-5.27,323500.0,rnb_brasil,1,0.6357066666666666,0.7485,1.7489626556016598,1.0,3.0,0.9121666666666667,0.61715,0.82,1.0
Como És Lindo,Vida Reluz,97.825,0.196,0.487,0.142,0.615,1.92e-05,0.0946,0.0259,-13.374,275293.0,rnb_brasil,1,0.3653416666666667,0.52306,0.3943661971830986,0.9999808,1.0,0.7771,0.334306,0.77,1.0
O Resgate,Realidade Cruel,152.59,0.732,0.553,0.436,0.622,0.0,0.163,0.262,-5.206,415660.0,rnb_brasil,1,0.6504166666666666,0.7223399999999999,1.3001776198934278,1.0,3.0,0.9132333333333332,0.600234,0.756,1.0
Abraça-Me - Ao Vivo em BH,David Quinlan;Heloisa Rosa,139.627,0.614,0.287,0.433,0.206,0.0,0.299,0.0313,-7.714,847493.0,rnb_brasil,1,0.46041166666666666,0.69606,2.0673400673400675,1.0,2.0,0.8714333333333334,0.455206,0.4119999999999999,1.0
Te Desejamos - Ao Vivo,Gabriel Guedes de Almeida,159.758,0.724,0.218,0.189,0.00732,0.0,0.102,0.0633,-7.363,320103.0,rnb_brasil,1,0.49246333333333336,0.60197,3.1754385964912277,1.0,3.0,0.8772833333333333,0.402397,0.014639999999999986,1.0
Day By Day,Astrud Gilberto,77.712,0.24,0.413,0.339,0.343,0.0,0.0741,0.0354,-15.817,129306.0,rnb_brasil,0,0.30801999999999996,0.57743,0.5673758865248227,1.0,0.0,0.7363833333333333,0.36274300000000004,0.686,1.0
Ex-Quadrilha da Fumaça,Planet Hemp,105.3,0.945,0.549,0.453,0.00636,0.0,0.106,0.295,-4.534,185360.0,rnb_brasil,1,0.6335000000000001,0.73586,1.6905187835420392,1.0,1.0,0.9244333333333333,0.667286,0.012719999999999954,1.0
Janaína,Biquini Cavadão,175.983,0.88,0.578,0.719,0.108,2.9e-06,0.114,0.0496,-5.113,218613.0,rnb_brasil,1,0.746305,0.83647,1.4965986394557824,0.9999971,3.0,0.9147833333333334,0.722647,0.21599999999999997,1.0
Ele Vem - Ao Vivo,Gabriel Guedes de Almeida;Gabriela Rocha,150.846,0.594,0.26,0.2,0.147,0.0,0.261,0.0345,-6.845,518880.0,rnb_brasil,1,0.4596100000000001,0.61155,2.1999999999999997,1.0,3.0,0.8859166666666667,0.38335500000000006,0.29400000000000004,1.0
Autor da Vida,Aline Barros,139.992,0.522,0.505,0.389,0.532,0.0,0.0963,0.0256,-7.366,295360.0,rnb_brasil,1,0.54242,0.68194,1.0135922330097087,1.0,2.0,0.8772333333333333,0.504594,0.9359999999999999,1.0
Vida Eu Gosto De Você,Maneva,138.559,0.477,0.658,0.456,0.569,0.0,0.257,0.153,-8.903,181765.0,rnb_brasil,1,0.6030316666666666,0.69337,0.7140718562874251,1.0,2.0,0.8516166666666667,0.566837,0.8620000000000001,1.0
Ao Partir o Pão,Walmir Alencar,96.015,0.274,0.666,0.258,0.243,0.0,0.0703,0.0277,-11.413,256466.0,rnb_brasil,1,0.475225,0.58907,0.40532544378698226,1.0,1.0,0.8097833333333334,0.459107,0.486,1.0
Descanso,Oficina G3,139.91,0.771,0.467,0.206,0.0157,5.49e-06,0.129,0.0336,-3.823,317323.0,rnb_brasil,1,0.5979833333333333,0.64417,1.6163522012578615,0.99999451,2.0,0.9362833333333334,0.523717,0.031399999999999983,1.0
Banco De Areia,Maneva;MC Hariel,162.944,0.704,0.607,0.897,0.101,0.0,0.3,0.0488,-6.567,174106.0,rnb_brasil,1,0.6862733333333333,0.89313,1.141004862236629,1.0,3.0,0.89055,0.7227129999999999,0.20199999999999996,1.0
Grande é o Senhor - Acústico Ao Vivo,Adhemar De Campos;Nívea Soares,126.719,0.339,0.262,0.151,0.809,0.0,0.342,0.031,-11.138,280880.0,rnb_brasil,1,0.34389833333333336,0.54902,1.2463235294117647,1.0,2.0,0.8143666666666667,0.29160200000000003,0.3819999999999999,1.0
Eu Vou Vencer,Gerson Rufino,149.947,0.828,0.605,0.555,0.278,0.0,0.38,0.0403,-4.932,311750.0,rnb_brasil,1,0.7008116666666666,0.77268,1.346341463414634,1.0,3.0,0.9178,0.6786679999999999,0.556,1.0
Refrão de Bolero (Ao Vivo),Pouca Vogal,150.154,0.435,0.519,0.311,0.724,8.81e-05,0.746,0.0354,-8.348,182146.0,rnb_brasil,1,0.5402566666666667,0.6409199999999999,0.8223062381852552,0.9999119,3.0,0.8608666666666667,0.46439199999999997,0.552,1.0
Abraça-me / Lindo És / Só Quero Ver Você,David Quinlan,135.793,0.603,0.423,0.156,0.0994,5.1e-06,0.334,0.04,-7.894,946474.0,rnb_brasil,1,0.5187216666666666,0.58346,1.3926096997690531,0.9999949,2.0,0.8684333333333334,0.439646,0.19879999999999998,1.0
Cadeias Quebrar (Break Every Chain),Soraya Moraes,135.067,0.63,0.363,0.155,0.485,0.0,0.088,0.0401,-4.111,328853.0,rnb_brasil,1,0.4956116666666667,0.6208899999999999,1.6890080428954424,1.0,2.0,0.9314833333333333,0.427289,0.97,1.0
Colo de Mãe (Ao Vivo),Frei Gilson,75.505,0.592,0.477,0.413,0.449,0.000194,0.761,0.0285,-8.836,264834.0,rnb_brasil,1,0.4419416666666666,0.67684,1.215605749486653,0.999806,0.0,0.8527333333333333,0.5186839999999999,0.898,1.0
Casa de Bênção,Eyshila,94.77,0.444,0.485,0.267,0.505,0.0,0.753,0.0296,-8.956,358051.0,rnb_brasil,1,0.43365,0.6172399999999999,0.896969696969697,1.0,1.0,0.8507333333333332,0.442324,0.99,1.0
Pelos Prados e Campinas Salmo 22,Padre Zezinho,99.987,0.381,0.576,0.301,0.572,1.66e-05,0.0795,0.0236,-11.719,358840.0,rnb_brasil,1,0.468945,0.60321,0.6501706484641638,0.9999834,1.0,0.8046833333333333,0.46522100000000005,0.8560000000000001,1.0
A Carta,Renato Russo;Erasmo Carlos,93.144,0.607,0.636,0.423,0.522,1.1e-05,0.0978,0.0243,-5.054,240613.0,rnb_brasil,1,0.55534,0.71866,0.9396284829721362,0.999989,1.0,0.9157666666666666,0.592966,0.956,1.0
A Dança,Legião Urbana,136.059,0.389,0.759,0.68,0.00171,0.00175,0.1,0.0648,-13.917,242000.0,rnb_brasil,1,0.622965,0.73283,0.505851755526658,0.99825,2.0,0.76805,0.629583,0.0034199999999999786,1.0
Incomparável Amor,Gabriel Brito,125.901,0.438,0.563,0.145,0.444,4.33e-06,0.0778,0.0295,-8.971,258812.0,rnb_brasil,1,0.522735,0.56829,0.7643979057591623,0.99999567,2.0,0.8504833333333333,0.44242899999999996,0.888,1.0
Anjos De Deus - Ao Vivo,Padre Marcelo Rossi,137.539,0.67,0.319,0.332,0.501,0.0,0.219,0.0998,-7.276,297453.0,rnb_brasil,1,0.4897316666666667,0.6600400000000001,2.0364741641337387,1.0,2.0,0.8787333333333334,0.461004,0.998,1.0
Verdades Do Tempo,Thiago Brado,50.451,0.38,0.175,0.0898,0.0932,0.0,0.0743,0.0326,-9.26,259145.0,rnb_brasil,1,0.20149999999999998,0.5433199999999999,2.054054054054054,1.0,0.0,0.8456666666666667,0.25629199999999996,0.1864,1.0
Soldados,Legião Urbana,124.084,0.432,0.589,0.605,0.00919,0.195,0.0949,0.0361,-14.089,290733.0,rnb_brasil,1,0.5309066666666666,0.7011099999999999,0.7212020033388982,0.8049999999999999,2.0,0.7651833333333333,0.556311,0.018379999999999952,1.0
Família,Titãs,79.508,0.683,0.558,0.624,0.0248,7.85e-05,0.062,0.0807,-6.061,249866.0,rnb_brasil,0,0.5164133333333333,0.7889900000000001,1.2024647887323943,0.9999215,0.0,0.8989833333333334,0.6317990000000001,0.04959999999999998,1.0
Não vou me adaptar,Titãs,81.371,0.399,0.536,0.476,0.307,0.000327,0.105,0.0319,-7.579,221733.0,rnb_brasil,0,0.42331833333333335,0.71461,0.7307692307692307,0.999673,0.0,0.8736833333333334,0.500761,0.614,1.0
Reggae do Manero - Ao Vivo | Acústico,Raimundos,134.053,0.809,0.708,0.625,0.178,1.62e-06,0.368,0.0611,-4.129,325024.0,rnb_brasil,1,0.7201216666666667,0.80871,1.126740947075209,0.99999838,2.0,0.9311833333333334,0.7317710000000001,0.356,1.0
Tudo O Que Me Prometeu,Israel Salazar,133.945,0.92,0.504,0.208,0.0884,1.19e-06,0.987,0.077,-4.148,247500.0,rnb_brasil,1,0.6512416666666667,0.6417200000000001,1.7898832684824904,0.99999881,2.0,0.9308666666666667,0.583372,0.17680000000000007,1.0
O Relógio de Deus,Amanda Ferrari,145.927,0.828,0.567,0.657,0.489,0.0,0.368,0.0322,-3.24,299200.0,rnb_brasil,1,0.6751116666666666,0.8304,1.4350086655112653,1.0,3.0,0.946,0.68964,0.978,1.0
Domingo,Titãs,140.211,0.771,0.617,0.881,0.00832,0.000115,0.301,0.0328,-8.601,253666.0,rnb_brasil,0,0.6734850000000001,0.86639,1.229665071770335,0.999885,3.0,0.85665,0.7409390000000001,0.016639999999999988,1.0
Beggin' - Remix,HAWK.;Reznikov;Alex Albino,125.994,0.73,0.708,0.644,0.125,0.0,0.0855,0.0658,-7.08,140947.0,rnb_brasil,1,0.68299,0.7867999999999999,1.0167130919220055,1.0,2.0,0.882,0.70968,0.25,1.0
Acabou - Ao Vivo,Projota,84.966,0.881,0.658,0.875,0.188,0.0,0.822,0.0459,-5.03,259226.0,rnb_brasil,1,0.63491,0.8996999999999999,1.3188622754491017,1.0,0.0,0.9161666666666667,0.7924700000000001,0.376,1.0
Malvadão 2,Xamã;Jailhouse;Neo Beats,130.019,0.595,0.881,0.911,0.282,0.000117,0.112,0.0714,-9.781,149112.0,rnb_brasil,1,0.7356983333333333,0.86659,0.6677890011223344,0.999883,2.0,0.8369833333333333,0.7997590000000001,0.564,1.0
Tudo Pro Alto - Ao Vivo,Charlie Brown Jr.,92.68,0.983,0.474,0.725,0.0182,0.000128,0.691,0.0598,-5.498,184093.0,rnb_brasil,1,0.5863666666666667,0.8350199999999999,2.03099173553719,0.999872,1.0,0.9083666666666667,0.7130019999999999,0.03639999999999999,1.0
Luz em Todo Morro - Acústico,3030,128.14,0.495,0.711,0.514,0.729,0.00283,0.708,0.0491,-8.597,280448.0,rnb_brasil,1,0.6175666666666666,0.71963,0.6865464632454924,0.99717,2.0,0.8567166666666667,0.607663,0.542,1.0
Seu Rei,Xamã;Mano fler;Tiankris,84.415,0.629,0.607,0.339,0.276,0.0,0.122,0.255,-8.982,239171.0,rnb_brasil,1,0.5328916666666667,0.64578,1.019448946515397,1.0,0.0,0.8503000000000001,0.563878,0.552,1.0
STU,MC Igu,97.018,0.578,0.863,0.471,0.221,0.0,0.111,0.0586,-7.475,168259.0,rnb_brasil,1,0.6665966666666666,0.71365,0.6620847651775487,1.0,1.0,0.8754166666666666,0.684165,0.44199999999999995,1.0
Mais Amor,Ponto De Equilíbrio;Tati Portella,152.026,0.701,0.714,0.6,0.503,8.68e-06,0.122,0.0494,-4.643,165789.0,rnb_brasil,1,0.7206766666666666,0.79357,0.968232044198895,0.99999132,3.0,0.9226166666666666,0.695257,0.994,1.0
Já Posso Suportar,Pregador Luo;Trazendo a Arca,84.006,0.69,0.62,0.435,0.27,0.0,0.147,0.0481,-7.028,334320.0,rnb_brasil,1,0.55701,0.70372,1.0952380952380951,1.0,0.0,0.8828666666666667,0.6123719999999999,0.54,1.0
Fé,3030;Rael,110.011,0.522,0.9,0.784,0.313,4.37e-06,0.107,0.0371,-5.619,201200.0,rnb_brasil,1,0.6899516666666667,0.85741,0.5736263736263736,0.99999563,1.0,0.90635,0.7591410000000001,0.626,1.0
Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,Charlie Brown Jr.,80.96,0.596,0.544,0.794,0.226,1.17e-05,0.989,0.059,-10.325,282333.0,rnb_brasil,1,0.4857333333333333,0.81435,1.075812274368231,0.9999883,0.0,0.8279166666666666,0.6366350000000001,0.45199999999999996,1.0
Pontes Indestrutíveis,Charlie Brown Jr.,159.019,0.711,0.729,0.808,0.248,0.0,0.198,0.119,-8.04,209084.0,rnb_brasil,1,0.7428316666666667,0.8428,0.9621109607577808,1.0,3.0,0.866,0.7507800000000001,0.496,1.0
Aquela Paz,Charlie Brown Jr.,123.897,0.487,0.586,0.693,0.769,0.0001,0.181,0.0341,-9.29,176960.0,rnb_brasil,1,0.5455949999999999,0.7843,0.8171140939597316,0.9999,2.0,0.8451666666666667,0.5975299999999999,0.46199999999999997,1.0
O Mundo Dá Voltas,ConeCrewDiretoria,77.224,0.706,0.403,0.27,0.676,0.0,0.46,0.355,-6.046,279806.0,rnb_brasil,1,0.44200666666666666,0.64754,1.7094430992736076,1.0,0.0,0.8992333333333333,0.491754,0.6479999999999999,0.0
Sem a Planta,ConeCrewDiretoria,204.702,0.607,0.707,0.526,0.231,0.000163,0.546,0.362,-5.841,375693.0,rnb_brasil,1,0.7356,0.7519899999999999,0.8465829846582985,0.999837,,0.90265,0.6452990000000001,0.46199999999999997,0.0
Lion Man,Criolo,83.789,0.66,0.582,0.484,0.399,0.0,0.127,0.0544,-4.988,205440.0,rnb_brasil,1,0.5286483333333334,0.74372,1.114864864864865,1.0,0.0,0.9168666666666667,0.6019720000000001,0.798,1.0
Na Segunda Vinda,Black Alien,148.027,0.828,0.652,0.434,0.164,0.0,0.127,0.387,-7.433,268146.0,rnb_brasil,1,0.7211116666666667,0.69927,1.2507552870090632,1.0,3.0,0.8761166666666667,0.6659269999999999,0.32800000000000007,0.0
Ele É Deus,Deise do Vale,145.986,0.704,0.515,0.201,0.629,0.0,0.365,0.0538,-6.501,272226.0,rnb_brasil,1,0.6120099999999999,0.61539,1.340952380952381,1.0,3.0,0.89165,0.518939,0.742,1.0
O Processo,Suellen Brum,125.999,0.642,0.642,0.502,0.362,0.0,0.379,0.0339,-6.174,290816.0,rnb_brasil,1,0.6235983333333334,0.7390599999999999,0.9846625766871165,1.0,2.0,0.8971,0.6237060000000001,0.724,1.0
Proibida Pra Mim (Grazon) - Ao Vivo,Charlie Brown Jr.,181.121,0.976,0.345,0.818,0.000587,0.0507,0.487,0.0487,-4.74,151666.0,rnb_brasil,1,0.6653,0.8797999999999999,2.749295774647887,0.9493,3.0,0.9209999999999999,0.68238,0.0011740000000000084,1.0
Furioso Amor,Elizeu Alves,140.073,0.568,0.438,0.14,0.089,0.0,0.0879,0.033,-8.865,411457.0,rnb_brasil,1,0.522855,0.56735,1.2678571428571428,1.0,3.0,0.85225,0.430335,0.17799999999999994,1.0
Transformação,Anderson Freire,139.946,0.565,0.423,0.174,0.244,2.79e-06,0.15,0.0368,-8.976,312726.0,rnb_brasil,1,0.5142433333333334,0.57984,1.3048498845265588,0.99999721,2.0,0.8504,0.431484,0.488,1.0
Santifica,Alugiana,133.562,0.877,0.512,0.541,0.514,0.0,0.274,0.0541,-3.955,339013.0,rnb_brasil,1,0.6417033333333334,0.77685,1.6800766283524904,1.0,2.0,0.9340833333333334,0.6537850000000001,0.972,1.0
Negro Drama - Ao Vivo,Racionais MC's,79.769,0.948,0.682,0.775,0.406,0.0,0.905,0.357,-3.284,318760.0,rnb_brasil,1,0.6583483333333333,0.87716,1.3699421965317917,1.0,0.0,0.9452666666666667,0.7999160000000001,0.812,0.0
Por Onde Você Anda?,Detonautas Roque Clube,160.212,0.608,0.508,0.312,0.197,0.00297,0.103,0.034,-8.915,241400.0,rnb_brasil,1,0.6034200000000001,0.63565,1.1737451737451736,0.99703,3.0,0.8514166666666667,0.511565,0.394,1.0
Cores Do Universo,Maneva,130.0,0.719,0.689,0.674,0.382,0.0,0.213,0.136,-6.096,131198.0,rnb_brasil,1,0.6768666666666666,0.80864,1.0286123032904149,1.0,2.0,0.8984,0.706964,0.764,1.0
Bem Perto - Ao Vivo,Isaias Saad;Isadora Pompeo,140.906,0.47,0.4,0.183,0.231,1.86e-06,0.117,0.0274,-7.564,426318.0,rnb_brasil,1,0.4758433333333333,0.59756,1.146341463414634,0.99999814,3.0,0.8739333333333333,0.39735600000000004,0.46199999999999997,1.0
Pao Da Vida,Padre Zeca,121.674,0.401,0.347,0.202,0.545,0.0,0.692,0.063,-14.166,83173.0,rnb_brasil,1,0.39659,0.53914,1.123249299719888,1.0,2.0,0.7639,0.353414,0.9099999999999999,1.0
Mais Que Uma Voz,Eyshila;Weslei Santos,140.641,0.362,0.295,0.221,0.599,0.0,0.106,0.0276,-5.63,242005.0,rnb_brasil,1,0.39050166666666664,0.6321,1.1868852459016392,1.0,3.0,0.9061666666666667,0.33401,0.802,1.0
Abraço de Pai,Walmir Alencar,77.722,0.269,0.433,0.243,0.843,0.0,0.0923,0.0263,-9.107,337200.0,rnb_brasil,1,0.3267366666666667,0.6061300000000001,0.6072234762979685,1.0,0.0,0.8482166666666667,0.363113,0.31400000000000006,1.0
Perdidos No Espaço,Legião Urbana,81.917,0.567,0.572,0.768,0.0435,0.129,0.0966,0.0388,-12.398,177466.0,rnb_brasil,1,0.4926283333333333,0.78322,0.9742268041237113,0.871,0.0,0.7933666666666668,0.630822,0.08699999999999997,1.0
Vai Valer a Pena - Ao Vivo,Juliano Son,127.875,0.869,0.313,0.221,0.133,0.00174,0.703,0.0508,-4.113,297365.0,rnb_brasil,1,0.530325,0.64727,2.6904024767801857,0.99826,2.0,0.93145,0.494827,0.266,1.0
Quanto Vale o Show,Racionais MC's;DJ Cia,94.081,0.849,0.492,0.696,0.078,0.0,0.146,0.33,-6.991,172605.0,rnb_brasil,1,0.5575016666666666,0.8084899999999999,1.6912350597609562,1.0,1.0,0.8834833333333333,0.671549,0.15600000000000003,0.0
Calmaria,Canção & Louvor,142.033,0.438,0.576,0.327,0.704,0.0,0.13,0.0267,-6.202,266106.0,rnb_brasil,1,0.5561216666666666,0.66878,0.7474402730375427,1.0,3.0,0.8966333333333334,0.494078,0.5920000000000001,1.0
Inferno são os outros,Detonautas Roque Clube,110.055,0.797,0.642,0.563,0.0899,1.38e-05,0.732,0.0286,-7.173,211706.0,rnb_brasil,1,0.6435250000000001,0.7534699999999999,1.2223926380368098,0.9999862,1.0,0.88045,0.6838470000000001,0.17979999999999996,1.0
Sereia,Maneva,129.971,0.607,0.725,0.57,0.0671,1e-06,0.353,0.0456,-7.486,176298.0,rnb_brasil,1,0.6612183333333334,0.75314,0.8258503401360544,0.999999,2.0,0.8752333333333334,0.661414,0.13419999999999999,1.0
Jó,Rose Nascimento,120.25,0.391,0.47,0.189,0.823,0.0,0.358,0.0411,-9.124,292179.0,rnb_brasil,1,0.45271666666666666,0.58436,0.8145833333333334,1.0,2.0,0.8479333333333333,0.401536,0.3540000000000001,1.0
O Meu Mundo Ficaria Completo (Com Você),Cássia Eller,168.029,0.91,0.637,0.87,0.624,0.0,0.115,0.0589,-3.651,249132.0,rnb_brasil,1,0.7715483333333334,0.9114900000000001,1.4064914992272024,1.0,3.0,0.93915,0.7929490000000001,0.752,1.0
Palavras,Lauriete,142.012,0.71,0.332,0.383,0.239,8.85e-05,0.124,0.0384,-4.75,333053.0,rnb_brasil,1,0.5156866666666666,0.7057,2.0760233918128654,0.9999115,3.0,0.9208333333333333,0.49297,0.478,1.0
Fidelidade,Danielle Cristina,152.022,0.66,0.423,0.201,0.831,0.0,0.11,0.0367,-5.806,333146.0,rnb_brasil,1,0.56287,0.62234,1.5242494226327945,1.0,3.0,0.9032333333333333,0.46963400000000005,0.3380000000000001,1.0
Eu Te Levantarei (Ao Vivo),Frei Gilson,174.057,0.578,0.347,0.337,0.357,1.3e-05,0.311,0.0368,-7.851,743240.0,rnb_brasil,1,0.536995,0.65629,1.619047619047619,0.999987,3.0,0.86915,0.445229,0.714,1.0
O Seu Amor por Mim - Ao Vivo,Weslei Santos,139.792,0.399,0.459,0.374,0.433,0.0,0.682,0.0339,-9.954,362734.0,rnb_brasil,1,0.48218666666666665,0.6500599999999999,0.8507462686567164,1.0,2.0,0.8341,0.443106,0.866,1.0
Corcovado,Elis Regina,105.145,0.44,0.396,0.18,0.915,5.1e-05,0.697,0.0459,-9.062,232786.0,rnb_brasil,0,0.40524166666666667,0.58138,1.083743842364532,0.999949,1.0,0.8489666666666668,0.384538,0.16999999999999993,1.0
