track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit,Unnamed: 0,id,artist_names,name,genres,key,mode,tempo,time_signature,artists_ids
Namora Comigo - Ao Vivo,Paulinho Moska,79.976,0.371,0.622,0.344,0.82,7.51e-05,0.664,0.0386,-11.701,216146.0,mpb,0.0,,,,,,,,,,
Olha Só,Terno Rei,112.37,0.567,0.42,0.156,0.11,0.0,0.123,0.0351,-7.933,166000.0,mpb,1.0,,,,,,,,,,
carta pra ninguém,João Klein,110.113,0.246,0.725,0.686,0.819,0.0,0.0832,0.0362,-11.749,218181.0,mpb,0.0,,,,,,,,,,
Luzes de Natal,Terno Rei,84.684,0.552,0.444,0.307,0.259,0.000177,0.207,0.0278,-8.01,164000.0,mpb,1.0,,,,,,,,,,
Serrado (Ao Vivo),Djavan,98.63,0.735,0.568,0.539,0.762,0.000682,0.718,0.0522,-8.352,298066.0,mpb,1.0,,,,,,,,,,
Devagarin,ALMAR,158.798,0.442,0.621,0.748,0.513,9.96e-06,0.169,0.41,-6.49,154331.0,mpb,1.0,,,,,,,,,,
Frisson,Tunai,128.224,0.56,0.586,0.426,0.575,0.000209,0.082,0.028,-9.962,245499.0,mpb,0.0,,,,,,,,,,
Partido Alto,MPB4,168.133,0.736,0.635,0.964,0.392,0.0,0.0433,0.103,-13.119,211573.0,mpb,1.0,,,,,,,,,,
Uns Dias - Ao Vivo,Os Paralamas Do Sucesso,135.63,0.837,0.484,0.651,0.241,3.4e-05,0.712,0.0324,-5.96,242706.0,mpb,1.0,,,,,,,,,,
Casinha branca,Fábio Jr.,123.944,0.757,0.578,0.652,0.575,0.0,0.154,0.0344,-6.481,231813.0,mpb,1.0,,,,,,,,,,
Como uma Onda - Ao Vivo,Lulu Santos,110.997,0.676,0.64,0.468,0.333,0.0093,0.707,0.0465,-14.619,204213.0,mpb,1.0,,,,,,,,,,
O TEMPO É SUA MORADA :: celebrar,"Francisco, el Hombre",102.031,0.309,0.562,0.458,0.569,2.71e-05,0.101,0.0252,-7.816,229933.0,mpb,1.0,,,,,,,,,,
Doce amizade,Jorge Aragão,162.034,0.621,0.663,0.973,0.786,0.0516,0.214,0.0347,-10.973,213426.0,mpb,0.0,,,,,,,,,,
Rosa Flor - Acústica,Big Up;Maneva,109.098,0.287,0.421,0.523,0.831,0.0,0.112,0.034,-12.727,199134.0,mpb,0.0,,,,,,,,,,
O Amor Já Se Mudou Pra Cá,MAR ABERTO;Vitor Kley,179.722,0.603,0.548,0.746,0.142,0.0,0.0658,0.215,-6.986,172226.0,mpb,1.0,,,,,,,,,,
"Maria, Maria",Ellen Oléria,135.415,0.745,0.585,0.349,0.384,0.0,0.0661,0.114,-6.243,128600.0,mpb,1.0,,,,,,,,,,
Oito anos,Paula Toller,119.982,0.421,0.826,0.601,0.0373,0.157,0.0936,0.0574,-9.921,228133.0,mpb,0.0,,,,,,,,,,
Ela Disse Adeus,Os Paralamas Do Sucesso,124.133,0.6,0.81,0.951,0.171,1.23e-05,0.255,0.0399,-10.664,224760.0,mpb,1.0,,,,,,,,,,
Paula e Bebeto,Gal Costa;Criolo,140.015,0.563,0.706,0.806,0.0117,0.000115,0.126,0.0382,-9.806,191418.0,mpb,0.0,,,,,,,,,,
Sentimental - Ao Vivo,Los Hermanos,124.484,0.419,0.305,0.148,0.503,0.265,0.843,0.0337,-12.467,327822.0,mpb,0.0,,,,,,,,,,
Carta de Amor (Ao Vivo),Maria Bethânia,100.848,0.621,0.616,0.466,0.562,0.0,0.509,0.347,-6.17,338906.0,mpb,0.0,,,,,,,,,,
Gostava Tanto De Você - Ao Vivo Em São Paulo / 2010,Nando Reis,109.757,0.44,0.601,0.669,0.42,0.0006,0.707,0.0293,-9.736,248080.0,mpb,1.0,,,,,,,,,,
Digitais - Ao Vivo,Isabella Taviani;Moska,89.274,0.559,0.335,0.297,0.569,0.0,0.873,0.0563,-8.707,261226.0,mpb,0.0,,,,,,,,,,
Encontro Das Águas - Ao Vivo No Rio De Janeiro / 2006,Jorge Vercillo,81.63,0.317,0.368,0.0955,0.73,3.91e-06,0.806,0.0306,-12.188,212093.0,mpb,0.0,,,,,,,,,,
Pretty Baby - Acústico,Jota Quest,102.912,0.687,0.61,0.555,0.439,1.46e-06,0.815,0.0353,-9.138,255451.0,mpb,1.0,,,,,,,,,,
Amor Sem Barreira,Rachel Reis,89.98,0.694,0.722,0.778,0.638,0.773,0.133,0.0622,-7.904,161782.0,mpb,1.0,,,,,,,,,,
Janeiro,Georgia Castro,136.019,0.418,0.607,0.405,0.518,2.2e-05,0.126,0.0274,-9.501,234305.0,mpb,1.0,,,,,,,,,,
Comentário a respeito de John,Belchior,145.271,0.638,0.462,0.482,0.248,1.26e-06,0.0697,0.0271,-5.653,306021.0,mpb,0.0,,,,,,,,,,
Homem primata,Titãs,81.421,0.731,0.636,0.933,0.00946,6.34e-06,0.0226,0.0314,-12.535,210306.0,mpb,1.0,,,,,,,,,,
Enredo do meu samba,Sandra De Sá,151.377,0.634,0.548,0.736,0.074,0.000241,0.353,0.112,-11.195,248173.0,mpb,1.0,,,,,,,,,,
"Menina, Amanhã de Manhã",Mônica Salmaso,101.408,0.24,0.378,0.533,0.876,6.34e-05,0.114,0.0652,-17.685,329680.0,mpb,0.0,,,,,,,,,,
Toda Menina Baiana - Live,Caetano Veloso;Gilberto Gil;Ivete Sangalo,120.048,0.888,0.701,0.808,0.458,0.0,0.684,0.116,-4.798,202706.0,mpb,1.0,,,,,,,,,,
Sereníssima - Ao Vivo Em São Paulo / 1999,Legião Urbana,80.663,0.55,0.462,0.632,0.747,0.0,0.183,0.125,-8.477,297600.0,mpb,1.0,,,,,,,,,,
Muito Estranho: Turnê Voz e Violão (Ao Vivo no Rio de Janeiro),Nando Reis,94.301,0.278,0.521,0.191,0.808,4.36e-05,0.693,0.0403,-8.787,326675.0,mpb,0.0,,,,,,,,,,
Espelhos d'água - Ao vivo,Jorge Aragão;Emílio Santiago,131.409,0.533,0.499,0.591,0.505,0.00781,0.956,0.0358,-11.565,283000.0,mpb,0.0,,,,,,,,,,
Eu Quero Ser Feliz Agora,Oswaldo Montenegro,140.055,0.325,0.62,0.236,0.598,9.01e-06,0.109,0.0349,-10.04,227096.0,mpb,0.0,,,,,,,,,,
Flor Da Pele / Vapor Barato,Zeca Baleiro,133.07,0.286,0.593,0.303,0.756,4.16e-05,0.113,0.0351,-16.069,200906.0,mpb,1.0,,,,,,,,,,
Venha Me Ver,Almir Sater;Renato Teixeira,81.989,0.465,0.511,0.243,0.795,2.06e-05,0.0963,0.0242,-8.736,272540.0,mpb,1.0,,,,,,,,,,
Noturno (Coração Alado),Fagner;JB FM,106.215,0.35,0.471,0.251,0.479,5.21e-05,0.688,0.0289,-8.356,276480.0,mpb,1.0,,,,,,,,,,
O Meu Guri,Chico Buarque,135.657,0.482,0.678,0.862,0.726,0.0125,0.218,0.0331,-13.419,238373.0,mpb,1.0,,,,,,,,,,
O Trem das 7 (Ao Vivo),Zé Ramalho,124.004,0.451,0.393,0.411,0.736,0.0,0.884,0.0322,-9.946,190146.0,mpb,0.0,,,,,,,,,,
Oração de São Francisco de Assis,Fagner,98.051,0.387,0.613,0.424,0.587,0.0,0.252,0.0255,-11.39,184440.0,mpb,0.0,,,,,,,,,,
O Sopro do Fole,Maria Bethânia,93.672,0.0856,0.524,0.316,0.739,0.0,0.0919,0.0999,-17.766,169371.0,mpb,0.0,,,,,,,,,,
Romance no Deserto (Romance in Durango),Fagner,201.931,0.468,0.353,0.638,0.279,0.0,0.113,0.0382,-15.632,288386.0,mpb,0.0,,,,,,,,,,
Revelação,Fagner,135.237,0.663,0.33,0.304,0.585,2.45e-06,0.223,0.0314,-6.083,257600.0,mpb,1.0,,,,,,,,,,
Vesúvio,Djavan,144.005,0.53,0.759,0.522,0.546,9.44e-06,0.131,0.0708,-11.286,218760.0,mpb,0.0,,,,,,,,,,
Corpo Fechado,Johnny Hooker;Gaby Amarantos,106.876,0.775,0.714,0.45,0.17,0.0,0.101,0.118,-4.674,184095.0,mpb,1.0,,,,,,,,,,
Escassez,IVYSON,123.946,0.357,0.7,0.129,0.536,0.0,0.0699,0.142,-14.866,190766.0,mpb,0.0,,,,,,,,,,
Amar é Tudo (Ao Vivo),Djavan,181.119,0.269,0.336,0.232,0.866,0.0,0.967,0.0518,-11.663,212666.0,mpb,0.0,,,,,,,,,,
Água de chuva no mar - Ao vivo,Beth Carvalho;Hamilton De Holanda,120.912,0.72,0.464,0.616,0.184,0.0,0.855,0.0627,-9.497,221053.0,mpb,1.0,,,,,,,,,,
Goteira,Luedji Luna,99.725,0.664,0.655,0.739,0.0506,0.435,0.104,0.0403,-10.92,319506.0,mpb,0.0,,,,,,,,,,
93,Terno Rei,126.005,0.487,0.726,0.626,0.132,3.68e-05,0.114,0.0273,-8.377,156000.0,mpb,1.0,,,,,,,,,,
Desculpe O Auê,Rita Lee;Roberto De Carvalho,115.058,0.436,0.665,0.34,0.174,0.000471,0.304,0.0301,-14.54,175400.0,mpb,1.0,,,,,,,,,,
Prata Amor,Luísa e os Alquimistas;Rafa Pinta;MangoLab,129.956,0.539,0.93,0.717,0.435,0.0,0.197,0.119,-5.578,158569.0,mpb,1.0,,,,,,,,,,
Garotos II - O Outro Lado,Leoni,107.99,0.338,0.809,0.77,0.747,4.52e-05,0.11,0.0291,-13.846,236786.0,mpb,0.0,,,,,,,,,,
Não Temos Tempo,Nossa Toca;Giba Moojen;Fabinho K;Allan Furtado;Vitor Kley;Pedro Schin;Victor Pradella;Hana Pickler,114.958,0.862,0.691,0.355,0.439,0.0,0.437,0.0402,-3.757,264336.0,mpb,0.0,,,,,,,,,,
Sandra,Gilberto Gil,169.853,0.802,0.481,0.936,0.508,0.00831,0.0988,0.0589,-8.883,287546.0,mpb,1.0,,,,,,,,,,
Telefone,Tim Maia,174.663,0.439,0.495,0.546,0.201,0.0,0.0707,0.0283,-11.327,249800.0,mpb,1.0,,,,,,,,,,
Convite,Tritom;Buddy,75.12,0.588,0.703,0.768,0.199,0.0,0.13,0.126,-7.765,203200.0,mpb,1.0,,,,,,,,,,
Corre Corre - Ao Vivo,Los Hermanos,131.947,0.788,0.533,0.742,0.0121,0.21,0.785,0.0366,-9.431,196304.0,mpb,0.0,,,,,,,,,,
Garota Ligeira,Luísa e os Alquimistas;Luê,177.971,0.779,0.707,0.574,0.135,0.0038,0.0984,0.0662,-6.687,178304.0,mpb,1.0,,,,,,,,,,
Ave Maria - Ao vivo,Jorge Aragão,105.904,0.839,0.543,0.517,0.0436,0.942,0.978,0.0504,-9.509,398093.0,mpb,0.0,,,,,,,,,,
O Que É Que Há,Gal Costa,84.318,0.177,0.343,0.251,0.943,0.0,0.0887,0.0342,-10.235,225713.0,mpb,1.0,,,,,,,,,,
Fera Ferida - Versão Remasterizada,Roberto Carlos,102.985,0.286,0.733,0.589,0.344,0.00077,0.106,0.0283,-16.967,305600.0,mpb,0.0,,,,,,,,,,
A festa,Maria Rita,136.093,0.606,0.673,0.653,0.224,1.77e-05,0.0648,0.0403,-9.571,269066.0,mpb,0.0,,,,,,,,,,
Condicional,Los Hermanos,129.045,0.883,0.579,0.822,0.00598,0.0318,0.163,0.0567,-5.919,208186.0,mpb,0.0,,,,,,,,,,
Adivinha o quê,Lulu Santos,118.839,0.442,0.84,0.968,0.403,5.28e-05,0.057,0.0638,-13.497,300933.0,mpb,0.0,,,,,,,,,,
Uma Canção é Pra Isso,Skank,129.964,0.706,0.606,0.687,0.00323,2.18e-05,0.0739,0.0288,-5.601,233506.0,mpb,1.0,,,,,,,,,,
À noite sonhei contigo,Paula Toller,92.11,0.541,0.452,0.748,0.585,0.000742,0.422,0.0341,-10.029,232080.0,mpb,0.0,,,,,,,,,,
O Descobridor dos Sete Mares,Tim Maia,137.261,0.91,0.537,0.774,0.0321,0.000478,0.951,0.176,-4.783,296866.0,mpb,1.0,,,,,,,,,,
Se A Fila Andar - Ao Vivo,Diogo Nogueira,104.079,0.746,0.626,0.759,0.698,0.0,0.687,0.0402,-7.475,231026.0,mpb,0.0,,,,,,,,,,
Não Venha Pela Metade,Rachel Reis,90.037,0.77,0.741,0.944,0.731,0.528,0.246,0.0519,-5.6,172031.0,mpb,1.0,,,,,,,,,,
Numa Sala de Reboco - Ao Vivo,Dominguinhos,178.227,0.84,0.563,0.956,0.362,0.0,0.213,0.103,-6.968,83764.0,mpb,1.0,,,,,,,,,,
Bota Pagodão Ponto Net,Rachel Reis,125.032,0.724,0.765,0.783,0.0805,0.323,0.0819,0.0368,-7.143,201600.0,mpb,1.0,,,,,,,,,,
Te Amo Pra Sempre - Ao Vivo,Kid Abelha,138.113,7.06e-05,0.444,0.288,0.288,0.000131,0.376,0.383,-7.41,468560.0,mpb,1.0,,,,,,,,,,
Eu Não Sei Na Verdade Quem Eu Sou (Ao Vivo),O Teatro Mágico,124.953,0.446,0.438,0.121,0.606,0.0142,0.909,0.0337,-10.694,371626.0,mpb,0.0,,,,,,,,,,
eu contra a noite - Ao Vivo,Kid Abelha,141.016,0.744,0.56,0.606,0.411,8.3e-05,0.74,0.0263,-6.315,207400.0,mpb,1.0,,,,,,,,,,
"Seu Jeito, Meu Jeito",Roupa Nova;Daniel,119.939,0.642,0.653,0.624,0.374,2.26e-06,0.0951,0.0291,-8.479,192995.0,mpb,0.0,,,,,,,,,,
Forever Young,Emmerson Nogueira,155.796,0.444,0.664,0.619,0.81,0.0,0.155,0.0362,-8.741,175333.0,mpb,0.0,,,,,,,,,,
A Menina Dança - Ao Vivo,Marisa Monte,104.78,0.941,0.594,0.301,0.451,1.34e-05,0.958,0.0597,-6.932,129333.0,mpb,0.0,,,,,,,,,,
Dentro de um Abraço - Acústico,Jota Quest,95.999,0.618,0.689,0.491,0.594,1.46e-05,0.699,0.036,-10.241,322422.0,mpb,1.0,,,,,,,,,,
Pelas Ruas Que Andei - Ao Vivo,Alceu Valença,114.699,0.555,0.418,0.471,0.792,1.01e-05,0.992,0.0541,-8.932,240360.0,mpb,0.0,,,,,,,,,,
Quase sem querer,Zélia Duncan,107.925,0.197,0.541,0.668,0.633,1.95e-05,0.174,0.0366,-11.554,257720.0,mpb,0.0,,,,,,,,,,
Paratodos,Chico Buarque,90.624,0.395,0.523,0.393,0.608,0.0,0.0612,0.0378,-12.76,172333.0,mpb,0.0,,,,,,,,,,
Ritmo da Chuva (Rhythm Of The Rain) - Ao Vivo,Fernanda Takai,109.378,0.656,0.62,0.855,0.305,0.0,0.494,0.0379,-10.184,204000.0,mpb,0.0,,,,,,,,,,
As Sete Vampiras - Remasterizado 2013,Leo Jaime,184.072,0.902,0.483,0.711,0.207,0.0,0.765,0.0719,-5.027,234360.0,mpb,0.0,,,,,,,,,,
Mama África / Brilho de Beleza / Pra Não Dizer Que Não Falei das Flores - Ao Vivo | Bônus Track,Chico César;Lazzo Matumbi;Seu Pereira;Luizinho Calixto;Escurinho;Michi Ruzitschika,82.394,0.729,0.515,0.742,0.0639,2.5e-06,0.956,0.1,-10.917,570563.0,mpb,1.0,,,,,,,,,,
Oração Ao Tempo - Ao Vivo,Maria Bethânia,75.696,0.334,0.374,0.333,0.78,0.0,0.675,0.105,-10.399,186083.0,mpb,0.0,,,,,,,,,,
Admirável Gado Novo (Ao Vivo),Zé Ramalho,87.281,0.84,0.459,0.536,0.0536,1.72e-05,0.863,0.0402,-7.695,356213.0,mpb,0.0,,,,,,,,,,
Mosca Na Sopa,Raul Seixas,90.314,0.759,0.598,0.891,0.328,3.43e-05,0.179,0.0843,-10.237,239186.0,mpb,1.0,,,,,,,,,,
Herdeiro Da Pampa Pobre,Engenheiros Do Hawaii,127.165,0.788,0.455,0.71,0.0641,0.0,0.0499,0.0832,-6.855,243226.0,mpb,1.0,,,,,,,,,,
Eu Também Vou Reclamar,Raul Seixas,90.039,0.854,0.616,0.827,0.456,0.0,0.384,0.169,-9.823,201226.0,mpb,1.0,,,,,,,,,,
Bicho de Sete Cabeças - Ao Vivo,Geraldo Azevedo;Elba Ramalho,104.297,0.354,0.482,0.379,0.739,0.0,0.913,0.0345,-10.005,201413.0,mpb,0.0,,,,,,,,,,
FESTA DE ADEUS,Julio Secchin,139.969,0.382,0.652,0.507,0.758,0.002,0.117,0.0572,-8.601,169108.0,mpb,0.0,,,,,,,,,,
Carolina (Ao Vivo),Seu Jorge,93.0,0.88,0.641,0.423,0.151,0.000761,0.611,0.0604,-6.401,358733.0,mpb,0.0,,,,,,,,,,
Deixa,Lagum,175.954,0.595,0.652,0.504,0.52,2.22e-06,0.378,0.0451,-8.395,212318.0,mpb,0.0,,,,,,,,,,
Meu Bem Querer,Djavan,76.563,0.264,0.234,0.117,0.932,1.36e-05,0.205,0.0292,-13.495,204440.0,mpb,0.0,,,,,,,,,,
Crua,Otto,130.085,0.536,0.602,0.463,0.0266,0.0,0.366,0.0293,-7.491,210706.0,mpb,0.0,,,,,,,,,,
Atrás da Cortina,Gabriel Gonti,182.103,0.61,0.544,0.817,0.177,0.0038,0.247,0.0372,-9.201,196594.0,mpb,0.0,,,,,,,,,,
"Ou Você Me Come, ou Você Cai Fora",Julio Secchin;Rebeca,132.935,0.646,0.817,0.577,0.159,0.0,0.0866,0.129,-4.886,162879.0,mpb,0.0,,,,,,,,,,
Convite,Lamparina,117.952,0.621,0.47,0.618,0.59,0.0,0.127,0.062,-7.369,213384.0,mpb,0.0,,,,,,,,,,
Certas coisas,Lulu Santos,180.445,0.374,0.454,0.254,0.406,0.0133,0.332,0.0275,-14.343,252733.0,mpb,0.0,,,,,,,,,,
Canções De Rei,Max Viana,105.944,0.223,0.572,0.377,0.916,2.85e-05,0.103,0.0277,-11.88,313000.0,mpb,0.0,,,,,,,,,,
Congênito,Luiz Melodia,82.392,0.531,0.683,0.805,0.592,6.15e-06,0.0589,0.116,-11.606,212600.0,mpb,1.0,,,,,,,,,,
Interestelar,MULAMBA,127.573,0.224,0.487,0.39,0.428,0.0,0.559,0.0524,-12.393,281473.0,mpb,0.0,,,,,,,,,,
vem pra perto,Luana Berti,137.977,0.487,0.783,0.453,0.348,0.0,0.168,0.132,-6.751,169226.0,mpb,0.0,,,,,,,,,,
Casa de Bamba,Martinho Da Vila,90.035,0.711,0.746,0.975,0.228,0.0,0.133,0.184,-8.219,145173.0,mpb,1.0,,,,,,,,,,
Barato Total,Liniker,84.397,0.387,0.557,0.867,0.632,0.0389,0.104,0.0448,-11.601,244235.0,mpb,0.0,,,,,,,,,,
Deixa Eu Te Amar,DUDA BEAT,169.614,0.65,0.725,0.714,0.0719,2.15e-06,0.0783,0.0912,-7.937,172235.0,mpb,0.0,,,,,,,,,,
O Mundo É Um Moinho,Teresa Cristina,82.016,0.169,0.573,0.346,0.978,0.00064,0.969,0.082,-17.362,235160.0,mpb,0.0,,,,,,,,,,
Embriagado de Saudade,Gabriel Gonti,133.725,0.527,0.583,0.509,0.254,0.0,0.107,0.0337,-7.671,155250.0,mpb,0.0,,,,,,,,,,
A novidade - Ao vivo,Gilberto Gil,126.702,0.585,0.655,0.695,0.166,1.28e-05,0.623,0.0428,-10.648,315520.0,mpb,1.0,,,,,,,,,,
Por Isso Corro Demais,Adriana Calcanhotto,166.055,0.247,0.448,0.545,0.786,7.46e-05,0.0677,0.0335,-11.216,179466.0,mpb,0.0,,,,,,,,,,
Passeio do Bebê,Palavra Cantada,59.951,0.414,0.725,0.917,0.583,0.000253,0.0908,0.067,-9.249,141921.0,mpb,0.0,,,,,,,,,,
Adeus Você,Los Hermanos,104.523,0.324,0.77,0.508,0.549,4.17e-05,0.104,0.0371,-10.911,178893.0,mpb,0.0,,,,,,,,,,
Sereia,Lulu Santos,110.11,0.434,0.716,0.584,0.0246,0.000158,0.342,0.038,-13.727,275840.0,mpb,0.0,,,,,,,,,,
Faroeste Caboclo - Ao Vivo Em São Paulo / 1999,Legião Urbana,83.667,0.731,0.521,0.728,0.464,0.0,0.758,0.36,-6.115,593600.0,mpb,1.0,,,,,,,,,,
Abuso de poder,Jorge Aragão,158.015,0.725,0.72,0.973,0.808,0.0264,0.128,0.0371,-8.946,228240.0,mpb,0.0,,,,,,,,,,
Peixe Frito,Almir Sater;Renato Teixeira,104.951,0.291,0.8,0.78,0.837,0.0,0.0839,0.0341,-10.564,189146.0,mpb,0.0,,,,,,,,,,
Bem Simples - Ao Vivo,Roupa Nova;Ed Motta,110.059,0.613,0.488,0.392,0.255,0.0,0.973,0.039,-9.015,226773.0,mpb,0.0,,,,,,,,,,
Casa Pré-Fabricada,Los Hermanos,51.037,0.466,0.273,0.493,0.00419,0.000315,0.118,0.0397,-7.513,175440.0,mpb,0.0,,,,,,,,,,
Os Alquimistas Estão Chegando Os Alquimistas - Ao Vivo,Jorge Ben Jor,95.676,0.646,0.613,0.509,0.562,0.000112,0.74,0.0712,-8.801,201666.0,mpb,0.0,,,,,,,,,,
Medo de avião,Belchior,86.219,0.644,0.463,0.547,0.241,0.0,0.481,0.0289,-7.75,147480.0,mpb,0.0,,,,,,,,,,
Bem Leve,Marisa Monte,117.982,0.282,0.795,0.61,0.731,5.57e-06,0.113,0.0478,-13.747,153333.0,mpb,0.0,,,,,,,,,,
Deixa o Amor,Big Up,152.969,0.625,0.702,0.808,0.0375,0.0,0.035,0.0456,-6.842,212358.0,mpb,0.0,,,,,,,,,,
Realejo,O Teatro Mágico,114.98,0.232,0.741,0.302,0.853,0.000633,0.12,0.033,-13.547,323826.0,mpb,0.0,,,,,,,,,,
A Vida e Outras Histórias - Acústico,Jota Quest,130.054,0.755,0.639,0.712,0.482,0.0,0.634,0.0337,-9.098,218473.0,mpb,1.0,,,,,,,,,,
Palavras De Um Futuro Bom,Jota Quest,94.995,0.833,0.44,0.335,0.0308,0.0,0.094,0.0325,-4.79,291306.0,mpb,1.0,,,,,,,,,,
As Dores do Mundo - Acústico,Jota Quest,105.163,0.73,0.609,0.509,0.384,0.000489,0.694,0.0581,-9.474,305701.0,mpb,1.0,,,,,,,,,,
Majestade O Sabiá,Jair Rodrigues;Chitãozinho & Xororó,107.981,0.441,0.643,0.698,0.682,1.76e-06,0.596,0.0307,-9.687,245760.0,mpb,1.0,,,,,,,,,,
Fanatismo,Fagner,113.703,0.509,0.621,0.503,0.618,9.88e-06,0.45,0.0339,-8.409,223066.0,mpb,0.0,,,,,,,,,,
Um Par,Los Hermanos,143.056,0.691,0.647,0.921,0.307,0.000122,0.118,0.0288,-5.49,177813.0,mpb,0.0,,,,,,,,,,
Meu jardim,Vander Lee,131.502,0.339,0.522,0.352,0.792,0.183,0.0855,0.0285,-14.415,275680.0,mpb,0.0,,,,,,,,,,
A Luz De Tieta - Live In Brazil / 1998,Caetano Veloso,105.055,0.95,0.747,0.656,0.504,3.92e-06,0.957,0.175,-7.092,251666.0,mpb,1.0,,,,,,,,,,
Terral,Ednardo;Amelinha;Belchior,122.051,0.502,0.799,0.502,0.672,0.0,0.0929,0.0308,-8.051,264533.0,mpb,0.0,,,,,,,,,,
Roupa Nova - Ao Vivo,Roupa Nova,154.857,0.751,0.562,0.74,0.383,6.26e-06,0.969,0.0444,-8.879,184186.0,mpb,0.0,,,,,,,,,,
Meu Universo e Você,Roupa Nova,140.367,0.637,0.502,0.854,0.608,0.0,0.166,0.0308,-7.789,260266.0,mpb,0.0,,,,,,,,,,
Bar da Noite,Maria Bethânia,87.962,0.0263,0.489,0.174,0.872,0.0,0.128,0.05,-19.273,126557.0,mpb,0.0,,,,,,,,,,
Razão de Viver - Ao Vivo,Roupa Nova,183.5,0.529,0.354,0.352,0.29,0.0,0.992,0.0357,-10.527,290040.0,mpb,0.0,,,,,,,,,,
Canteiros - Ao Vivo,Fagner,125.849,0.529,0.415,0.172,0.0295,0.0,0.882,0.0338,-9.646,335706.0,mpb,0.0,,,,,,,,,,
Muros E Grades,Engenheiros Do Hawaii,147.518,0.889,0.54,0.82,0.0486,0.0,0.0802,0.0382,-5.472,219666.0,mpb,1.0,,,,,,,,,,
Azul,Zimbra,100.038,0.523,0.649,0.697,0.157,0.135,0.302,0.0267,-7.413,211800.0,mpb,0.0,,,,,,,,,,
Velha Infância - Ao Vivo,Tribalistas,112.734,0.642,0.264,0.284,0.521,0.000215,0.96,0.0412,-8.987,263909.0,mpb,0.0,,,,,,,,,,
Pede A Ela,Tim Maia,128.496,0.441,0.673,0.369,0.0793,1.64e-06,0.309,0.0281,-10.728,292600.0,mpb,0.0,,,,,,,,,,
Hiroshima,Agnes Nunes;Neo Beats,107.052,0.358,0.698,0.3,0.396,0.0,0.356,0.151,-9.843,216033.0,mpb,0.0,,,,,,,,,,
Índia,Roberto Carlos,178.071,0.396,0.443,0.365,0.674,0.00325,0.122,0.0299,-9.775,222800.0,mpb,0.0,,,,,,,,,,
Dói Sem Tanto,Elenco Original Do Filme Ana e Vitória,147.972,0.374,0.426,0.268,0.636,0.00286,0.125,0.0326,-11.909,231080.0,mpb,0.0,,,,,,,,,,
Onda Forte,João Mar,118.039,0.729,0.703,0.644,0.132,0.0113,0.218,0.168,-6.858,104237.0,mpb,0.0,,,,,,,,,,
Cariocas,Adriana Calcanhotto,79.909,0.441,0.546,0.403,0.581,0.0596,0.357,0.0457,-15.022,195733.0,mpb,0.0,,,,,,,,,,
Sem Filtro,Banda Eva,131.964,0.635,0.832,0.64,0.286,8.45e-06,0.459,0.112,-8.272,229032.0,mpb,0.0,,,,,,,,,,
Estações,Erick Roza,79.988,0.442,0.613,0.373,0.581,5.51e-06,0.0987,0.0295,-11.04,194414.0,mpb,0.0,,,,,,,,,,
Você Me Pergunta,Rubel;Adriana Calcanhotto,89.981,0.127,0.673,0.271,0.885,0.0,0.122,0.0386,-17.467,234938.0,mpb,0.0,,,,,,,,,,
O Futuro Já Sabia,Mariana Aydar;Chico César,157.969,0.614,0.641,0.551,0.176,4.73e-05,0.123,0.0846,-8.296,201806.0,mpb,0.0,,,,,,,,,,
Disritmia,Zeca Baleiro,118.114,0.505,0.723,0.396,0.333,0.00038,0.0658,0.137,-8.43,262706.0,mpb,0.0,,,,,,,,,,
Carta de Amor,Maria Bethânia,87.864,0.346,0.747,0.417,0.125,7.93e-06,0.209,0.436,-10.789,423480.0,mpb,0.0,,,,,,,,,,
Mistério no Olhar,Saulo Duarte e a Unidade;Saulo Duarte;Klaus Sena;João Leão;Beto Gibbs,95.002,0.794,0.672,0.963,0.000749,0.00714,0.0467,0.0353,-9.037,225840.0,mpb,0.0,,,,,,,,,,
Piloto Automático,Sandy,125.928,0.381,0.611,0.259,0.795,0.0,0.346,0.0581,-13.504,189445.0,mpb,0.0,,,,,,,,,,
Mensagem de Amor - Remasterizado 2013,Leo Jaime,121.494,0.794,0.719,0.586,0.0404,0.000309,0.0927,0.0282,-8.007,265226.0,mpb,0.0,,,,,,,,,,
Iemanjá Rainha do Mar / Beira-Mar,Maria Bethânia,93.02,0.422,0.817,0.758,0.345,0.0,0.13,0.118,-11.819,218746.0,mpb,0.0,,,,,,,,,,
Girassol (Ao Vivo),Cidade Negra,161.862,0.967,0.467,0.588,0.00411,1.89e-06,0.96,0.0889,-5.514,242733.0,mpb,0.0,,,,,,,,,,
As Palavras,Vanessa Da Mata,141.947,0.5,0.638,0.372,0.357,0.00247,0.12,0.038,-9.163,250520.0,mpb,0.0,,,,,,,,,,
Claridades,Liniker e os Caramelows;Liniker;Caramelows,117.348,0.215,0.324,0.364,0.805,0.0,0.101,0.0345,-11.887,204712.0,mpb,0.0,,,,,,,,,,
Pluma Black,Tulipa Ruiz;Negro Leo,73.885,0.509,0.787,0.778,0.0853,0.0,0.191,0.0798,-5.825,133507.0,mpb,0.0,,,,,,,,,,
