track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit,Unnamed: 0,id,artist_names,name,genres,key,mode,tempo,time_signature,artists_ids
Onde Estará O Meu Amor,Maria Bethânia,98.448,0.148,0.332,0.249,0.815,0.0,0.247,0.0318,-12.819,211600.0,mpb,1.0,,,,,,,,,,
Só Posso Dizer (São Paulo),Nando Reis,73.931,0.541,0.511,0.719,0.398,0.0,0.0986,0.0316,-8.841,198765.0,mpb,1.0,,,,,,,,,,
Recomeçar,Diego Karter,86.042,0.489,0.524,0.233,0.73,1.1e-05,0.12,0.0347,-8.908,230792.0,mpb,1.0,,,,,,,,,,
Lourinha Bombril,Os Paralamas Do Sucesso,168.459,0.907,0.615,0.8,0.0194,5.59e-05,0.279,0.042,-9.234,158933.0,mpb,1.0,,,,,,,,,,
Exagerado - Ao Vivo,Leoni;Herbert Vianna,146.185,0.735,0.302,0.583,0.746,0.0,0.892,0.116,-8.012,232546.0,mpb,1.0,,,,,,,,,,
Alecrim,Palavra Cantada,82.411,0.209,0.673,0.669,0.869,2.27e-06,0.155,0.0361,-8.544,116160.0,mpb,1.0,,,,,,,,,,
Doce Vampiro,Rita Lee;Roberto De Carvalho,135.481,0.493,0.626,0.831,0.366,0.000137,0.0873,0.0454,-14.668,268960.0,mpb,1.0,,,,,,,,,,
1º De Julho - Ao Vivo,Cássia Eller,170.064,0.878,0.32,0.509,0.538,0.0,0.665,0.0909,-5.771,292306.0,mpb,1.0,,,,,,,,,,
Pulsos - Ao Vivo,Pitty,125.05,0.851,0.454,0.126,0.153,3.49e-06,0.877,0.054,-5.436,280093.0,mpb,1.0,,,,,,,,,,
Quem Vai Chorar Sou Eu,Diogo Nogueira;Zeca Pagodinho,169.981,0.609,0.682,0.971,0.684,2.21e-06,0.099,0.0498,-7.704,242893.0,mpb,1.0,,,,,,,,,,
Sutilmente - Ao Vivo,Nando Reis;Samuel Rosa,102.714,0.743,0.456,0.296,0.0513,0.00324,0.969,0.0379,-9.973,250282.0,mpb,1.0,,,,,,,,,,
La Forza Della Vita,Renato Russo,78.49,0.625,0.391,0.443,0.312,0.0,0.117,0.0306,-5.285,316813.0,mpb,1.0,,,,,,,,,,
Na hora do almoço,Belchior,124.746,0.774,0.627,0.495,0.303,3.6e-06,0.0853,0.0524,-4.345,151739.0,mpb,1.0,,,,,,,,,,
Todas as Janelas,Jota Quest,82.969,0.561,0.582,0.412,0.0687,2.13e-05,0.0829,0.0293,-7.068,267333.0,mpb,1.0,,,,,,,,,,
"Um Dia Bom, Um Dia Besta",Sandy;Thiaguinho,79.958,0.373,0.52,0.312,0.754,0.0,0.085,0.0276,-9.409,185879.0,mpb,1.0,,,,,,,,,,
Um Tiro no Coração,Nando Reis;Pitty,132.098,0.776,0.766,0.576,0.184,0.0,0.113,0.0291,-5.381,302052.0,mpb,1.0,,,,,,,,,,
Janaína,Biquini Cavadão,175.983,0.88,0.578,0.719,0.108,2.9e-06,0.114,0.0496,-5.113,218613.0,mpb,1.0,,,,,,,,,,
O Anjo Mais Velho,O Teatro Mágico,113.068,0.816,0.628,0.625,0.437,0.000209,0.189,0.0396,-5.393,342786.0,mpb,1.0,,,,,,,,,,
Quando o sol se for,Detonautas Roque Clube,171.897,0.736,0.543,0.605,0.128,0.0,0.837,0.0382,-8.435,204133.0,mpb,1.0,,,,,,,,,,
Boiada,Almir Sater,95.842,0.346,0.421,0.318,0.875,9.27e-06,0.0895,0.0255,-9.351,226266.0,mpb,1.0,,,,,,,,,,
O Reggae,Legião Urbana,95.382,0.689,0.822,0.76,0.195,0.0036,0.271,0.0408,-6.364,248506.0,mpb,1.0,,,,,,,,,,
Diz Quanto Custa,Liniker;Tassia Reis,155.11,0.861,0.681,0.96,0.178,0.000725,0.158,0.0361,-6.181,202604.0,mpb,1.0,,,,,,,,,,
Pensar Em Você,Chico César,88.057,0.502,0.717,0.399,0.254,0.0,0.107,0.0501,-10.684,236373.0,mpb,1.0,,,,,,,,,,
De Fé - Ao Vivo,Humberto Gessinger,80.189,0.695,0.541,0.469,0.655,0.000228,0.937,0.0301,-6.633,205480.0,mpb,1.0,,,,,,,,,,
O tempo não para,Barão Vermelho,136.627,0.694,0.525,0.42,0.0474,0.0,0.738,0.0372,-7.208,272173.0,mpb,1.0,,,,,,,,,,
Música Urbana - Versão Alternativa,Capital Inicial,172.947,0.76,0.42,0.801,0.0056,0.000128,0.109,0.0771,-5.021,211000.0,mpb,1.0,,,,,,,,,,
À Flor da Pele - Ao Vivo,Roupa Nova,150.564,0.875,0.54,0.775,0.389,0.0,0.617,0.15,-7.656,252426.0,mpb,1.0,,,,,,,,,,
Os Corações Não São Iguais - Ao Vivo,Roupa Nova,158.741,0.628,0.329,0.335,0.46,0.0,0.928,0.0393,-9.618,242506.0,mpb,1.0,,,,,,,,,,
Frevo Mulher,Amelinha,153.026,0.474,0.695,0.825,0.51,4.56e-06,0.054,0.0398,-12.613,241093.0,mpb,1.0,,,,,,,,,,
Dezesseis / Música Incidental: ''Strawberry Fields Forever'',Legião Urbana,146.878,0.87,0.454,0.4,0.000226,0.000232,0.0885,0.0387,-5.358,323840.0,mpb,1.0,,,,,,,,,,
A Lenda - Ao Vivo,Roupa Nova,177.539,0.678,0.334,0.55,0.197,0.0,0.979,0.0451,-8.212,252506.0,mpb,1.0,,,,,,,,,,
Seguindo no Trem Azul - Ao Vivo,Roupa Nova,84.954,0.595,0.578,0.519,0.333,0.0,0.991,0.0278,-10.151,223853.0,mpb,1.0,,,,,,,,,,
Gatinha Manhosa - Remasterizado,Leo Jaime,110.519,0.363,0.669,0.623,0.725,6.05e-05,0.0591,0.0297,-8.672,162080.0,mpb,1.0,,,,,,,,,,
Há Tempos - Ao Vivo Em São Paulo / 1999,Legião Urbana,82.935,0.552,0.38,0.647,0.374,0.0,0.133,0.213,-8.545,225400.0,mpb,1.0,,,,,,,,,,
Pensamento (Acústico),Cidade Negra,172.055,0.693,0.673,0.965,0.0996,3.17e-05,0.0427,0.0557,-11.27,192440.0,mpb,1.0,,,,,,,,,,
Garoto de Aluguel (Taxi Boy) [Ao Vivo],Zé Ramalho,96.238,0.835,0.551,0.432,0.00599,0.000124,0.921,0.0366,-8.013,296960.0,mpb,1.0,,,,,,,,,,
Louvação À Oxum,Maria Bethânia,97.536,0.457,0.77,0.601,0.399,2.81e-05,0.218,0.0587,-9.08,199800.0,mpb,1.0,,,,,,,,,,
Desconstrução,TIAGO IORC,122.705,0.238,0.653,0.236,0.105,0.000501,0.111,0.0549,-14.374,283787.0,mpb,1.0,,,,,,,,,,
Pagode Russo,Luiz Gonzaga,143.81,0.925,0.732,0.934,0.355,0.000146,0.26,0.0367,-5.232,131533.0,mpb,1.0,,,,,,,,,,
Acelerou,Djavan,95.963,0.728,0.691,0.651,0.0138,3.35e-05,0.0535,0.0335,-7.137,283960.0,mpb,1.0,,,,,,,,,,
Cantando Eu Vou,Melim;Saulo,97.871,0.493,0.68,0.669,0.763,0.0,0.286,0.029,-7.587,168514.0,mpb,1.0,,,,,,,,,,
Gostosin (Acoustic),João Mar;Ventura,90.012,0.236,0.7,0.317,0.89,5.47e-06,0.111,0.0348,-11.109,180333.0,mpb,1.0,,,,,,,,,,
Puro Êxtase - Ao Vivo,Frejat,121.056,0.924,0.571,0.5,0.179,4.07e-06,0.719,0.197,-4.727,292186.0,mpb,1.0,,,,,,,,,,
Eu Nunca Disse Adeus,Capital Inicial,145.971,0.686,0.299,0.366,0.0132,0.0,0.354,0.0417,-7.058,208786.0,mpb,1.0,,,,,,,,,,
Gatinha Manhosa,Adriana Partimpim,107.0,0.228,0.509,0.205,0.901,0.0,0.114,0.0545,-11.61,145266.0,mpb,1.0,,,,,,,,,,
A fórmula do amor,Kid Abelha,133.289,0.735,0.68,0.881,0.0597,0.214,0.119,0.0277,-7.939,300666.0,mpb,1.0,,,,,,,,,,
O Que Me Cabe - Acústico,Illy;Adriana Calcanhotto,94.033,0.217,0.709,0.413,0.748,5.32e-06,0.159,0.0303,-15.576,173049.0,mpb,1.0,,,,,,,,,,
Nu Com a Minha Música,Ney Matogrosso,160.345,0.52,0.439,0.255,0.746,0.000273,0.11,0.103,-11.099,283557.0,mpb,1.0,,,,,,,,,,
Como Vai Você,Nando Reis,137.98,0.462,0.548,0.29,0.248,0.0,0.113,0.0265,-9.872,227568.0,mpb,1.0,,,,,,,,,,
Alvará - Ao vivo,Jorge Aragão,96.065,0.78,0.504,0.586,0.763,0.336,0.919,0.0352,-10.364,297400.0,mpb,1.0,,,,,,,,,,
O Tempo É Agora,ANAVITÓRIA,146.922,0.513,0.626,0.563,0.733,0.000573,0.102,0.0637,-10.065,223876.0,mpb,1.0,,,,,,,,,,
Gita,Raul Seixas,111.175,0.691,0.494,0.722,0.0599,0.00633,0.0649,0.0368,-7.233,288933.0,mpb,1.0,,,,,,,,,,
Toda Forma de Amor,Lulu Santos,137.87,0.832,0.676,0.83,0.14,7.5e-05,0.0758,0.0357,-5.628,223733.0,mpb,1.0,,,,,,,,,,
Ando Meio Desligado,Pato Fu,143.129,0.661,0.618,0.614,0.0621,5.15e-06,0.363,0.0356,-8.097,208973.0,mpb,1.0,,,,,,,,,,
O que é o amor,Maria Rita,158.053,0.502,0.649,0.682,0.633,0.00172,0.0947,0.0558,-10.375,219800.0,mpb,1.0,,,,,,,,,,
De Ontem,Liniker e os Caramelows;Liniker;Caramelows,167.833,0.257,0.352,0.49,0.473,9.36e-06,0.126,0.0557,-13.716,187385.0,mpb,1.0,,,,,,,,,,
Ah! Como Eu Amei,Benito Di Paula,128.36,0.451,0.578,0.28,0.247,0.0,0.0823,0.0332,-13.806,194133.0,mpb,1.0,,,,,,,,,,
O dia em que a terra parou,Raul Seixas,113.295,0.729,0.55,0.344,0.089,0.0,0.0462,0.148,-13.779,265306.0,mpb,1.0,,,,,,,,,,
Espanhola,Flavio Venturini,126.417,0.434,0.508,0.471,0.789,8.83e-05,0.33,0.0309,-10.807,223173.0,mpb,1.0,,,,,,,,,,
O carimbador maluco,Raul Seixas,148.118,0.846,0.673,0.772,0.199,0.0,0.408,0.145,-7.918,140666.0,mpb,1.0,,,,,,,,,,
As Canções Que Você Fez Pra Mim - Versão remasterizada,Roberto Carlos,84.67,0.351,0.452,0.416,0.0782,0.000431,0.111,0.0338,-11.517,211173.0,mpb,1.0,,,,,,,,,,
Pintura íntima,Kid Abelha,135.518,0.672,0.617,0.931,0.0855,0.000125,0.052,0.0302,-7.817,265426.0,mpb,1.0,,,,,,,,,,
O Segundo Sol,Nando Reis;DUDA BEAT,146.879,0.511,0.643,0.538,0.0625,0.00167,0.0845,0.0329,-9.949,262550.0,mpb,1.0,,,,,,,,,,
Como Dois e Dois - Versão Remasterizada,Roberto Carlos,84.197,0.439,0.49,0.702,0.877,0.00156,0.207,0.0281,-8.476,203866.0,mpb,1.0,,,,,,,,,,
A Viagem,Roupa Nova,84.8,0.401,0.502,0.36,0.692,0.0,0.0884,0.0276,-11.168,209186.0,mpb,1.0,,,,,,,,,,
Temporada das Flores,Leoni,112.028,0.561,0.712,0.672,0.794,0.0178,0.105,0.0263,-8.876,217866.0,mpb,1.0,,,,,,,,,,
O Que Eu Também Não Entendo - Acústico,Jota Quest,108.002,0.595,0.632,0.368,0.366,1.6e-06,0.107,0.0335,-9.555,255686.0,mpb,1.0,,,,,,,,,,
Enquanto Houver Sol,Titãs,115.265,0.596,0.665,0.207,0.149,4.84e-05,0.327,0.0267,-3.896,183093.0,mpb,1.0,,,,,,,,,,
Esperanças Perdidas,Os Originais Do Samba,82.449,0.663,0.616,0.953,0.505,0.0,0.13,0.0646,-7.521,212146.0,mpb,1.0,,,,,,,,,,
Não Vou Me Adaptar - Ao Vivo,Nando Reis;Arnaldo Antunes,80.796,0.711,0.523,0.403,0.329,0.0482,0.751,0.0395,-8.151,269563.0,mpb,1.0,,,,,,,,,,
Eleva,Big Up,94.981,0.665,0.736,0.563,0.0466,0.0,0.164,0.0487,-6.427,187570.0,mpb,1.0,,,,,,,,,,
Eu e Você Sempre,Diogo Nogueira,85.976,0.634,0.732,0.886,0.111,0.0,0.175,0.0356,-10.718,304640.0,mpb,1.0,,,,,,,,,,
O Xote das Meninas,Alceu Valença,137.974,0.606,0.79,0.673,0.0537,0.0,0.0768,0.0424,-6.409,168640.0,mpb,1.0,,,,,,,,,,
Puro êxtase,Barão Vermelho,114.445,0.874,0.754,0.682,0.144,6.15e-05,0.834,0.047,-5.847,248600.0,mpb,1.0,,,,,,,,,,
Vá Morar Com O Diabo - Ao Vivo,Cássia Eller,100.33,0.861,0.662,0.814,0.701,0.0,0.688,0.19,-7.166,178399.0,mpb,1.0,,,,,,,,,,
Contra o tempo - Ao vivo,Vander Lee,178.612,0.509,0.262,0.291,0.765,0.0,0.99,0.0388,-8.242,234533.0,mpb,1.0,,,,,,,,,,
Sapato Velho - Ao Vivo,Roupa Nova,160.198,0.524,0.43,0.559,0.758,0.0,0.98,0.0306,-10.075,237813.0,mpb,1.0,,,,,,,,,,
Kryptônia,Zé Ramalho,133.726,0.521,0.675,0.183,0.227,4.08e-05,0.572,0.0329,-8.321,295706.0,mpb,1.0,,,,,,,,,,
Garoto de Aluguel (Taxi Boy),Zé Ramalho,89.866,0.649,0.663,0.513,0.393,0.0295,0.137,0.0295,-10.186,312360.0,mpb,1.0,,,,,,,,,,
Retratos e Canções,Sandra De Sá,81.05,0.4,0.611,0.547,0.168,0.0,0.119,0.023,-12.371,234333.0,mpb,1.0,,,,,,,,,,
"Rock Das ""Aranha""",Raul Seixas,174.253,0.63,0.609,0.934,0.762,0.0,0.0495,0.175,-10.791,110093.0,mpb,1.0,,,,,,,,,,
Conheço o meu lugar,Belchior,122.502,0.477,0.539,0.644,0.743,0.0,0.344,0.0279,-6.331,180400.0,mpb,1.0,,,,,,,,,,
Chão de Giz (Ao Vivo),Zé Ramalho,95.253,0.744,0.266,0.416,0.0281,7.56e-05,0.942,0.0512,-7.368,299853.0,mpb,1.0,,,,,,,,,,
Todo sujo de batom,Belchior,105.776,0.561,0.564,0.559,0.635,2.18e-06,0.12,0.0402,-8.391,259133.0,mpb,0.0,,,,,,,,,,
A Terceira Lâmina - Ao Vivo,Fagner;Zé Ramalho,80.256,0.576,0.485,0.336,0.34,5.88e-06,0.569,0.0412,-8.538,260853.0,mpb,1.0,,,,,,,,,,
Já Sei,Zimbra,178.935,0.685,0.443,0.646,0.35,6.24e-06,0.118,0.0312,-6.139,208512.0,mpb,1.0,,,,,,,,,,
Despedida,Mc Tha,160.039,0.609,0.698,0.448,0.447,0.000793,0.122,0.0457,-7.507,250000.0,mpb,1.0,,,,,,,,,,
Como eu quero,Kid Abelha,127.934,0.553,0.696,0.459,0.623,0.0343,0.119,0.0323,-12.287,273426.0,mpb,1.0,,,,,,,,,,
3 Horas,Ana Gabriela,142.793,0.483,0.566,0.323,0.562,0.0004,0.0973,0.0313,-10.66,166573.0,mpb,1.0,,,,,,,,,,
deixa que eu já vou,Simão,88.01,0.588,0.64,0.617,0.101,0.0,0.401,0.0312,-7.449,198292.0,mpb,1.0,,,,,,,,,,
quem vai dizer tchau,ANAVITÓRIA,129.012,0.372,0.646,0.35,0.559,0.000493,0.199,0.0272,-9.889,198220.0,mpb,1.0,,,,,,,,,,
Era de Aquarius,Martinho Da Vila;Djonga,136.076,0.516,0.895,0.783,0.548,0.0,0.19,0.294,-7.075,178207.0,mpb,1.0,,,,,,,,,,
Meninos E Meninas,Legião Urbana,164.841,0.659,0.485,0.66,0.0133,0.000195,0.166,0.0321,-10.508,203706.0,mpb,1.0,,,,,,,,,,
Amor Maior,Jota Quest;Jão,139.952,0.394,0.614,0.296,0.307,0.0,0.128,0.0447,-11.954,197277.0,mpb,1.0,,,,,,,,,,
Uns Dias,Os Paralamas Do Sucesso,139.506,0.702,0.626,0.6,0.00274,0.000166,0.214,0.0279,-8.525,244800.0,mpb,1.0,,,,,,,,,,
Miragem,Roberta Campos;Natiruts,174.014,0.584,0.578,0.834,0.319,0.0,0.543,0.0482,-8.318,213351.0,mpb,1.0,,,,,,,,,,
Lenha,Zeca Baleiro,81.063,0.673,0.526,0.333,0.33,2.66e-05,0.0937,0.0358,-7.889,249706.0,mpb,1.0,,,,,,,,,,
Azul - JAH-VAN,Fernanda Abreu;BiD;Fernando Nunes,99.966,0.635,0.843,0.672,0.0838,1.04e-06,0.222,0.0342,-6.053,300320.0,mpb,1.0,,,,,,,,,,
Pra Lá de Bagdá,Lagum,110.03,0.892,0.628,0.575,0.0783,1.19e-05,0.0666,0.0581,-4.734,208000.0,mpb,1.0,,,,,,,,,,
Aliança - Ao Vivo,Tribalistas,88.782,0.539,0.231,0.265,0.366,1.01e-05,0.559,0.0347,-8.451,231650.0,mpb,1.0,,,,,,,,,,
Nada por mim - Acústico,Kid Abelha,128.183,0.471,0.516,0.361,0.595,4.28e-06,0.785,0.0299,-10.508,166306.0,mpb,1.0,,,,,,,,,,
Propuesta (Proposta),Roberto Carlos,135.027,0.432,0.354,0.298,0.766,0.155,0.531,0.0312,-8.483,263666.0,mpb,1.0,,,,,,,,,,
gostosa,Clara Valverde,93.978,0.726,0.668,0.724,0.31,0.00228,0.222,0.0432,-6.634,154820.0,mpb,1.0,,,,,,,,,,
Brasa,Rachel Reis;Céu,123.978,0.707,0.894,0.915,0.597,0.0092,0.0508,0.0403,-6.173,208981.0,mpb,1.0,,,,,,,,,,
"Você E Eu, Eu E Você (Juntinhos)",Tim Maia,125.791,0.858,0.791,0.872,0.114,0.0923,0.0781,0.072,-9.45,292670.0,mpb,1.0,,,,,,,,,,
Todo Amor Que Houver Nessa Vida - Ao Vivo,Cássia Eller,102.929,0.452,0.516,0.172,0.495,0.0,0.88,0.0541,-8.524,221466.0,mpb,1.0,,,,,,,,,,
Homem não chora,Frejat,133.437,0.838,0.539,0.343,0.0831,0.000227,0.276,0.0525,-5.563,239533.0,mpb,1.0,,,,,,,,,,
No Seu Lugar - Ao Vivo,Kid Abelha,132.975,0.754,0.619,0.629,0.106,6.8e-05,0.703,0.0303,-6.509,219853.0,mpb,1.0,,,,,,,,,,
Quase um Segundo,Ney Matogrosso,92.15,0.343,0.529,0.0945,0.625,0.0026,0.11,0.0286,-8.247,216933.0,mpb,1.0,,,,,,,,,,
Estradeiro,Almir Sater,136.225,0.661,0.372,0.317,0.137,0.0,0.293,0.0449,-8.52,218266.0,mpb,1.0,,,,,,,,,,
Tempos Modernos - Estúdio,Jota Quest,123.029,0.785,0.706,0.893,0.000139,0.0506,0.236,0.0385,-4.173,234453.0,mpb,1.0,,,,,,,,,,
Fotografia - Ao Vivo,Leoni;Leo Jaime,103.74,0.272,0.558,0.386,0.882,0.0,0.711,0.0481,-11.893,170106.0,mpb,1.0,,,,,,,,,,
Casa No Campo - Remastered 2021,Elis Regina,119.552,0.368,0.509,0.16,0.317,1.67e-06,0.281,0.0573,-9.611,171530.0,mpb,1.0,,,,,,,,,,
Sinta,Big Up,131.985,0.633,0.862,0.434,0.0076,0.000311,0.366,0.0753,-8.216,212044.0,mpb,1.0,,,,,,,,,,
Do Seu Lado - Ao Vivo,Jota Quest,142.05,0.922,0.584,0.76,0.0216,0.0015,0.963,0.0422,-5.513,297266.0,mpb,1.0,,,,,,,,,,
A Viagem - Ao Vivo,Roupa Nova,86.419,0.565,0.364,0.196,0.379,3.21e-06,0.943,0.0308,-10.213,207466.0,mpb,1.0,,,,,,,,,,
Vou Te Encontrar,Nando Reis;Péricles,144.042,0.486,0.595,0.297,0.32,0.0332,0.132,0.0266,-11.893,266641.0,mpb,1.0,,,,,,,,,,
Segredos,Frejat,127.582,0.731,0.581,0.579,0.192,0.0,0.405,0.0289,-5.189,233533.0,mpb,1.0,,,,,,,,,,
Novas Auroras,Nação Zumbi,106.991,0.681,0.706,0.52,0.000779,0.00034,0.219,0.0274,-8.512,210880.0,mpb,1.0,,,,,,,,,,
Ninguém Perguntou por Você,Letrux,119.021,0.812,0.588,0.331,0.00117,0.186,0.122,0.0342,-8.185,321647.0,mpb,1.0,,,,,,,,,,
Teorema,Legião Urbana,206.641,0.926,0.299,0.531,0.000442,0.116,0.0585,0.0994,-6.13,186546.0,mpb,1.0,,,,,,,,,,
Descobridor Dos Sete Mares - Ao Vivo,Diogo Nogueira,153.932,0.697,0.679,0.892,0.455,0.0,0.104,0.0453,-6.312,197891.0,mpb,1.0,,,,,,,,,,
A Violeira,Mônica Salmaso,112.986,0.221,0.703,0.348,0.766,0.0,0.219,0.0367,-15.235,267120.0,mpb,1.0,,,,,,,,,,
Vou-Me Embora,Paulo Diniz,105.048,0.377,0.733,0.439,0.573,1.03e-05,0.123,0.0339,-10.334,225200.0,mpb,1.0,,,,,,,,,,
Vaqueiro De Profissão,Jair Rodrigues,100.509,0.587,0.605,0.826,0.648,0.0,0.103,0.0465,-10.627,233240.0,mpb,1.0,,,,,,,,,,
A Volta do Boêmio,Nelson Gonçalves,99.435,0.314,0.596,0.6,0.892,1.35e-06,0.168,0.029,-10.024,185666.0,mpb,1.0,,,,,,,,,,
Vai e Vem das Estações,Palavra Cantada,79.889,0.495,0.475,0.633,0.749,0.00181,0.17,0.0276,-10.181,218727.0,mpb,1.0,,,,,,,,,,
Eu Sou Terrível - Versão remasterizada,Roberto Carlos,91.977,0.647,0.626,0.747,0.0455,1.38e-06,0.111,0.0364,-9.651,167080.0,mpb,1.0,,,,,,,,,,
Coração Pirata - Ao Vivo,Roupa Nova,97.032,0.617,0.553,0.377,0.64,0.0,0.808,0.0295,-8.851,265120.0,mpb,1.0,,,,,,,,,,
Enquanto ela não chegar,Barão Vermelho,184.786,0.786,0.436,0.251,0.0684,5.66e-06,0.636,0.0447,-6.569,253733.0,mpb,1.0,,,,,,,,,,
Táxi Lunar (Ao Vivo),Zé Ramalho,150.743,0.933,0.486,0.687,0.0402,0.0298,0.927,0.0796,-7.015,237266.0,mpb,1.0,,,,,,,,,,
Cidadão,Zé Ramalho,113.881,0.762,0.488,0.707,0.193,0.0,0.202,0.11,-9.237,230733.0,mpb,1.0,,,,,,,,,,
Mais Uma Vez - Remastered 2003,Renato Russo;14 Bis,100.765,0.704,0.45,0.527,0.139,0.0,0.122,0.031,-5.073,271026.0,mpb,1.0,,,,,,,,,,
Borbulhas de Amor (Tenho um Coração) - Ao Vivo,Fagner,129.373,0.657,0.485,0.68,0.418,0.0,0.908,0.0343,-10.367,252626.0,mpb,1.0,,,,,,,,,,
Vento No Litoral,Legião Urbana,120.407,0.214,0.55,0.0752,0.662,0.000229,0.104,0.0308,-14.945,366373.0,mpb,1.0,,,,,,,,,,
Lua E Estrela,Caetano Veloso,85.866,0.175,0.59,0.294,0.889,7.69e-05,0.103,0.0326,-17.19,211240.0,mpb,1.0,,,,,,,,,,
Bolo de Rolo,DUDA BEAT,140.007,0.649,0.637,0.38,0.124,0.0119,0.201,0.0304,-8.05,233661.0,mpb,1.0,,,,,,,,,,
Tanto (I Want You) - Ao Vivo,Skank,97.583,0.839,0.511,0.533,0.0295,8.3e-06,0.942,0.0324,-4.406,228040.0,mpb,1.0,,,,,,,,,,
Cartas e Versos,Frejat,110.131,0.467,0.73,0.641,0.596,0.0,0.114,0.0277,-10.498,199814.0,mpb,1.0,,,,,,,,,,
Não Existe Amor em SP,Milton Nascimento;Criolo;Amaro Freitas,117.084,0.246,0.468,0.306,0.941,2.98e-05,0.123,0.0361,-11.12,347837.0,mpb,1.0,,,,,,,,,,
Nós Dois,OUTROEU,132.021,0.78,0.698,0.794,0.0187,0.00109,0.255,0.0262,-5.696,176030.0,mpb,1.0,,,,,,,,,,
Palavras No Corpo,Gal Costa,179.728,0.416,0.564,0.344,0.554,0.00145,0.11,0.0423,-6.813,239560.0,mpb,1.0,,,,,,,,,,
O Amor Descansa Na Varanda,Bryan Behr,88.007,0.594,0.636,0.713,0.364,4.24e-06,0.172,0.0321,-9.029,204998.0,mpb,1.0,,,,,,,,,,
Dourado Dourado,Bala Desejo;Lucas Nunes;Zé Ibarra;Dora Morelenbaum;Julia Mestre,143.417,0.499,0.506,0.581,0.545,0.00478,0.0842,0.0583,-11.747,341154.0,mpb,1.0,,,,,,,,,,
Preciso Me Encontrar - Ao Vivo,Marisa Monte,114.801,0.203,0.695,0.824,0.481,1.53e-06,0.544,0.044,-19.413,222466.0,mpb,1.0,,,,,,,,,,
Fato Consumado (Ao Vivo),Djavan,90.475,0.602,0.693,0.753,0.917,0.000144,0.725,0.0634,-8.814,219706.0,mpb,1.0,,,,,,,,,,
Todas Elas Juntas Num Só Ser,Lenine,103.493,0.785,0.56,0.75,0.566,0.0,0.985,0.11,-8.679,381160.0,mpb,1.0,,,,,,,,,,
N - Ao Vivo,Nando Reis,105.223,0.31,0.489,0.347,0.868,0.0,0.845,0.149,-12.169,319413.0,mpb,1.0,,,,,,,,,,
A Melhor Hora da Praia,Nação Zumbi;Marisa Monte,89.887,0.649,0.552,0.682,0.226,1.7e-05,0.128,0.0339,-8.352,199693.0,mpb,1.0,,,,,,,,,,
Produtividade,MAR ABERTO,151.387,0.42,0.618,0.922,0.294,0.0,0.117,0.106,-9.903,159000.0,mpb,1.0,,,,,,,,,,
É O Que Me Interessa - Ao Vivo,Lenine,96.11,0.174,0.57,0.0961,0.407,0.106,0.185,0.0298,-16.782,241241.0,mpb,1.0,,,,,,,,,,
Somente Nela - Ao Vivo,Paulinho Moska,126.03,0.585,0.636,0.424,0.75,0.0,0.673,0.0267,-7.199,198306.0,mpb,1.0,,,,,,,,,,
Me Chama (Deluxe Version),Lobão,105.076,0.776,0.43,0.491,0.137,0.00046,0.804,0.0412,-5.563,219788.0,mpb,1.0,,,,,,,,,,
Sentimental,MAR ABERTO,129.956,0.118,0.63,0.134,0.576,0.0,0.108,0.0308,-16.485,191145.0,mpb,1.0,,,,,,,,,,
Relicário,Nando Reis,83.805,0.516,0.46,0.397,0.448,0.0,0.209,0.0276,-9.473,245960.0,mpb,1.0,,,,,,,,,,
Por Ella,Roberto Carlos,169.855,0.8,0.62,0.681,0.147,0.0,0.137,0.127,-8.247,260973.0,mpb,1.0,,,,,,,,,,
Mil Pedaços,Legião Urbana,109.176,0.131,0.685,0.183,0.651,0.000536,0.141,0.0298,-15.824,203253.0,mpb,1.0,,,,,,,,,,
Canção Pra Você Viver Mais,Pato Fu,164.191,0.647,0.631,0.762,0.0316,0.0079,0.0946,0.0418,-6.433,324066.0,mpb,1.0,,,,,,,,,,
Melhor Plantar o Bem,Detonautas Roque Clube,77.516,0.85,0.648,0.878,0.0861,1.43e-05,0.122,0.0401,-5.323,234061.0,mpb,1.0,,,,,,,,,,
Em Cada Amanhecer,Fábio Jr.,116.985,0.562,0.589,0.446,0.457,0.0,0.204,0.0277,-7.14,209226.0,mpb,1.0,,,,,,,,,,
Sete Cidades,Legião Urbana,78.895,0.626,0.41,0.594,0.0055,0.000106,0.19,0.0316,-13.01,205800.0,mpb,1.0,,,,,,,,,,
A Sombra Da Maldade (Ao Vivo),Cidade Negra,112.083,0.959,0.634,0.749,0.0803,5.37e-06,0.978,0.0832,-4.659,227413.0,mpb,1.0,,,,,,,,,,
Sobre o Tempo,Nenhum De Nós,116.923,0.675,0.57,0.476,0.000223,5.13e-05,0.0961,0.0278,-9.001,274480.0,mpb,1.0,,,,,,,,,,
Morrer de Amor - Acústico,Jota Quest,125.012,0.782,0.74,0.934,0.691,0.000127,0.726,0.0286,-8.793,207290.0,mpb,1.0,,,,,,,,,,
Volta por Cima - Ao Vivo,Beth Carvalho,92.425,0.642,0.526,0.785,0.384,0.0,0.955,0.0682,-12.189,156466.0,mpb,1.0,,,,,,,,,,
