track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit
Todo Amor Que Houver Nessa Vida - Ao Vivo,Cássia Eller,102.929,0.452,0.516,0.172,0.495,0.0,0.88,0.0541,-8.524,221466,brazil,0
Abra os Meus Olhos,Jozyanne,139.93,0.693,0.479,0.352,0.242,0.0,0.922,0.0442,-5.845,336271,brazil,0
Se Escute,Síntese,87.211,0.678,0.638,0.375,0.33,0.0,0.331,0.246,-4.483,165903,brazil,0
Estar Contigo,Walmir Alencar,127.786,0.217,0.593,0.334,0.961,8.36e-06,0.103,0.0319,-11.108,154973,brazil,0
Malandrinha - Ao Vivo,Edson Gomes,108.933,0.714,0.661,0.949,0.363,0.0,0.405,0.0528,-10.699,260760,brazil,0
Há uma Saída,Shirley Carvalhaes,151.348,0.768,0.604,0.426,0.169,0.0,0.282,0.0437,-4.718,408840,brazil,0
Se Até os Anjos se Prostram,Jhonas Serra,133.968,0.637,0.453,0.315,0.282,0.57,0.0752,0.0336,-9.042,456268,brazil,0
De Joelhos,Kiara Vitória;Kellen Byanca,136.052,0.563,0.589,0.366,0.65,0.0,0.121,0.0289,-6.39,300128,brazil,0
A Promessa Está de Pé (Ao Vivo),Samuel Messias;Midian Lima,90.999,0.528,0.388,0.249,0.172,0.0,0.106,0.0335,-7.492,314542,brazil,0
Afinar as Rezas,Dazaranha,105.075,0.796,0.632,0.577,0.104,0.0,0.106,0.0349,-6.823,250535,brazil,0
Habeas Corpus,Um Barril de Rap,119.994,0.383,0.873,0.442,0.565,0.0,0.519,0.428,-11.517,178824,brazil,0
Remédios Demais,Matanza,181.231,0.991,0.359,0.433,0.000762,2.23e-05,0.0837,0.121,-3.688,144266,brazil,0
O Jogo Virou,Strike,98.002,0.906,0.73,0.655,0.161,0.0,0.0954,0.111,-4.453,191266,brazil,0
Que Se Abram Os Céus,André Valadão,128.041,0.427,0.608,0.223,0.726,0.0,0.0762,0.0289,-9.294,307944,brazil,0
Renovo,Sarah Farias,140.122,0.403,0.495,0.318,0.124,0.0,0.177,0.0299,-12.057,348856,brazil,0
Tempestade E Sol - Ao Vivo,Catedral,135.911,0.832,0.509,0.612,0.0837,2.76e-06,0.976,0.265,-13.238,195946,brazil,0
Enquanto ela não chegar,Barão Vermelho,184.786,0.786,0.436,0.251,0.0684,5.66e-06,0.636,0.0447,-6.569,253733,brazil,0
Cidadão,Zé Ramalho,113.881,0.762,0.488,0.707,0.193,0.0,0.202,0.11,-9.237,230733,brazil,0
Senhor Te Quero,Ministério Vineyard,130.834,0.676,0.507,0.513,0.677,1.35e-05,0.677,0.0326,-8.192,277893,brazil,0
Mais Uma Vez - Remastered 2003,Renato Russo;14 Bis,100.765,0.704,0.45,0.527,0.139,0.0,0.122,0.031,-5.073,271026,brazil,0
Eu Vou Crer em Ti,Frei Gilson,135.978,0.862,0.511,0.233,0.0768,1.92e-05,0.697,0.0443,-7.242,455294,brazil,0
Deus dos Deuses,Lauriete,149.673,0.75,0.354,0.487,0.364,0.0,0.0875,0.0506,-4.373,272813,brazil,0
In A Club,VOLAC;illusionize;Andre Longo,123.025,0.861,0.806,0.9,0.0321,0.696,0.155,0.0491,-7.0,180880,brazil,1
Sussurros na Fumaça,Sain,137.201,0.656,0.521,0.432,0.699,0.0026,0.224,0.245,-5.347,146016,brazil,0
Olhares,Rap Box;Cynthia Luz;Sant,92.089,0.782,0.642,0.565,0.309,0.0,0.087,0.0921,-3.873,237065,brazil,1
Guerreiros Cósmicos,Thegust Mc's,97.942,0.655,0.762,0.522,0.385,3.28e-06,0.109,0.268,-4.345,161632,brazil,0
Axé,Dfideliz;BK;Djonga,85.527,0.734,0.727,0.886,0.0858,0.0,0.38,0.373,-4.536,217573,brazil,1
Jamais Serão,Start Rap;Filipe Ret,88.848,0.572,0.538,0.486,0.596,0.0,0.0728,0.315,-7.503,279672,brazil,0
Bem Pra Mim,Altamira;Stanley Castro;Thebosh,113.995,0.379,0.737,0.41,0.184,0.0,0.081,0.0713,-9.86,207368,brazil,1
Veneza,Duzz;Froid;Dalua,109.949,0.463,0.638,0.531,0.69,0.0,0.0917,0.404,-7.043,284862,brazil,0
Milagres - Ao Vivo,Juliano Son,143.864,0.656,0.265,0.0691,0.0096,0.000277,0.27,0.036,-6.486,434468,brazil,0
R.U.A,Febem;Pizzol,92.041,0.646,0.922,0.515,0.0179,0.0,0.125,0.161,-4.131,172149,brazil,0
País da Fome: Homens Animais,Sabotage;DJ Cia,82.834,0.748,0.649,0.833,0.661,0.0,0.172,0.313,-7.203,367799,brazil,1
Semente Nativa,Natiruts,150.221,0.596,0.69,0.649,0.0123,0.0,0.0979,0.0845,-6.896,277640,brazil,0
Kekw,Yung Buda;Ok Goos,84.508,0.932,0.773,0.446,0.429,0.00159,0.0708,0.299,-7.231,147799,brazil,0
Liberdade Perpétua,Murica;BEATDOMK;Jean Tassy,90.648,0.434,0.663,0.312,0.787,0.0,0.136,0.358,-8.658,179435,brazil,0
Deixo Você Ir,Onze:20;Projota,139.91,0.582,0.384,0.611,0.0264,0.0,0.494,0.0925,-9.035,235229,brazil,0
Vagabundo Também Ama,Oriente,89.023,0.799,0.768,0.968,0.223,0.0,0.311,0.281,-6.906,191840,brazil,0
Me Lembro - Acústico,Kemuel,78.769,0.299,0.452,0.233,0.794,0.0,0.046,0.0407,-11.7,298481,brazil,0
Visão Ampla,BK;El Lif Beatz,86.857,0.781,0.694,0.642,0.192,2.81e-05,0.12,0.364,-4.799,195883,brazil,0
17 MINA,Flora Matos,74.967,0.727,0.709,0.794,0.41,0.00554,0.105,0.211,-8.918,116956,brazil,1
Julius,BK;El Lif Beatz,129.794,0.661,0.759,0.658,0.201,0.0,0.137,0.363,-6.457,251668,brazil,0
Exagerado - Ao Vivo,Leoni;Herbert Vianna,146.185,0.735,0.302,0.583,0.746,0.0,0.892,0.116,-8.012,232546,brazil,0
Deus Escrevendo,Samuel Mariano,133.948,0.669,0.619,0.335,0.625,3.58e-06,0.157,0.0369,-5.745,371020,brazil,0
Uma carta,Ls Jack,170.125,0.725,0.467,0.734,0.167,0.0,0.446,0.0356,-6.067,247240,brazil,0
Palavra de Deus,Deise do Vale,138.003,0.666,0.509,0.125,0.625,0.0,0.117,0.0411,-4.606,259226,brazil,0
Sinta,Big Up,131.985,0.633,0.862,0.434,0.0076,0.000311,0.366,0.0753,-8.216,212044,brazil,0
Canção Pra Você Viver Mais,Pato Fu,164.191,0.647,0.631,0.762,0.0316,0.0079,0.0946,0.0418,-6.433,324066,brazil,1
Batiza-Me - Ao Vivo,Fernandinho,141.151,0.588,0.462,0.146,0.215,6e-06,0.598,0.0296,-6.404,408133,brazil,0
Vou Te Encontrar,Nando Reis;Péricles,144.042,0.486,0.595,0.297,0.32,0.0332,0.132,0.0266,-11.893,266641,brazil,0
Sou um Milagre,Eliana Ribeiro,108.112,0.265,0.728,0.309,0.598,2.39e-06,0.0968,0.0319,-14.823,466022,brazil,0
Saudade de Ti,Eliana Ribeiro,129.764,0.449,0.558,0.179,0.2,2.5e-06,0.0787,0.0273,-6.126,301640,brazil,0
"Vem, Eu Mostrarei",Karen Keldani;Fabio Keldani,69.779,0.217,0.252,0.163,0.883,0.0,0.121,0.0304,-10.745,214087,brazil,0
Paciência,Padre Fábio De Melo,112.072,0.318,0.563,0.188,0.641,0.0,0.0952,0.0277,-10.749,219600,brazil,0
Canção Ao Cordeiro - Ao Vivo,Israel Salazar;Gabriel Guedes de Almeida,133.997,0.532,0.393,0.225,0.0121,0.0,0.111,0.0412,-11.796,365206,brazil,0
Tá Tudo Bem - Acústico,Gabriel Elias,119.981,0.39,0.712,0.275,0.607,1.5e-05,0.144,0.0314,-11.013,221106,brazil,0
Utopia,Padre Zezinho scj,84.564,0.333,0.647,0.699,0.926,0.306,0.268,0.0345,-12.329,253400,brazil,0
Perdido de Amor - Ao Vivo,Edson Gomes,96.338,0.611,0.673,0.863,0.623,0.000161,0.854,0.0314,-10.311,231893,brazil,0
Eu Digo Sim,Matheus Balo,139.684,0.476,0.53,0.452,0.285,4.72e-06,0.106,0.0332,-7.671,279428,brazil,0
Desejos do Mar,Armandinho,141.934,0.63,0.603,0.927,0.00343,0.0,0.139,0.0323,-7.754,220906,brazil,0
Casa No Campo - Remastered 2021,Elis Regina,119.552,0.368,0.509,0.16,0.317,1.67e-06,0.281,0.0573,-9.611,171530,brazil,0
Reflexo (feat. Eliana Ribeiro),Toca de Assis;Eliana Ribeiro,131.986,0.445,0.381,0.319,0.609,0.0,0.118,0.0308,-6.246,294946,brazil,0
Sinta Deus Cuidando de Ti,Régis Danese,129.942,0.517,0.716,0.552,0.209,0.0,0.0837,0.0309,-7.717,246250,brazil,0
Na Unção de Deus,Elaine de Jesus,76.867,0.459,0.442,0.224,0.415,5.13e-06,0.105,0.0409,-10.625,301146,brazil,0
Quebrantado Coração,Fernanda Brum,109.95,0.351,0.63,0.134,0.661,9.29e-06,0.102,0.0368,-8.697,202663,brazil,0
Pródigo,Casa Worship;Léo Brandão;MOVER,83.17,0.613,0.545,0.16,0.111,5.53e-06,0.0943,0.0273,-8.874,320602,brazil,0
Na Mesa do Rei,Damares,145.365,0.688,0.418,0.316,0.397,0.0,0.165,0.0472,-5.206,289720,brazil,0
Tá nas Mãos de Deus,Valesca Mayssa,126.045,0.505,0.565,0.454,0.668,0.0,0.153,0.0301,-6.019,262501,brazil,0
Não Mais Escravos,Fredy Miller,73.085,0.684,0.244,0.135,0.0188,0.000585,0.239,0.0384,-7.798,288141,brazil,0
Espírito Santo Repousa / Faço Novas Todas as Coisas,Padre Fábio De Melo,139.751,0.576,0.276,0.24,0.582,0.0,0.636,0.0389,-8.672,467000,brazil,0
A Fênix,Rosa de Saron,134.166,0.86,0.492,0.334,0.0113,0.0,0.204,0.0524,-4.333,237844,brazil,0
Segredos,Frejat,127.58,0.731,0.581,0.579,0.192,0.0,0.405,0.0289,-5.189,233533,brazil,0
Kamayatra,Mandragora,118.988,0.542,0.761,0.18,0.000434,0.854,0.122,0.0547,-9.789,196638,brazil,0
Kamayatra,Mandragora,118.988,0.542,0.761,0.18,0.000434,0.854,0.122,0.0547,-9.789,196638,brazil,0
Eu Sou do Mar,Armandinho;Vitor Isensee,140.06,0.641,0.778,0.864,0.0105,0.0,0.243,0.0437,-6.977,264000,brazil,0
Espiral de Ilusão,Criolo,124.055,0.314,0.776,0.476,0.881,0.000723,0.139,0.034,-9.513,220800,brazil,0
Backstage,Costa Gold;Haikaiss,100.392,0.767,0.697,0.843,0.271,0.0,0.902,0.451,-6.196,384000,brazil,0
Adrenalina,Xamã;Bagua Records;MC Kevin o Chris,83.836,0.539,0.62,0.72,0.391,0.0,0.215,0.52,-8.343,154289,brazil,0
Aparte,Kamau;DCazz;DJ Nyack,94.122,0.823,0.594,0.625,0.202,0.0,0.443,0.286,-7.33,169218,brazil,0
Tô Feliz (Matei o Presidente) 2,Gabriel O Pensador,103.98,0.63,0.931,0.289,0.426,0.000856,0.0879,0.275,-9.477,240840,brazil,0
Hóstia - Ao vivo,O Rappa,96.878,0.898,0.637,0.81,0.186,0.000673,0.975,0.106,-5.322,206718,brazil,0
CRIME,Febem;CESRV,143.087,0.383,0.85,0.357,0.112,0.0,0.0824,0.338,-9.334,188330,brazil,0
Skin do Kof,Yung Buda,130.105,0.416,0.718,0.459,0.0117,0.0,0.341,0.0744,-7.583,84961,brazil,0
Falo Nada,ConeCrewDiretoria,95.016,0.904,0.789,0.714,0.153,0.0,0.0701,0.255,-3.717,265754,brazil,0
Enjoy the Greatness - Club Mix,Mandragora,119.04,0.842,0.659,0.131,8.79e-05,0.506,0.367,0.0462,-13.185,197520,brazil,0
Tattoo,Fabio Brazza;Luccas Carlos;Vulto,81.667,0.654,0.696,0.705,0.202,0.0,0.0865,0.287,-7.775,189549,brazil,0
Cascavel,Murica;BEATDOMK,84.777,0.531,0.6,0.682,0.618,0.0,0.288,0.419,-8.253,151509,brazil,0
O Que Sobra Disso Tudo,BK;JXNV$;Luccas Carlos,133.029,0.714,0.806,0.471,0.143,1.78e-06,0.171,0.323,-6.804,159984,brazil,0
Não Há Outro Lugar (Ao Vivo),Central 3,141.075,0.73,0.403,0.225,0.21,5.4e-05,0.552,0.0356,-2.79,805687,brazil,0
Noite do prazer,Brylho,112.529,0.648,0.748,0.743,0.484,1.48e-05,0.11,0.0278,-5.797,260306,brazil,0
Suficiente para Mim,Missionário Shalom;Thiago Brado,100.116,0.346,0.325,0.36,0.629,0.0,0.107,0.033,-8.083,313133,brazil,0
Reza vela - Ao vivo acústico,O Rappa,89.319,0.78,0.574,0.388,0.336,0.0035,0.787,0.0665,-7.953,389053,brazil,0
Sobre o Tempo,Nenhum De Nós,116.923,0.675,0.57,0.476,0.000223,5.13e-05,0.0961,0.0278,-9.001,274480,brazil,1
Fogo Consumidor - Ao Vivo,Fernandinho,154.896,0.759,0.425,0.276,0.13,0.0,0.192,0.0366,-5.179,448466,brazil,0
O Teu Amor Me Sustentará,Missionário Shalom,123.932,0.518,0.512,0.237,0.168,0.0,0.126,0.0307,-7.792,262186,brazil,0
Carta pra Lucas,Major RD;Rock Danger;El Lif Beatz,106.722,0.585,0.475,0.376,0.758,3.44e-05,0.319,0.0705,-7.804,181631,brazil,0
Roots Dance,Chimarruts,79.531,0.778,0.828,0.888,0.13,3.82e-05,0.0359,0.0681,-4.905,213653,brazil,0
Temporada das Flores,Leoni,112.028,0.561,0.712,0.672,0.794,0.0178,0.105,0.0263,-8.876,217866,brazil,0
És o Sentido,Suely Façanha,125.962,0.366,0.656,0.289,0.578,3.58e-06,0.27,0.0303,-13.323,208600,brazil,0
De Malas Prontas,Rodolfo Abrantes,79.974,0.489,0.59,0.302,0.124,0.0269,0.0926,0.0259,-7.864,394353,brazil,0
Rei do Meu Coração,Gabi Sampaio,140.402,0.645,0.337,0.198,0.277,0.0,0.061,0.0351,-5.376,419832,brazil,0
Não Pare Agora,Cassiane,138.119,0.534,0.521,0.168,0.436,0.0,0.129,0.04,-7.343,269775,brazil,0
Colo de Mãe - Ao Vivo,Colo de Deus,136.036,0.642,0.46,0.497,0.718,0.0,0.395,0.0781,-6.07,540000,brazil,0
Rebelde Sem Causa - Acústico,Ultraje a Rigor,173.135,0.911,0.457,0.669,0.14,0.000228,0.711,0.0782,-6.373,175280,brazil,0
Soube que me Amava (Supe que me Amabas),Aline Barros,127.494,0.481,0.446,0.208,0.491,0.0,0.119,0.0279,-4.407,263174,brazil,0
Faz Chover - Ao Vivo,Fernandinho,143.209,0.73,0.37,0.324,0.72,0.0,0.26,0.0379,-4.265,758533,brazil,0
Além do Rio Azul,Voz da Verdade,81.2,0.445,0.337,0.32,0.645,0.0,0.0839,0.0289,-6.577,241560,brazil,0
Vou Seguir,Cassiane,140.071,0.396,0.509,0.436,0.542,1.21e-06,0.127,0.0335,-11.166,282633,brazil,0
Nenhuma condenação há,Armando Filho,105.103,0.545,0.595,0.215,0.53,0.0,0.229,0.027,-6.144,321013,brazil,0
Templo Vivo,Diego Fernandes,140.11,0.56,0.49,0.212,0.229,0.000123,0.107,0.034,-5.179,255466,brazil,0
Deus é capaz,Padre Fábio De Melo,143.97,0.257,0.537,0.269,0.789,1.15e-06,0.0918,0.0279,-16.067,266760,brazil,0
Com Ele,Gerson Rufino,140.005,0.544,0.608,0.345,0.498,1.15e-06,0.114,0.0282,-5.879,267120,brazil,0
Dia Especial (Ao Vivo),Cidadão Quem,89.428,0.583,0.375,0.598,0.545,1.74e-05,0.964,0.0288,-8.364,291813,brazil,0
O Papa é Pop,Engenheiros Do Hawaii,113.182,0.729,0.595,0.829,0.34,0.0,0.195,0.0305,-7.017,228106,brazil,1
Teu Amanhã Será Melhor que Hoje,Samuel Messias,80.795,0.512,0.28,0.494,0.347,0.0,0.108,0.029,-6.932,250961,brazil,0
Ando Só - Ao Vivo,Humberto Gessinger,116.063,0.938,0.514,0.429,0.0227,5.43e-05,0.929,0.0604,-5.098,215546,brazil,0
Espírito Santo Repousa / Faço Novas Todas as Coisas,Padre Fábio De Melo,139.751,0.576,0.276,0.24,0.582,0.0,0.636,0.0389,-8.672,467000,brazil,0
Deixa Deus Sonhar em Ti - Ao Vivo,Frei Gilson,76.006,0.389,0.389,0.173,0.088,1.07e-05,0.762,0.0268,-10.618,412650,brazil,0
Até Quando Esperar,Plebe Rude,94.095,0.871,0.504,0.601,0.000157,0.00179,0.118,0.0436,-6.669,268986,brazil,0
Você Cresceu,Gabriel Brito,138.015,0.271,0.529,0.406,0.89,0.00163,0.0649,0.0283,-8.401,177738,brazil,0
Amor meu grande amor,Barão Vermelho,101.889,0.57,0.633,0.469,0.219,1.39e-05,0.118,0.0269,-5.668,275586,brazil,0
Braços do Pai / Em Teus braços - Live 2020,Gabriela Rocha;Mariana Valadão,133.42,0.489,0.279,0.125,0.0864,6.54e-05,0.101,0.0383,-6.429,618676,brazil,0
Hipogrifo,Sagaz,84.312,0.45,0.589,0.564,0.621,0.0,0.0951,0.438,-9.301,186448,brazil,0
Compromisso - Ao Vivo,Régis Danese,128.12,0.379,0.482,0.234,0.361,0.0,0.752,0.037,-13.64,268200,brazil,0
Vento No Litoral,Legião Urbana,120.407,0.214,0.55,0.0752,0.662,0.000229,0.104,0.0308,-14.945,366373,brazil,0
Ponto de Força,Sant;Onni;Angola;Guizo,128.032,0.709,0.779,0.528,0.406,0.0,0.167,0.17,-5.991,295781,brazil,0
Só,Kamau,93.024,0.765,0.698,0.633,0.415,0.0,0.344,0.33,-5.34,201280,brazil,0
Magika,Yung Buda,132.04,0.264,0.809,0.197,0.614,0.0442,0.295,0.0828,-11.249,246070,brazil,0
Céu,3030,80.038,0.554,0.744,0.425,0.185,0.0,0.193,0.247,-8.036,228187,brazil,0
Pangeia,Fabio Brazza,148.935,0.722,0.74,0.76,0.606,0.0,0.108,0.246,-6.765,338520,brazil,0
pela boca,Don L;Fabriccio,129.838,0.673,0.569,0.316,0.082,0.0014,0.381,0.225,-6.403,230803,brazil,0
Sol de Paz,Strike,82.01,0.583,0.645,0.745,0.202,0.0,0.0856,0.0288,-5.689,195507,brazil,0
Cartas e Versos,Frejat,110.131,0.467,0.73,0.641,0.596,0.0,0.114,0.0277,-10.498,199814,brazil,0
Raízes,3030,83.683,0.392,0.604,0.387,0.794,4.21e-05,0.102,0.0652,-11.259,190571,brazil,0
Marieva,Projota,85.969,0.587,0.713,0.604,0.201,0.0,0.108,0.0368,-6.626,211142,brazil,0
Cara Esperto,Forfun,101.869,0.805,0.499,0.68,0.00306,0.0,0.12,0.0614,-3.467,173360,brazil,0
Mar do Meu Mundo,Maneva,90.044,0.716,0.757,0.658,0.41,0.00293,0.328,0.0481,-6.86,247379,brazil,0
Carro Bicho,Major RD;Raffé,134.151,0.765,0.776,0.432,0.35,0.0,0.194,0.255,-6.542,185388,brazil,0
The End,Yung Buda;Sem dó,88.549,0.873,0.444,0.149,0.0273,0.000154,0.298,0.32,-7.524,243066,brazil,0
Seu Amor: YOUnique - Acústico,LUDI,126.431,0.412,0.493,0.252,0.829,0.0,0.0978,0.0439,-8.94,444976,brazil,0
Fiz Esse Som Pra Você - Acústica,Gabriel Elias,114.034,0.306,0.773,0.753,0.778,0.0,0.166,0.0393,-11.519,209339,brazil,0
Colo de Mãe,Padre Marcelo Rossi;Padre Adriano Zandoná,80.012,0.455,0.536,0.558,0.00426,0.000941,0.687,0.0286,-11.351,304323,brazil,0
Tanto (I Want You) - Ao Vivo,Skank,97.583,0.839,0.511,0.533,0.0295,8.3e-06,0.942,0.0324,-4.406,228040,brazil,1
Cuidas de Mim,Olívia Ferreira,169.721,0.312,0.234,0.196,0.577,1.12e-06,0.0954,0.0292,-10.54,317906,brazil,0
Gente Morta Não Conta História,Yung Buda,159.992,0.508,0.729,0.0824,0.0812,0.115,0.589,0.0931,-9.2,190775,brazil,0
Vou Seguir com Fé,Kleber Lucas,112.163,0.911,0.76,0.785,0.119,0.0,0.611,0.0456,-8.193,243159,brazil,0
Tantum Ergo,Irmã Kelly Patrícia;Padre Marcelo Rossi;Padre Fábio De Melo;Padre Reginaldo Manzotti;Padre Omar;Padre Juarez de Castro;Padre Gleuson Gomes,102.972,0.161,0.272,0.221,0.884,2.07e-05,0.12,0.0314,-13.479,314746,brazil,0
N - Ao Vivo,Nando Reis,105.223,0.31,0.489,0.347,0.868,0.0,0.845,0.149,-12.169,319413,brazil,0
Cria Em Mim - Ao Vivo,Fernandinho,150.077,0.613,0.414,0.103,0.00195,4.42e-05,0.0896,0.0341,-8.727,352000,brazil,0
Melhor Plantar o Bem,Detonautas Roque Clube,77.516,0.85,0.648,0.878,0.0861,1.43e-05,0.122,0.0401,-5.323,234061,brazil,0
Identidade,Bruna Karla;Anderson Freire,167.915,0.853,0.413,0.364,0.188,0.0,0.413,0.0633,-6.529,267168,brazil,0
Eu Amo Mais Você - Ao Vivo,Catedral,82.198,0.354,0.186,0.509,0.133,0.0,0.495,0.0322,-11.539,234533,brazil,0
O horizonte é logo alí,O Rappa,159.968,0.917,0.497,0.645,0.00753,0.000652,0.198,0.0843,-4.996,228080,brazil,0
Meu Mestre,Padre Marcelo Rossi,129.951,0.451,0.52,0.367,0.686,0.0,0.225,0.0254,-9.247,248760,brazil,0
Sete Cidades,Legião Urbana,78.895,0.626,0.41,0.594,0.0055,0.000106,0.19,0.0316,-13.01,205800,brazil,0
Mil Pedaços,Legião Urbana,109.176,0.131,0.685,0.183,0.651,0.000536,0.141,0.0298,-15.824,203253,brazil,0
Espera,Rosa de Saron,139.811,0.779,0.413,0.373,0.0178,0.0,0.113,0.0412,-3.849,196796,brazil,0
Jesus Chorou - Ao Vivo,Racionais MC's,84.602,0.91,0.687,0.653,0.0957,0.0,0.515,0.321,-4.772,467213,brazil,0
Relicário,Nando Reis,83.805,0.516,0.46,0.397,0.448,0.0,0.209,0.0276,-9.473,245960,brazil,0
Polo,Fresno,145.135,0.941,0.543,0.752,0.0184,0.0,0.11,0.0418,-4.036,224333,brazil,0
Mesmo Que Mude,Bidê ou Balde;Renato Borghetti,142.012,0.766,0.589,0.709,0.0112,0.0,0.109,0.0295,-4.466,288613,brazil,0
Morrer de Amor - Acústico,Jota Quest,125.012,0.782,0.74,0.934,0.691,0.000127,0.726,0.0286,-8.793,207290,brazil,1
Só por hoje / Tenis Roque,Detonautas Roque Clube,178.063,0.796,0.471,0.339,0.0439,0.000226,0.712,0.0423,-8.318,277693,brazil,0
Oceanos,Gabriel Guedes de Almeida,120.05,0.204,0.51,0.188,0.967,0.00681,0.0748,0.0338,-12.534,283596,brazil,0
Olha pra Mim,Trazendo a Arca,129.615,0.572,0.342,0.234,0.281,0.0,0.792,0.0348,-6.713,392866,brazil,0
Pescador de Homens (Ao Vivo),Frei Gilson,132.973,0.589,0.546,0.303,0.657,1.61e-05,0.281,0.0342,-8.899,408049,brazil,0
Acaso Não Sabeis - Ao Vivo,Padre Marcelo Rossi,97.916,0.496,0.548,0.469,0.189,0.00787,0.976,0.025,-7.619,328677,brazil,0
Fazendo a Cabeça,Planet Hemp,116.189,0.73,0.698,0.537,0.00786,8.57e-05,0.214,0.094,-8.146,200106,brazil,0
Eternas Ondas (Ao Vivo),Zé Ramalho,135.55,0.715,0.471,0.359,0.0792,0.000993,0.787,0.0314,-5.131,261773,brazil,0
Poder Pra Salvar (Mighty to Save),Aline Barros,149.813,0.831,0.529,0.382,0.455,0.0,0.808,0.0511,-3.876,359166,brazil,0
Deus Cuida de Mim,Padre Fábio De Melo,81.356,0.369,0.23,0.206,0.485,8.32e-05,0.0828,0.0345,-12.808,317310,brazil,0
O Último Bar,Matanza,167.934,0.974,0.455,0.817,0.00341,0.0,0.157,0.0486,-2.6,187333,brazil,0
S.O.S.,Armored Dawn,107.949,0.971,0.541,0.36,2.78e-05,0.0052,0.0837,0.088,-3.323,227894,brazil,1
Matrix,Xamã;Bagua Records;Rio Santana,114.937,0.568,0.827,0.588,0.153,0.0,0.111,0.444,-8.187,185739,brazil,0
Eu Não Te Amo,Don L;Diomedes Chinaski,100.028,0.6,0.461,0.405,0.44,4.12e-06,0.219,0.097,-7.234,291243,brazil,0
Eu Não Quero Ser Ninguém,Sid;Pedro Senna;Ugo Ludovico,124.236,0.711,0.569,0.297,0.345,1.27e-06,0.115,0.133,-9.358,240120,brazil,0
Dinheiro,Mãolee;BK;Filipe Ret,193.705,0.637,0.652,0.482,0.0261,0.0,0.374,0.301,-4.903,236725,brazil,0
Nesse Instante (feat. Vulgo FK & Caio Passos),WC no Beat;Felp 22;MC Marks;Vulgo FK;Caio Passos,131.573,0.579,0.685,0.583,0.223,0.0,0.0814,0.104,-6.369,182509,brazil,0
Ouro Rose,Felp 22;Medellin;JP Diazz,120.026,0.689,0.748,0.355,0.0537,0.0,0.243,0.06,-5.981,146822,brazil,0
Brilho Na Alma,3030,121.96,0.661,0.859,0.598,0.279,1.59e-06,0.114,0.0556,-6.18,206803,brazil,0
Roxo,Yung Buda;AKA AFK,134.024,0.713,0.817,0.417,0.187,0.0346,0.11,0.0371,-5.95,232616,brazil,0
Mente Louca,MISAEL,130.026,0.42,0.887,0.093,0.259,7.46e-06,0.101,0.0862,-11.553,260769,brazil,0
Encontrar Alguém,Jota Quest,110.412,0.842,0.774,0.798,0.142,0.0,0.318,0.0824,-6.424,223866,brazil,0
Poesia de Sexta Feira,ADL;Funkero,81.897,0.69,0.654,0.503,0.405,0.0,0.0695,0.285,-8.221,282000,brazil,0
Vasilhame,Criolo,124.218,0.876,0.506,0.676,0.194,1.86e-06,0.353,0.316,-5.877,172440,brazil,0
O Tempo Passou,Sant;Mc Marechal,95.072,0.701,0.813,0.836,0.277,0.0,0.214,0.207,-5.023,165906,brazil,0
Posso Mudar Meu Destino,LEALL;Tarcis,123.183,0.539,0.562,0.292,0.0982,0.00112,0.105,0.262,-7.749,210886,brazil,0
Espírito Vem,Isaias Saad,148.087,0.48,0.414,0.155,0.274,0.000687,0.073,0.0329,-8.519,328330,brazil,0
Jesus É o Caminho,Heloisa Rosa,136.008,0.409,0.481,0.294,0.0578,0.00238,0.233,0.0278,-7.973,268561,brazil,0
Carta de Amor - Ao Vivo,Kemuel;Rebeca Carvalho,127.726,0.632,0.322,0.183,0.0742,0.0,0.104,0.0364,-6.371,371250,brazil,0
Vento No Litoral,Cássia Eller;Renato Russo,117.732,0.537,0.411,0.0758,0.402,0.000403,0.177,0.0287,-6.894,356213,brazil,0
Não Me Espere,BK;Goribeatzz,89.833,0.823,0.686,0.498,0.39,3.68e-05,0.144,0.276,-4.657,250727,brazil,0
Impagável,Anderson Freire,80.57,0.544,0.259,0.286,0.0652,0.0,0.0624,0.0543,-8.417,230750,brazil,0
As Coisas Tão Mais Lindas - Ao Vivo,Nando Reis,169.318,0.404,0.355,0.374,0.841,0.0,0.909,0.0419,-10.344,207906,brazil,0
Vida Loka Também Ama,Trilha Sonora do Gueto,140.307,0.483,0.523,0.582,0.113,0.0,0.384,0.224,-11.705,485088,brazil,0
Deixa O Tempo,Fresno,134.964,0.894,0.497,0.498,0.00771,0.0,0.0924,0.0371,-3.793,229493,brazil,0
From Hell do Céu,Black Alien,82.931,0.934,0.692,0.946,0.143,0.0,0.761,0.263,-6.877,237333,brazil,0
Dono do Mundo - Ao Vivo,Fernandinho,139.913,0.532,0.398,0.0674,0.358,1.24e-05,0.43,0.031,-5.967,374400,brazil,0
Milagres - Acústico,Lukas Agustinho,90.369,0.26,0.246,0.129,0.776,0.0,0.146,0.0334,-9.556,290000,brazil,0
A Sombra da Maldade (feat. Toni Garrido) - Natiruts Reggae Brasil - Ao Vivo,Natiruts;Toni Garrido,111.992,0.85,0.675,0.772,0.065,2.9e-05,0.941,0.0288,-7.087,272973,brazil,0
